freiburg1_desk2
image      depth      pose
106 1305031530.275407    1305031530.259074    1305031530.2721
107 1305031530.307544    1305031530.292738    1305031530.3121
108 1305031530.339724    1305031530.324398    1305031530.3422
109 1305031530.375386    1305031530.391987    1305031530.3721
110 1305031530.407465    1305031530.391987    1305031530.4121
111 1305031530.439553    1305031530.423101    1305031530.4421
112 1305031530.475439    1305031530.458850    1305031530.4721
113 1305031530.507461    1305031530.492200    1305031530.5121
114 1305031530.539532    1305031530.524323    1305031530.5421
115 1305031530.575433    1305031530.591301    1305031530.5721
116 1305031530.607559    1305031530.623002    1305031530.6121
117 1305031530.639507    1305031530.623002    1305031530.6421
118 1305031530.675401    1305031530.691015    1305031530.6722
119 1305031530.707456    1305031530.723869    1305031530.7121
120 1305031530.739522    1305031530.723869    1305031530.7421
121 1305031530.775437    1305031530.790818    1305031530.7721
122 1305031530.807467    1305031530.822584    1305031530.8121
123 1305031530.839463    1305031530.822584    1305031530.8421
124 1305031530.875401    1305031530.890688    1305031530.8721
125 1305031530.907441    1305031530.923878    1305031530.9121
126 1305031530.939462    1305031530.923878    1305031530.9421
127 1305031530.975286    1305031530.988081    1305031530.9742
128 1305031531.007484    1305031530.988081    1305031531.0121
129 1305031531.039689    1305031531.027310    1305031531.0421
130 1305031531.075325    1305031531.091208    1305031531.0721
131 1305031531.107512    1305031531.091208    1305031531.1121
132 1305031531.139581    1305031531.126140    1305031531.1421
133 1305031531.175355    1305031531.190137    1305031531.1721
134 1305031531.207465    1305031531.190137    1305031531.2121
135 1305031531.239619    1305031531.228127    1305031531.2421
136 1305031531.275515    1305031531.290185    1305031531.2721
137 1305031531.307527    1305031531.290185    1305031531.3121
138 1305031531.339595    1305031531.327763    1305031531.3421
139 1305031531.375434    1305031531.389868    1305031531.3722
140 1305031531.407491    1305031531.389868    1305031531.4121
141 1305031531.439644    1305031531.427177    1305031531.4421
142 1305031531.475324    1305031531.459698    1305031531.4721
143 1305031531.507602    1305031531.492107    1305031531.5121
144 1305031531.539487    1305031531.527542    1305031531.5421
145 1305031531.575392    1305031531.560506    1305031531.5721
146 1305031531.607419    1305031531.592018    1305031531.6121
147 1305031531.639521    1305031531.628037    1305031531.6421
148 1305031531.675444    1305031531.659769    1305031531.6721
149 1305031531.707498    1305031531.693140    1305031531.7121
150 1305031531.739657    1305031531.727762    1305031531.7421
151 1305031531.775442    1305031531.790528    1305031531.7721
152 1305031531.807438    1305031531.790528    1305031531.8121
153 1305031531.839545    1305031531.826931    1305031531.8421
154 1305031531.875426    1305031531.858402    1305031531.8721
155 1305031531.907427    1305031531.893291    1305031531.9121
156 1305031531.939564    1305031531.925080    1305031531.9421
157 1305031531.975488    1305031531.990634    1305031531.9720
158 1305031532.007331    1305031531.990634    1305031532.0121
159 1305031532.039675    1305031532.027524    1305031532.0421
160 1305031532.075525    1305031532.059872    1305031532.0721
161 1305031532.107398    1305031532.092096    1305031532.1121
162 1305031532.139520    1305031532.126073    1305031532.1421
163 1305031532.175563    1305031532.159926    1305031532.1721
164 1305031532.207465    1305031532.195623    1305031532.2121
165 1305031532.239966    1305031532.227800    1305031532.2421
166 1305031532.275514    1305031532.260079    1305031532.2721
167 1305031532.307481    1305031532.295824    1305031532.3121
168 1305031532.339777    1305031532.327833    1305031532.3421
169 1305031532.375496    1305031532.356687    1305031532.3721
170 1305031532.407448    1305031532.396584    1305031532.4121
171 1305031532.439533    1305031532.424572    1305031532.4421
172 1305031532.475428    1305031532.461447    1305031532.4721
173 1305031532.507415    1305031532.494758    1305031532.5121
174 1305031532.539458    1305031532.523363    1305031532.5422
175 1305031532.575435    1305031532.558750    1305031532.5721
176 1305031532.607434    1305031532.594713    1305031532.6121
177 1305031532.639592    1305031532.626577    1305031532.6421
178 1305031532.675452    1305031532.692281    1305031532.6721
179 1305031532.707308    1305031532.692281    1305031532.7121
180 1305031532.740052    1305031532.725142    1305031532.7421
181 1305031532.775761    1305031532.793593    1305031532.7721
182 1305031532.807429    1305031532.793593    1305031532.8121
183 1305031532.839717    1305031532.827589    1305031532.8421
184 1305031532.875476    1305031532.860360    1305031532.8721
185 1305031532.907577    1305031532.894951    1305031532.9121
186 1305031532.939523    1305031532.927108    1305031532.9421
187 1305031532.975424    1305031532.958860    1305031532.9721
188 1305031533.007402    1305031532.994889    1305031533.0121
189 1305031533.039505    1305031533.027007    1305031533.0421
190 1305031533.075500    1305031533.059895    1305031533.0721
191 1305031533.107480    1305031533.095707    1305031533.1121
192 1305031533.139514    1305031533.127261    1305031533.1428
193 1305031533.175459    1305031533.158865    1305031533.1721
194 1305031533.207507    1305031533.194665    1305031533.2121
195 1305031533.239511    1305031533.226596    1305031533.2421
196 1305031533.275405    1305031533.258719    1305031533.2721
197 1305031533.307502    1305031533.294892    1305031533.3121
198 1305031533.339522    1305031533.326747    1305031533.3422
199 1305031533.375654    1305031533.358749    1305031533.3721
200 1305031533.407483    1305031533.394869    1305031533.4121
201 1305031533.439774    1305031533.428282    1305031533.4421
202 1305031533.475654    1305031533.463804    1305031533.4721
203 1305031533.507463    1305031533.495077    1305031533.5120
204 1305031533.539640    1305031533.523787    1305031533.5421
205 1305031533.575643    1305031533.563866    1305031533.5721
206 1305031533.607639    1305031533.596729    1305031533.6121
207 1305031533.639561    1305031533.623714    1305031533.6420
208 1305031533.675446    1305031533.662973    1305031533.6721
209 1305031533.707501    1305031533.695127    1305031533.7121
210 1305031533.739555    1305031533.727956    1305031533.7420
211 1305031533.775530    1305031533.763534    1305031533.7720
212 1305031533.807707    1305031533.795519    1305031533.8121
213 1305031533.839329    1305031533.827015    1305031533.8421
214 1305031533.875471    1305031533.859819    1305031533.8721
215 1305031533.907441    1305031533.895161    1305031533.9121
216 1305031533.939530    1305031533.926857    1305031533.9421
217 1305031533.975439    1305031533.961985    1305031533.9721
218 1305031534.007323    1305031533.994392    1305031534.0121
219 1305031534.039458    1305031534.026608    1305031534.0424
220 1305031534.075484    1305031534.062247    1305031534.0720
221 1305031534.107442    1305031534.094417    1305031534.1121
222 1305031534.139529    1305031534.126412    1305031534.1421
223 1305031534.175381    1305031534.162210    1305031534.1721
224 1305031534.207436    1305031534.191161    1305031534.2121
225 1305031534.239529    1305031534.225977    1305031534.2421
226 1305031534.275475    1305031534.262752    1305031534.2722
227 1305031534.307945    1305031534.295276    1305031534.3120
228 1305031534.339859    1305031534.327593    1305031534.3420
229 1305031534.375478    1305031534.362839    1305031534.3721
230 1305031534.407595    1305031534.395128    1305031534.4120
231 1305031534.439543    1305031534.427890    1305031534.4421
232 1305031534.475605    1305031534.462407    1305031534.4720
233 1305031534.507525    1305031534.494488    1305031534.5121
234 1305031534.539582    1305031534.526222    1305031534.5421
235 1305031534.575414    1305031534.562364    1305031534.5722
236 1305031534.607494    1305031534.594279    1305031534.6121
237 1305031534.639696    1305031534.627133    1305031534.6421
238 1305031534.675511    1305031534.662781    1305031534.6721
239 1305031534.707481    1305031534.694710    1305031534.7120
240 1305031534.739665    1305031534.730855    1305031534.7420
241 1305031534.775491    1305031534.763129    1305031534.7720
242 1305031534.807516    1305031534.795824    1305031534.8123
243 1305031534.839569    1305031534.831135    1305031534.8421
244 1305031534.875499    1305031534.862751    1305031534.8720
245 1305031534.907458    1305031534.894919    1305031534.9120
246 1305031534.939556    1305031534.930974    1305031534.9421
247 1305031534.975464    1305031534.962776    1305031534.9722
248 1305031535.007643    1305031534.994599    1305031535.0120
249 1305031535.039655    1305031535.030642    1305031535.0421
250 1305031535.075490    1305031535.062210    1305031535.0721
251 1305031535.107796    1305031535.094542    1305031535.1121
252 1305031535.139465    1305031535.129807    1305031535.1421
253 1305031535.175406    1305031535.158853    1305031535.1720
254 1305031535.207514    1305031535.193991    1305031535.2121
255 1305031535.239511    1305031535.230011    1305031535.2420
256 1305031535.275537    1305031535.261725    1305031535.2721
257 1305031535.307409    1305031535.295784    1305031535.3123
258 1305031535.339468    1305031535.329773    1305031535.3420
259 1305031535.375492    1305031535.361759    1305031535.3721
260 1305031535.407712    1305031535.392026    1305031535.4120
261 1305031535.439618    1305031535.431010    1305031535.4420
262 1305031535.475595    1305031535.462732    1305031535.4721
263 1305031535.507701    1305031535.495467    1305031535.5121
264 1305031535.539515    1305031535.530835    1305031535.5420
265 1305031535.575567    1305031535.562308    1305031535.5720
266 1305031535.607524    1305031535.594713    1305031535.6121
267 1305031535.639591    1305031535.630819    1305031535.6420
268 1305031535.675500    1305031535.662546    1305031535.6720
269 1305031535.707524    1305031535.694763    1305031535.7120
270 1305031535.739708    1305031535.730877    1305031535.7420
271 1305031535.775437    1305031535.759227    1305031535.7720
272 1305031535.807496    1305031535.794599    1305031535.8121
273 1305031535.840053    1305031535.831105    1305031535.8425
274 1305031535.875502    1305031535.859528    1305031535.8720
275 1305031535.907487    1305031535.898883    1305031535.9120
276 1305031535.939747    1305031535.930685    1305031535.9420
277 1305031535.975512    1305031535.959567    1305031535.9720
278 1305031536.007462    1305031535.998988    1305031536.0121
279 1305031536.039667    1305031536.031463    1305031536.0420
280 1305031536.075538    1305031536.062243    1305031536.0721
281 1305031536.107579    1305031536.099404    1305031536.1120
282 1305031536.139540    1305031536.131440    1305031536.1420
283 1305031536.175699    1305031536.163367    1305031536.1720
284 1305031536.207474    1305031536.199777    1305031536.2120
285 1305031536.239482    1305031536.231583    1305031536.2420
286 1305031536.275618    1305031536.263219    1305031536.2721
287 1305031536.307472    1305031536.299512    1305031536.3120
288 1305031536.339530    1305031536.331390    1305031536.3420
289 1305031536.375786    1305031536.363006    1305031536.3720
290 1305031536.407665    1305031536.399605    1305031536.4120
291 1305031536.439546    1305031536.431590    1305031536.4421
292 1305031536.475492    1305031536.463554    1305031536.4721
293 1305031536.507648    1305031536.499647    1305031536.5120
294 1305031536.539583    1305031536.531617    1305031536.5420
295 1305031536.575660    1305031536.563087    1305031536.5720
296 1305031536.607624    1305031536.599164    1305031536.6121
297 1305031536.639838    1305031536.631797    1305031536.6420
298 1305031536.675456    1305031536.663533    1305031536.6722
299 1305031536.707472    1305031536.699497    1305031536.7120
300 1305031536.739722    1305031536.731424    1305031536.7420
301 1305031536.775321    1305031536.761478    1305031536.7720
302 1305031536.807301    1305031536.796242    1305031536.8120
303 1305031536.839527    1305031536.828016    1305031536.8420
304 1305031536.875419    1305031536.859596    1305031536.8720
305 1305031536.907491    1305031536.895830    1305031536.9120
306 1305031536.939530    1305031536.927579    1305031536.9421
307 1305031536.975375    1305031536.962880    1305031536.9720
308 1305031537.007412    1305031536.996766    1305031537.0120
309 1305031537.039427    1305031537.028058    1305031537.0420
310 1305031537.075341    1305031537.060447    1305031537.0720
311 1305031537.107337    1305031537.095829    1305031537.1121
312 1305031537.140656    1305031537.129621    1305031537.1421
313 1305031537.175377    1305031537.167541    1305031537.1720
314 1305031537.207445    1305031537.195643    1305031537.2121
315 1305031537.239415    1305031537.230153    1305031537.2420
316 1305031537.275504    1305031537.265688    1305031537.2720
317 1305031537.307646    1305031537.298861    1305031537.3120
318 1305031537.339718    1305031537.330994    1305031537.3420
319 1305031537.375388    1305031537.365736    1305031537.3720
320 1305031537.407396    1305031537.395624    1305031537.4121
321 1305031537.439649    1305031537.429641    1305031537.4420
322 1305031537.475520    1305031537.464312    1305031537.4721
323 1305031537.507492    1305031537.497527    1305031537.5121
324 1305031537.539497    1305031537.530263    1305031537.5420
325 1305031537.575529    1305031537.564476    1305031537.5720
326 1305031537.607507    1305031537.598276    1305031537.6120
327 1305031537.643442    1305031537.630389    1305031537.6420
328 1305031537.675306    1305031537.664114    1305031537.6720
329 1305031537.707483    1305031537.695278    1305031537.7121
330 1305031537.743426    1305031537.728342    1305031537.7420
331 1305031537.775469    1305031537.766378    1305031537.7720
332 1305031537.807576    1305031537.798725    1305031537.8120
333 1305031537.843458    1305031537.830287    1305031537.8420
334 1305031537.875571    1305031537.866662    1305031537.8720
335 1305031537.907514    1305031537.898536    1305031537.9120
336 1305031537.943469    1305031537.930243    1305031537.9420
337 1305031537.975426    1305031537.966300    1305031537.9720
338 1305031538.007529    1305031537.998327    1305031538.0120
339 1305031538.043452    1305031538.030606    1305031538.0420
340 1305031538.075565    1305031538.066420    1305031538.0720
341 1305031538.107629    1305031538.099117    1305031538.1120
342 1305031538.143487    1305031538.130778    1305031538.1420
343 1305031538.175565    1305031538.167361    1305031538.1720
344 1305031538.207697    1305031538.198836    1305031538.2120
345 1305031538.243517    1305031538.231674    1305031538.2420
346 1305031538.275489    1305031538.267245    1305031538.2720
347 1305031538.307386    1305031538.297169    1305031538.3120
348 1305031538.343413    1305031538.329631    1305031538.3420
349 1305031538.375553    1305031538.366671    1305031538.3720
350 1305031538.407511    1305031538.395653    1305031538.4121
351 1305031538.443598    1305031538.434273    1305031538.4420
352 1305031538.475570    1305031538.468114    1305031538.4720
353 1305031538.507548    1305031538.498490    1305031538.5120
354 1305031538.543450    1305031538.534659    1305031538.5420
355 1305031538.575524    1305031538.566473    1305031538.5720
356 1305031538.607517    1305031538.598497    1305031538.6120
357 1305031538.643479    1305031538.634075    1305031538.6420
358 1305031538.675433    1305031538.666052    1305031538.6720
359 1305031538.707490    1305031538.698387    1305031538.7120
360 1305031538.743572    1305031538.734584    1305031538.7419
361 1305031538.775491    1305031538.766510    1305031538.7720
362 1305031538.808089    1305031538.798755    1305031538.8120
363 1305031538.843518    1305031538.832497    1305031538.8422
364 1305031538.875656    1305031538.867193    1305031538.8723
365 1305031538.907498    1305031538.899432    1305031538.9120
366 1305031538.943414    1305031538.936017    1305031538.9420
367 1305031538.975507    1305031538.967667    1305031538.9720
368 1305031539.007520    1305031538.999448    1305031539.0120
369 1305031539.043445    1305031539.034977    1305031539.0419
370 1305031539.075515    1305031539.067603    1305031539.0720
371 1305031539.107503    1305031539.099360    1305031539.1119
372 1305031539.143607    1305031539.135768    1305031539.1419
373 1305031539.175587    1305031539.167546    1305031539.1720
374 1305031539.207601    1305031539.199492    1305031539.2120
375 1305031539.243449    1305031539.235629    1305031539.2420
376 1305031539.275652    1305031539.267760    1305031539.2720
377 1305031539.307521    1305031539.299592    1305031539.3120
378 1305031539.343842    1305031539.335706    1305031539.3419
379 1305031539.375556    1305031539.367585    1305031539.3720
380 1305031539.407846    1305031539.399501    1305031539.4120
381 1305031539.443431    1305031539.435549    1305031539.4419
382 1305031539.475605    1305031539.467525    1305031539.4720
383 1305031539.507506    1305031539.499639    1305031539.5120
384 1305031539.543459    1305031539.535499    1305031539.5419
385 1305031539.575448    1305031539.567517    1305031539.5721
386 1305031539.607559    1305031539.599060    1305031539.6120
387 1305031539.643437    1305031539.635592    1305031539.6420
388 1305031539.675458    1305031539.667412    1305031539.6720
389 1305031539.707426    1305031539.703794    1305031539.7120
390 1305031539.743465    1305031539.735675    1305031539.7419
391 1305031539.775488    1305031539.767637    1305031539.7720
392 1305031539.807653    1305031539.803605    1305031539.8120
393 1305031539.843466    1305031539.832088    1305031539.8419
394 1305031539.875593    1305031539.867127    1305031539.8720
395 1305031539.907642    1305031539.903594    1305031539.9120
396 1305031539.943541    1305031539.935437    1305031539.9420
397 1305031539.975883    1305031539.967652    1305031539.9720
398 1305031540.007422    1305031540.003691    1305031540.0119
399 1305031540.043468    1305031540.035614    1305031540.0420
400 1305031540.075632    1305031540.067782    1305031540.0720
401 1305031540.107421    1305031540.103651    1305031540.1120
402 1305031540.143443    1305031540.135787    1305031540.1419
403 1305031540.175595    1305031540.167625    1305031540.1720
404 1305031540.207411    1305031540.204012    1305031540.2120
405 1305031540.243496    1305031540.235943    1305031540.2420
406 1305031540.275604    1305031540.267794    1305031540.2720
407 1305031540.307411    1305031540.303627    1305031540.3119
408 1305031540.343456    1305031540.335660    1305031540.3420
409 1305031540.375438    1305031540.367613    1305031540.3719
410 1305031540.407504    1305031540.403545    1305031540.4119
411 1305031540.443453    1305031540.435756    1305031540.4419
412 1305031540.475476    1305031540.467365    1305031540.4720
413 1305031540.507525    1305031540.502953    1305031540.5120
414 1305031540.543427    1305031540.535194    1305031540.5420
415 1305031540.575635    1305031540.563522    1305031540.5720
416 1305031540.607508    1305031540.603376    1305031540.6119
417 1305031540.643443    1305031540.635224    1305031540.6420
418 1305031540.675895    1305031540.667294    1305031540.6720
419 1305031540.707442    1305031540.703386    1305031540.7119
420 1305031540.743545    1305031540.735694    1305031540.7419
421 1305031540.775513    1305031540.767548    1305031540.7720
422 1305031540.807495    1305031540.803232    1305031540.8120
423 1305031540.843557    1305031540.835181    1305031540.8420
424 1305031540.875472    1305031540.871023    1305031540.8720
425 1305031540.907447    1305031540.903222    1305031540.9119
426 1305031540.943442    1305031540.935050    1305031540.9419
427 1305031540.975401    1305031540.971078    1305031540.9720
428 1305031541.007473    1305031541.003228    1305031541.0119
429 1305031541.043464    1305031541.034514    1305031541.0419
430 1305031541.075485    1305031541.070217    1305031541.0620
431 1305031541.107513    1305031541.099997    1305031541.1020
432 1305031541.143507    1305031541.135330    1305031541.1420
433 1305031541.175472    1305031541.171574    1305031541.1820
434 1305031541.207454    1305031541.202996    1305031541.2119
435 1305031541.243593    1305031541.235198    1305031541.2419
436 1305031541.275691    1305031541.267954    1305031541.2719
437 1305031541.307436    1305031541.301672    1305031541.3120
438 1305031541.343493    1305031541.331852    1305031541.3419
439 1305031541.375507    1305031541.371250    1305031541.3720
440 1305031541.407707    1305031541.402022    1305031541.4119
441 1305031541.443699    1305031541.431932    1305031541.4419
442 1305031541.475389    1305031541.471366    1305031541.4720
443 1305031541.507656    1305031541.501569    1305031541.5119
444 1305031541.543489    1305031541.535345    1305031541.5419
445 1305031541.575608    1305031541.569819    1305031541.5720
446 1305031541.607431    1305031541.603472    1305031541.6119
447 1305031541.643543    1305031541.635279    1305031541.6420
448 1305031541.675424    1305031541.671483    1305031541.6720
449 1305031541.707418    1305031541.703527    1305031541.7119
450 1305031541.743439    1305031541.734963    1305031541.7420
451 1305031541.775415    1305031541.771656    1305031541.7719
452 1305031541.807470    1305031541.803338    1305031541.8120
453 1305031541.843441    1305031541.835259    1305031541.8419
454 1305031541.875438    1305031541.871359    1305031541.8720
455 1305031541.907570    1305031541.903131    1305031541.9120
456 1305031541.943524    1305031541.932460    1305031541.9421
457 1305031541.975524    1305031541.969202    1305031541.9720
458 1305031542.007694    1305031542.000034    1305031542.0120
459 1305031542.043489    1305031542.032795    1305031542.0419
460 1305031542.075555    1305031542.069819    1305031542.0720
461 1305031542.107416    1305031542.102573    1305031542.1119
462 1305031542.143525    1305031542.139294    1305031542.1419
463 1305031542.175524    1305031542.170485    1305031542.1719
464 1305031542.207368    1305031542.202214    1305031542.2119
465 1305031542.244091    1305031542.237243    1305031542.2419
466 1305031542.275425    1305031542.269752    1305031542.2720
467 1305031542.307528    1305031542.301218    1305031542.3119
468 1305031542.343479    1305031542.338812    1305031542.3419
469 1305031542.375553    1305031542.371582    1305031542.3720
470 1305031542.407482    1305031542.403140    1305031542.4119
471 1305031542.443447    1305031542.439210    1305031542.4419
472 1305031542.475446    1305031542.471527    1305031542.4720
473 1305031542.507447    1305031542.503717    1305031542.5120
474 1305031542.543425    1305031542.539439    1305031542.5419
475 1305031542.575428    1305031542.571672    1305031542.5719
476 1305031542.607410    1305031542.603499    1305031542.6119
477 1305031542.643424    1305031542.639171    1305031542.6419
478 1305031542.675341    1305031542.668866    1305031542.6719
479 1305031542.707362    1305031542.702239    1305031542.7119
480 1305031542.743855    1305031542.737961    1305031542.7420
481 1305031542.775624    1305031542.771170    1305031542.7719
482 1305031542.807676    1305031542.803270    1305031542.8119
483 1305031542.843453    1305031542.839568    1305031542.8419
484 1305031542.875473    1305031542.871198    1305031542.8719
485 1305031542.907374    1305031542.903732    1305031542.9119
486 1305031542.943449    1305031542.939215    1305031542.9420
487 1305031542.975416    1305031542.970866    1305031542.9719
488 1305031543.007462    1305031543.002677    1305031543.0119
489 1305031543.043546    1305031543.039126    1305031543.0419
490 1305031543.075465    1305031543.070710    1305031543.0719
491 1305031543.107471    1305031543.102755    1305031543.1119
492 1305031543.143424    1305031543.139358    1305031543.1419
493 1305031543.175587    1305031543.170265    1305031543.1719
494 1305031543.207464    1305031543.200190    1305031543.2119
495 1305031543.243490    1305031543.238701    1305031543.2419
496 1305031543.275504    1305031543.270923    1305031543.2719
497 1305031543.307391    1305031543.302962    1305031543.3119
498 1305031543.343502    1305031543.338824    1305031543.3419
499 1305031543.375520    1305031543.370800    1305031543.3719
500 1305031543.407575    1305031543.407586    1305031543.4119
501 1305031543.443593    1305031543.436408    1305031543.4419
502 1305031543.475420    1305031543.472193    1305031543.4719
503 1305031543.507652    1305031543.507662    1305031543.5119
504 1305031543.543433    1305031543.539811    1305031543.5419
505 1305031543.575393    1305031543.572301    1305031543.5720
506 1305031543.607524    1305031543.607686    1305031543.6119
507 1305031543.643400    1305031543.639875    1305031543.6419
508 1305031543.675460    1305031543.671696    1305031543.6719
509 1305031543.707478    1305031543.707488    1305031543.7119
510 1305031543.743399    1305031543.739759    1305031543.7419
511 1305031543.775642    1305031543.771875    1305031543.7719
512 1305031543.807514    1305031543.807535    1305031543.8119
513 1305031543.843406    1305031543.839894    1305031543.8419
514 1305031543.875410    1305031543.871869    1305031543.8720
515 1305031543.907459    1305031543.907474    1305031543.9119
516 1305031543.943413    1305031543.939753    1305031543.9419
517 1305031543.975473    1305031543.970786    1305031543.9719
518 1305031544.007491    1305031544.007529    1305031544.0119
519 1305031544.043491    1305031544.038948    1305031544.0419
520 1305031544.075509    1305031544.070711    1305031544.0720
521 1305031544.107376    1305031544.106609    1305031544.1119
522 1305031544.143795    1305031544.137311    1305031544.1419
523 1305031544.175829    1305031544.171722    1305031544.1719
524 1305031544.207354    1305031544.206571    1305031544.2119
525 1305031544.243427    1305031544.238072    1305031544.2419
526 1305031544.275540    1305031544.267766    1305031544.2719
527 1305031544.307370    1305031544.303584    1305031544.3119
528 1305031544.343409    1305031544.338210    1305031544.3419
529 1305031544.375459    1305031544.367911    1305031544.3719
530 1305031544.407333    1305031544.405875    1305031544.4119
531 1305031544.443375    1305031544.437826    1305031544.4419
532 1305031544.475427    1305031544.469937    1305031544.4719
533 1305031544.507367    1305031544.505986    1305031544.5119
534 1305031544.543416    1305031544.539003    1305031544.5419
535 1305031544.575497    1305031544.574785    1305031544.5720
536 1305031544.607409    1305031544.607438    1305031544.6119
