freiburg1_plant
image      depth      pose
130 1305032358.326228    1305032358.314611    1305032358.3304
131 1305032358.362036    1305032358.350749    1305032358.3605
132 1305032358.394045    1305032358.381865    1305032358.3905
133 1305032358.425953    1305032358.414355    1305032358.4304
134 1305032358.462021    1305032358.447967    1305032358.4604
135 1305032358.494091    1305032358.481387    1305032358.4905
136 1305032358.526638    1305032358.517650    1305032358.5304
137 1305032358.562103    1305032358.548167    1305032358.5604
138 1305032358.594031    1305032358.582146    1305032358.5904
139 1305032358.626292    1305032358.616710    1305032358.6304
140 1305032358.661907    1305032358.649112    1305032358.6604
141 1305032358.694080    1305032358.681202    1305032358.6904
142 1305032358.726315    1305032358.716920    1305032358.7304
143 1305032358.762028    1305032358.746598    1305032358.7607
144 1305032358.794035    1305032358.779352    1305032358.7904
145 1305032358.826156    1305032358.817050    1305032358.8304
146 1305032358.862241    1305032358.849277    1305032358.8604
147 1305032358.894464    1305032358.882669    1305032358.8904
148 1305032358.926427    1305032358.917982    1305032358.9304
149 1305032358.962241    1305032358.951038    1305032358.9604
150 1305032358.994407    1305032358.983085    1305032358.9904
151 1305032359.026158    1305032359.019148    1305032359.0304
152 1305032359.062253    1305032359.051225    1305032359.0604
153 1305032359.094092    1305032359.082899    1305032359.0904
154 1305032359.126199    1305032359.118855    1305032359.1304
155 1305032359.162210    1305032359.151254    1305032359.1604
156 1305032359.194261    1305032359.183363    1305032359.1904
157 1305032359.226273    1305032359.219267    1305032359.2304
158 1305032359.262098    1305032359.251063    1305032359.2603
159 1305032359.294269    1305032359.283123    1305032359.2904
160 1305032359.326149    1305032359.319238    1305032359.3304
161 1305032359.362167    1305032359.350945    1305032359.3604
162 1305032359.394278    1305032359.383033    1305032359.3904
163 1305032359.426269    1305032359.418684    1305032359.4304
164 1305032359.462531    1305032359.450700    1305032359.4604
165 1305032359.494170    1305032359.482630    1305032359.4904
166 1305032359.526344    1305032359.517271    1305032359.5304
167 1305032359.561974    1305032359.549406    1305032359.5604
168 1305032359.593965    1305032359.580783    1305032359.5903
169 1305032359.626579    1305032359.618509    1305032359.6304
170 1305032359.662143    1305032359.648297    1305032359.6604
171 1305032359.694113    1305032359.682616    1305032359.6904
172 1305032359.727003    1305032359.717507    1305032359.7304
173 1305032359.762020    1305032359.747140    1305032359.7604
174 1305032359.794035    1305032359.784467    1305032359.7904
175 1305032359.826141    1305032359.814695    1305032359.8304
176 1305032359.861990    1305032359.847549    1305032359.8605
177 1305032359.894154    1305032359.886136    1305032359.8904
178 1305032359.926260    1305032359.915265    1305032359.9305
179 1305032359.962016    1305032359.947309    1305032359.9604
180 1305032359.994161    1305032359.984090    1305032359.9903
181 1305032360.026214    1305032360.018877    1305032360.0304
182 1305032360.062208    1305032360.051651    1305032360.0603
183 1305032360.094178    1305032360.087324    1305032360.0903
184 1305032360.126153    1305032360.119052    1305032360.1304
185 1305032360.162096    1305032360.151201    1305032360.1603
186 1305032360.194272    1305032360.187139    1305032360.1904
187 1305032360.226425    1305032360.218935    1305032360.2304
188 1305032360.262218    1305032360.251170    1305032360.2604
189 1305032360.294155    1305032360.285679    1305032360.2904
190 1305032360.326447    1305032360.318280    1305032360.3304
191 1305032360.362033    1305032360.347303    1305032360.3603
192 1305032360.394240    1305032360.387567    1305032360.3903
193 1305032360.426246    1305032360.419307    1305032360.4304
194 1305032360.462086    1305032360.447080    1305032360.4604
195 1305032360.494117    1305032360.487302    1305032360.4904
196 1305032360.526058    1305032360.516084    1305032360.5306
197 1305032360.562042    1305032360.550452    1305032360.5604
198 1305032360.594303    1305032360.585577    1305032360.5903
199 1305032360.626168    1305032360.616453    1305032360.6303
200 1305032360.662151    1305032360.651196    1305032360.6604
201 1305032360.694073    1305032360.683724    1305032360.6903
202 1305032360.726267    1305032360.716902    1305032360.7308
203 1305032360.762184    1305032360.750823    1305032360.7604
204 1305032360.794210    1305032360.787088    1305032360.7904
205 1305032360.826192    1305032360.817705    1305032360.8303
206 1305032360.862084    1305032360.851074    1305032360.8604
207 1305032360.894309    1305032360.887553    1305032360.8904
208 1305032360.926229    1305032360.919281    1305032360.9304
209 1305032360.962184    1305032360.951273    1305032360.9603
210 1305032360.994081    1305032360.983341    1305032360.9903
211 1305032361.026412    1305032361.019684    1305032361.0303
212 1305032361.062613    1305032361.055112    1305032361.0603
213 1305032361.094085    1305032361.083402    1305032361.0903
214 1305032361.126224    1305032361.118826    1305032361.1303
215 1305032361.162028    1305032361.155055    1305032361.1603
216 1305032361.194805    1305032361.187451    1305032361.1903
217 1305032361.226328    1305032361.214912    1305032361.2303
218 1305032361.262093    1305032361.250889    1305032361.2603
219 1305032361.294099    1305032361.283006    1305032361.2904
220 1305032361.326219    1305032361.318300    1305032361.3303
221 1305032361.362098    1305032361.353596    1305032361.3603
222 1305032361.394120    1305032361.385885    1305032361.3903
223 1305032361.426392    1305032361.418314    1305032361.4303
224 1305032361.462374    1305032361.454287    1305032361.4603
225 1305032361.494238    1305032361.482980    1305032361.4904
226 1305032361.526056    1305032361.517186    1305032361.5303
227 1305032361.562110    1305032361.554410    1305032361.5603
228 1305032361.594263    1305032361.586249    1305032361.5903
229 1305032361.626125    1305032361.614853    1305032361.6304
230 1305032361.662057    1305032361.654354    1305032361.6603
231 1305032361.694201    1305032361.683032    1305032361.6903
232 1305032361.726243    1305032361.715384    1305032361.7304
233 1305032361.762065    1305032361.754316    1305032361.7403
234 1305032361.793966    1305032361.782986    1305032361.7403
235 1305032361.862158    1305032361.855109    1305032361.9403
236 1305032361.894163    1305032361.886775    1305032361.9403
237 1305032361.926270    1305032361.919175    1305032361.9403
238 1305032361.962071    1305032361.955033    1305032361.9603
239 1305032361.994272    1305032361.987135    1305032361.9904
240 1305032362.026445    1305032362.019273    1305032362.0303
241 1305032362.062429    1305032362.054809    1305032362.0603
242 1305032362.094264    1305032362.086432    1305032362.0903
243 1305032362.126366    1305032362.118268    1305032362.1303
244 1305032362.162089    1305032362.154488    1305032362.1603
245 1305032362.194357    1305032362.186946    1305032362.1903
246 1305032362.226182    1305032362.223302    1305032362.2303
247 1305032362.262104    1305032362.254745    1305032362.2603
248 1305032362.294204    1305032362.286962    1305032362.2903
249 1305032362.326223    1305032362.322988    1305032362.3303
250 1305032362.362125    1305032362.355069    1305032362.3603
251 1305032362.396276    1305032362.386153    1305032362.4003
252 1305032362.462140    1305032362.452718    1305032362.4603
253 1305032362.494238    1305032362.487094    1305032362.4903
254 1305032362.526267    1305032362.523226    1305032362.5303
255 1305032362.562001    1305032362.554152    1305032362.5603
256 1305032362.594165    1305032362.586874    1305032362.5903
257 1305032362.626096    1305032362.623276    1305032362.6303
258 1305032362.662324    1305032362.655272    1305032362.6603
259 1305032362.694131    1305032362.687068    1305032362.6903
260 1305032362.726009    1305032362.723139    1305032362.7303
261 1305032362.762257    1305032362.752501    1305032362.7603
262 1305032362.794154    1305032362.786189    1305032362.7903
263 1305032362.826077    1305032362.822975    1305032362.8303
264 1305032362.862131    1305032362.854747    1305032362.8603
265 1305032362.894197    1305032362.887079    1305032362.8903
266 1305032362.926069    1305032362.922917    1305032362.9303
267 1305032362.962141    1305032362.955254    1305032362.9603
268 1305032362.994111    1305032362.987432    1305032362.9903
269 1305032363.026024    1305032363.023019    1305032363.0303
270 1305032363.061883    1305032363.050785    1305032363.0603
271 1305032363.094055    1305032363.087129    1305032363.0903
272 1305032363.126578    1305032363.121871    1305032363.1303
273 1305032363.162144    1305032363.152039    1305032363.1605
274 1305032363.194513    1305032363.186339    1305032363.1903
275 1305032363.226280    1305032363.223545    1305032363.2303
276 1305032363.263114    1305032363.254897    1305032363.2606
277 1305032363.326272    1305032363.323009    1305032363.3303
278 1305032363.361941    1305032363.351268    1305032363.3603
279 1305032363.394083    1305032363.387226    1305032363.3903
280 1305032363.426162    1305032363.423169    1305032363.4303
281 1305032363.462820    1305032363.454680    1305032363.4603
282 1305032363.526415    1305032363.522372    1305032363.5303
283 1305032363.562139    1305032363.554139    1305032363.5603
284 1305032363.594144    1305032363.589728    1305032363.5903
285 1305032363.626354    1305032363.622073    1305032363.6303
286 1305032363.662136    1305032363.653876    1305032363.6603
287 1305032363.694070    1305032363.689996    1305032363.6902
288 1305032363.726086    1305032363.721151    1305032363.7303
289 1305032363.762284    1305032363.754688    1305032363.7603
290 1305032363.794030    1305032363.789766    1305032363.7903
291 1305032363.826380    1305032363.820015    1305032363.8302
292 1305032363.862068    1305032363.850926    1305032363.8602
293 1305032363.894033    1305032363.889635    1305032363.8903
294 1305032363.926407    1305032363.918945    1305032363.9302
295 1305032363.962119    1305032363.953919    1305032363.9602
296 1305032363.994050    1305032363.989477    1305032363.9903
297 1305032364.026025    1305032364.021974    1305032364.0303
298 1305032364.062120    1305032364.051316    1305032364.0603
299 1305032364.094057    1305032364.089983    1305032364.0903
300 1305032364.126909    1305032364.121945    1305032364.1303
301 1305032364.162092    1305032364.154479    1305032364.1602
302 1305032364.194217    1305032364.187829    1305032364.1903
303 1305032364.226629    1305032364.220131    1305032364.2305
304 1305032364.262242    1305032364.254427    1305032364.2602
305 1305032364.294072    1305032364.287208    1305032364.2903
306 1305032364.326102    1305032364.321001    1305032364.3303
307 1305032364.362134    1305032364.353803    1305032364.3603
308 1305032364.394077    1305032364.390393    1305032364.3903
309 1305032364.426015    1305032364.422934    1305032364.4303
310 1305032364.462091    1305032364.454973    1305032364.4603
311 1305032364.494035    1305032364.490909    1305032364.4903
312 1305032364.526202    1305032364.523222    1305032364.5303
313 1305032364.562323    1305032364.555371    1305032364.5603
314 1305032364.594171    1305032364.590015    1305032364.5903
315 1305032364.626031    1305032364.622240    1305032364.6303
316 1305032364.662222    1305032364.654940    1305032364.6602
317 1305032364.694036    1305032364.691021    1305032364.6903
318 1305032364.726019    1305032364.723145    1305032364.7302
319 1305032364.762093    1305032364.758771    1305032364.7603
320 1305032364.793964    1305032364.790576    1305032364.7903
321 1305032364.826005    1305032364.822800    1305032364.8302
322 1305032364.862289    1305032364.858509    1305032364.8602
323 1305032364.894665    1305032364.889427    1305032364.8903
324 1305032364.926087    1305032364.923105    1305032364.9302
325 1305032364.962073    1305032364.956761    1305032364.9603
326 1305032364.994009    1305032364.991437    1305032364.9903
327 1305032365.026354    1305032365.022936    1305032365.0303
328 1305032365.062031    1305032365.059290    1305032365.0603
329 1305032365.094068    1305032365.087143    1305032365.0903
330 1305032365.126212    1305032365.123256    1305032365.1302
331 1305032365.162014    1305032365.159298    1305032365.1602
332 1305032365.194029    1305032365.191271    1305032365.1902
333 1305032365.226143    1305032365.223463    1305032365.2302
334 1305032365.262990    1305032365.256958    1305032365.2603
335 1305032365.326046    1305032365.323458    1305032365.3303
336 1305032365.362017    1305032365.359591    1305032365.3602
337 1305032365.394019    1305032365.391371    1305032365.3903
338 1305032365.426099    1305032365.423267    1305032365.4302
339 1305032365.462022    1305032365.459383    1305032365.4602
340 1305032365.494036    1305032365.491152    1305032365.4903
341 1305032365.526240    1305032365.523217    1305032365.5302
342 1305032365.562023    1305032365.558893    1305032365.5603
343 1305032365.594024    1305032365.591436    1305032365.5902
344 1305032365.626188    1305032365.623205    1305032365.6302
345 1305032365.662032    1305032365.659377    1305032365.6602
346 1305032365.694005    1305032365.691155    1305032365.6903
347 1305032365.726094    1305032365.723383    1305032365.7303
348 1305032365.762013    1305032365.759259    1305032365.7603
349 1305032365.794129    1305032365.791166    1305032365.7902
350 1305032365.826278    1305032365.823223    1305032365.8302
351 1305032365.862061    1305032365.859634    1305032365.8602
352 1305032365.894133    1305032365.889504    1305032365.8902
353 1305032365.930067    1305032365.927362    1305032365.9302
354 1305032365.962046    1305032365.959313    1305032365.9602
355 1305032365.994060    1305032365.991061    1305032365.9903
356 1305032366.030066    1305032366.026870    1305032366.0302
357 1305032366.062122    1305032366.059164    1305032366.0602
358 1305032366.094052    1305032366.091112    1305032366.0903
359 1305032366.130072    1305032366.127026    1305032366.1303
360 1305032366.162008    1305032366.159365    1305032366.1602
361 1305032366.194013    1305032366.190979    1305032366.1902
362 1305032366.230053    1305032366.227205    1305032366.2302
363 1305032366.262058    1305032366.259172    1305032366.2602
364 1305032366.294059    1305032366.291401    1305032366.2902
365 1305032366.330143    1305032366.327121    1305032366.3302
366 1305032366.362039    1305032366.359097    1305032366.3602
367 1305032366.394005    1305032366.391043    1305032366.3902
368 1305032366.430032    1305032366.427242    1305032366.4303
369 1305032366.461993    1305032366.459233    1305032366.4602
370 1305032366.494101    1305032366.491285    1305032366.4902
371 1305032366.530048    1305032366.526997    1305032366.5302
372 1305032366.561989    1305032366.559109    1305032366.5602
373 1305032366.594003    1305032366.591375    1305032366.5902
374 1305032366.630014    1305032366.626920    1305032366.6302
375 1305032366.662972    1305032366.655039    1305032366.6603
376 1305032366.730115    1305032366.727328    1305032366.7302
377 1305032366.762112    1305032366.759333    1305032366.7602
378 1305032366.793956    1305032366.790587    1305032366.7902
379 1305032366.830030    1305032366.826895    1305032366.8302
380 1305032366.862172    1305032366.859205    1305032366.8602
381 1305032366.894254    1305032366.888643    1305032366.8902
382 1305032366.929969    1305032366.926959    1305032366.9302
383 1305032366.962015    1305032366.958281    1305032366.9602
384 1305032366.994018    1305032366.990487    1305032366.9902
385 1305032367.030022    1305032367.026585    1305032367.0302
386 1305032367.062114    1305032367.058683    1305032367.0605
387 1305032367.094130    1305032367.087523    1305032367.0902
388 1305032367.130285    1305032367.126868    1305032367.1302
389 1305032367.162083    1305032367.158939    1305032367.1602
390 1305032367.193961    1305032367.191850    1305032367.1902
391 1305032367.230032    1305032367.226101    1305032367.2302
392 1305032367.262270    1305032367.257578    1305032367.2601
393 1305032367.293982    1305032367.293991    1305032367.2902
394 1305032367.330063    1305032367.326110    1305032367.3302
395 1305032367.362109    1305032367.358269    1305032367.3602
396 1305032367.393996    1305032367.394011    1305032367.3902
397 1305032367.430145    1305032367.425982    1305032367.4302
398 1305032367.462005    1305032367.458337    1305032367.4602
399 1305032367.494767    1305032367.494794    1305032367.4902
400 1305032367.530124    1305032367.525123    1305032367.5302
401 1305032367.562098    1305032367.558998    1305032367.5602
402 1305032367.594518    1305032367.594540    1305032367.5902
403 1305032367.629988    1305032367.627313    1305032367.6302
404 1305032367.662173    1305032367.659071    1305032367.6602
405 1305032367.694493    1305032367.694516    1305032367.6902
406 1305032367.730004    1305032367.727182    1305032367.7302
407 1305032367.762020    1305032367.759159    1305032367.7602
408 1305032367.794824    1305032367.794852    1305032367.7902
409 1305032367.829935    1305032367.826871    1305032367.8303
410 1305032367.861953    1305032367.858142    1305032367.8602
411 1305032367.894023    1305032367.894056    1305032367.8901
412 1305032367.930098    1305032367.925922    1305032367.9301
413 1305032367.962109    1305032367.957958    1305032367.9602
414 1305032367.994871    1305032367.994884    1305032367.9902
415 1305032368.030371    1305032368.025983    1305032368.0302
416 1305032368.062044    1305032368.058921    1305032368.0602
417 1305032368.094693    1305032368.094710    1305032368.0901
418 1305032368.129978    1305032368.126824    1305032368.1302
419 1305032368.162148    1305032368.156667    1305032368.1602
420 1305032368.194071    1305032368.190798    1305032368.1902
421 1305032368.230066    1305032368.226380    1305032368.2301
422 1305032368.263367    1305032368.258177    1305032368.2602
423 1305032368.330048    1305032368.326215    1305032368.3301
424 1305032368.362001    1305032368.358554    1305032368.3601
425 1305032368.394058    1305032368.393756    1305032368.3902
426 1305032368.430004    1305032368.425949    1305032368.4302
427 1305032368.462392    1305032368.462413    1305032368.4601
428 1305032368.494404    1305032368.494411    1305032368.4902
429 1305032368.529995    1305032368.526548    1305032368.5301
430 1305032368.561932    1305032368.561964    1305032368.5601
431 1305032368.594184    1305032368.594201    1305032368.5902
432 1305032368.629997    1305032368.626418    1305032368.6301
433 1305032368.662766    1305032368.662780    1305032368.6602
434 1305032368.730133    1305032368.726391    1305032368.7301
435 1305032368.762354    1305032368.762429    1305032368.7601
436 1305032368.794467    1305032368.794488    1305032368.7902
437 1305032368.830009    1305032368.826920    1305032368.8301
438 1305032368.862362    1305032368.862385    1305032368.8602
439 1305032368.894072    1305032368.894079    1305032368.8902
440 1305032368.929945    1305032368.926364    1305032368.9304
441 1305032368.961860    1305032368.959769    1305032368.9601
442 1305032368.993887    1305032368.992519    1305032368.9901
443 1305032369.030203    1305032369.026559    1305032369.0302
444 1305032369.062500    1305032369.062508    1305032369.0601
445 1305032369.093984    1305032369.092465    1305032369.0902
446 1305032369.130062    1305032369.126422    1305032369.1301
447 1305032369.162492    1305032369.162529    1305032369.1602
448 1305032369.194412    1305032369.194429    1305032369.1901
449 1305032369.230045    1305032369.226184    1305032369.2301
450 1305032369.262268    1305032369.262275    1305032369.2602
451 1305032369.294529    1305032369.294549    1305032369.2902
452 1305032369.330151    1305032369.325603    1305032369.3301
453 1305032369.361966    1305032369.361711    1305032369.3601
454 1305032369.394056    1305032369.393865    1305032369.3901
455 1305032369.430090    1305032369.425788    1305032369.4302
456 1305032369.461995    1305032369.461699    1305032369.4602
457 1305032369.493998    1305032369.493663    1305032369.4901
458 1305032369.529992    1305032369.526387    1305032369.5301
459 1305032369.562004    1305032369.561511    1305032369.5601
460 1305032369.594020    1305032369.590662    1305032369.5902
461 1305032369.630023    1305032369.629343    1305032369.6301
462 1305032369.661969    1305032369.661976    1305032369.6601
463 1305032369.694099    1305032369.694117    1305032369.6901
464 1305032369.730198    1305032369.730214    1305032369.7302
465 1305032369.762450    1305032369.762462    1305032369.7601
466 1305032369.794261    1305032369.794288    1305032369.7902
467 1305032369.830429    1305032369.830464    1305032369.8301
468 1305032369.862627    1305032369.862646    1305032369.8601
469 1305032369.894360    1305032369.894378    1305032369.8901
470 1305032369.930423    1305032369.930439    1305032369.9302
471 1305032369.962111    1305032369.962123    1305032369.9601
472 1305032369.994395    1305032369.994406    1305032369.9902
473 1305032370.029908    1305032370.029452    1305032370.0301
474 1305032370.062358    1305032370.062431    1305032370.0601
475 1305032370.094132    1305032370.094141    1305032370.0901
476 1305032370.130815    1305032370.131075    1305032370.1305
477 1305032370.164340    1305032370.163765    1305032370.1601
478 1305032370.230502    1305032370.227691    1305032370.2301
479 1305032370.262034    1305032370.260069    1305032370.2601
480 1305032370.293927    1305032370.292473    1305032370.2902
481 1305032370.330168    1305032370.330184    1305032370.3302
482 1305032370.362172    1305032370.362216    1305032370.3601
483 1305032370.393973    1305032370.393732    1305032370.3901
484 1305032370.430165    1305032370.429519    1305032370.4301
485 1305032370.462710    1305032370.462719    1305032370.4601
486 1305032370.494212    1305032370.494226    1305032370.4901
487 1305032370.530368    1305032370.530396    1305032370.5301
488 1305032370.562129    1305032370.559254    1305032370.5601
489 1305032370.594668    1305032370.594716    1305032370.5901
490 1305032370.630616    1305032370.630635    1305032370.6301
491 1305032370.662501    1305032370.662528    1305032370.6601
492 1305032370.694752    1305032370.694786    1305032370.6901
493 1305032370.730453    1305032370.730482    1305032370.7301
494 1305032370.762387    1305032370.762399    1305032370.7601
495 1305032370.794212    1305032370.794226    1305032370.7901
496 1305032370.830542    1305032370.830572    1305032370.8301
497 1305032370.862583    1305032370.862608    1305032370.8601
498 1305032370.898506    1305032370.898515    1305032370.9001
499 1305032370.930659    1305032370.930670    1305032370.9301
500 1305032370.962789    1305032370.962798    1305032370.9601
501 1305032370.998556    1305032370.998569    1305032371.0001
502 1305032371.030832    1305032371.030841    1305032371.0301
503 1305032371.062995    1305032371.063015    1305032371.0601
504 1305032371.098685    1305032371.098694    1305032371.1001
505 1305032371.129946    1305032371.127227    1305032371.1301
506 1305032371.163377    1305032371.163393    1305032371.1601
507 1305032371.199209    1305032371.199223    1305032371.2001
508 1305032371.231556    1305032371.231580    1305032371.2301
509 1305032371.263086    1305032371.263109    1305032371.2601
510 1305032371.298863    1305032371.298947    1305032371.3001
511 1305032371.331299    1305032371.331335    1305032371.3301
512 1305032371.399014    1305032371.399028    1305032371.4000
513 1305032371.461990    1305032371.461631    1305032371.4601
514 1305032371.500350    1305032371.500366    1305032371.5001
515 1305032371.563010    1305032371.563035    1305032371.5601
516 1305032371.594822    1305032371.594845    1305032371.5901
517 1305032371.629962    1305032371.627278    1305032371.6300
518 1305032371.661896    1305032371.661699    1305032371.6601
519 1305032371.698063    1305032371.698085    1305032371.7001
520 1305032371.730032    1305032371.726894    1305032371.7301
521 1305032371.763070    1305032371.763078    1305032371.7601
522 1305032371.798758    1305032371.798775    1305032371.8001
523 1305032371.830599    1305032371.830728    1305032371.8301
524 1305032371.862968    1305032371.862988    1305032371.8601
525 1305032371.898642    1305032371.898658    1305032371.9001
526 1305032371.930870    1305032371.930961    1305032371.9301
527 1305032371.998991    1305032371.999011    1305032372.0001
528 1305032372.030846    1305032372.030867    1305032372.0301
529 1305032372.098230    1305032372.098264    1305032372.1000
530 1305032372.129933    1305032372.127609    1305032372.1301
531 1305032372.166136    1305032372.166169    1305032372.1701
532 1305032372.198088    1305032372.198119    1305032372.2001
533 1305032372.230035    1305032372.230071    1305032372.2301
534 1305032372.266118    1305032372.266126    1305032372.2701
535 1305032372.297778    1305032372.297790    1305032372.3000
536 1305032372.329863    1305032372.329039    1305032372.3300
