freiburg1_floor
image      depth      pose
77 1305033530.234343    1305033530.234355    1305033530.2361
78 1305033530.270089    1305033530.267095    1305033530.2661
79 1305033530.302540    1305033530.302560    1305033530.3061
80 1305033530.334417    1305033530.334435    1305033530.3361
81 1305033530.369991    1305033530.367499    1305033530.3660
82 1305033530.402280    1305033530.402349    1305033530.4061
83 1305033530.433939    1305033530.433956    1305033530.4361
84 1305033530.470001    1305033530.464959    1305033530.4661
85 1305033530.503176    1305033530.503205    1305033530.5061
86 1305033530.570011    1305033530.566864    1305033530.5662
87 1305033530.603079    1305033530.603089    1305033530.6061
88 1305033530.634562    1305033530.634573    1305033530.6360
89 1305033530.670053    1305033530.664418    1305033530.6661
90 1305033530.702904    1305033530.702921    1305033530.7061
91 1305033530.770069    1305033530.765611    1305033530.7660
92 1305033530.802640    1305033530.802656    1305033530.8061
93 1305033530.834043    1305033530.830991    1305033530.8361
94 1305033530.869990    1305033530.863579    1305033530.8661
95 1305033530.903177    1305033530.903194    1305033530.9061
96 1305033530.935393    1305033530.935412    1305033530.9361
97 1305033530.969918    1305033530.966314    1305033530.9661
98 1305033531.001895    1305033531.001055    1305033531.0060
99 1305033531.035071    1305033531.035090    1305033531.0360
100 1305033531.070068    1305033531.066813    1305033531.0661
101 1305033531.103063    1305033531.103082    1305033531.1061
102 1305033531.134773    1305033531.134786    1305033531.1361
103 1305033531.169952    1305033531.167254    1305033531.1661
104 1305033531.203418    1305033531.203447    1305033531.2060
105 1305033531.272671    1305033531.272676    1305033531.2761
106 1305033531.335001    1305033531.335007    1305033531.3361
107 1305033531.370504    1305033531.370518    1305033531.3661
108 1305033531.403347    1305033531.403368    1305033531.4060
109 1305033531.435427    1305033531.435446    1305033531.4360
110 1305033531.470310    1305033531.470329    1305033531.4661
111 1305033531.503808    1305033531.503826    1305033531.5061
112 1305033531.571452    1305033531.571478    1305033531.5761
113 1305033531.603611    1305033531.603628    1305033531.6061
114 1305033531.635605    1305033531.635613    1305033531.6363
115 1305033531.671650    1305033531.671684    1305033531.6760
116 1305033531.703406    1305033531.703437    1305033531.7061
117 1305033531.735412    1305033531.735443    1305033531.7361
118 1305033531.771384    1305033531.771402    1305033531.7761
119 1305033531.802701    1305033531.802738    1305033531.8060
120 1305033531.872625    1305033531.872633    1305033531.8761
121 1305033531.933904    1305033531.933910    1305033531.9360
122 1305033531.971524    1305033531.971477    1305033531.9760
123 1305033532.003220    1305033532.003233    1305033532.0061
124 1305033532.071576    1305033532.071645    1305033532.0761
125 1305033532.135137    1305033532.135153    1305033532.1361
126 1305033532.171224    1305033532.171255    1305033532.1762
127 1305033532.203554    1305033532.203575    1305033532.2061
128 1305033532.271672    1305033532.271690    1305033532.2761
129 1305033532.303369    1305033532.303390    1305033532.3060
130 1305033532.335390    1305033532.335408    1305033532.3360
131 1305033532.371841    1305033532.371873    1305033532.3761
132 1305033532.403250    1305033532.403267    1305033532.4061
133 1305033532.435086    1305033532.435118    1305033532.4361
134 1305033532.471928    1305033532.471694    1305033532.4760
135 1305033532.539103    1305033532.539122    1305033532.5361
136 1305033532.571563    1305033532.571615    1305033532.5761
137 1305033532.603569    1305033532.603589    1305033532.6061
138 1305033532.635683    1305033532.635943    1305033532.6361
139 1305033532.672619    1305033532.671804    1305033532.6761
140 1305033532.739491    1305033532.739565    1305033532.7360
141 1305033532.772110    1305033532.772142    1305033532.7760
142 1305033532.839648    1305033532.839301    1305033532.8361
143 1305033532.871167    1305033532.871214    1305033532.8761
144 1305033532.903405    1305033532.903424    1305033532.9060
145 1305033532.936355    1305033532.936363    1305033532.9360
146 1305033532.970791    1305033532.970799    1305033532.9660
147 1305033533.003810    1305033533.003843    1305033533.0061
148 1305033533.037901    1305033533.034901    1305033533.0361
149 1305033533.069932    1305033533.068327    1305033533.0661
150 1305033533.101970    1305033533.099159    1305033533.1060
151 1305033533.137702    1305033533.136584    1305033533.1361
152 1305033533.169879    1305033533.168378    1305033533.1660
153 1305033533.202524    1305033533.202533    1305033533.2060
154 1305033533.238626    1305033533.238654    1305033533.2361
155 1305033533.270604    1305033533.270615    1305033533.2660
156 1305033533.302453    1305033533.302491    1305033533.3061
157 1305033533.338311    1305033533.338331    1305033533.3360
158 1305033533.369923    1305033533.368533    1305033533.3661
159 1305033533.402013    1305033533.398889    1305033533.4060
160 1305033533.437814    1305033533.436385    1305033533.4360
161 1305033533.469894    1305033533.469433    1305033533.4661
162 1305033533.502497    1305033533.502764    1305033533.5060
163 1305033533.537975    1305033533.535174    1305033533.5361
164 1305033533.570826    1305033533.571109    1305033533.5660
165 1305033533.602884    1305033533.602902    1305033533.6060
166 1305033533.638668    1305033533.638681    1305033533.6360
167 1305033533.669970    1305033533.668149    1305033533.6661
168 1305033533.702207    1305033533.699797    1305033533.7062
169 1305033533.738135    1305033533.735510    1305033533.7360
170 1305033533.770018    1305033533.769695    1305033533.7660
171 1305033533.805970    1305033533.805983    1305033533.8060
172 1305033533.839051    1305033533.839160    1305033533.8361
173 1305033533.871275    1305033533.871282    1305033533.8760
174 1305033533.907675    1305033533.907403    1305033533.9061
175 1305033533.939020    1305033533.939033    1305033533.9361
176 1305033533.970792    1305033533.970912    1305033533.9661
177 1305033534.006647    1305033534.006662    1305033534.0061
178 1305033534.038452    1305033534.038469    1305033534.0361
179 1305033534.070751    1305033534.070804    1305033534.0661
180 1305033534.106542    1305033534.106555    1305033534.1060
181 1305033534.138454    1305033534.138473    1305033534.1360
182 1305033534.170552    1305033534.170561    1305033534.1660
183 1305033534.206832    1305033534.206851    1305033534.2060
184 1305033534.238661    1305033534.238673    1305033534.2360
185 1305033534.269974    1305033534.267014    1305033534.2660
186 1305033534.306394    1305033534.306401    1305033534.3061
187 1305033534.338523    1305033534.338536    1305033534.3360
188 1305033534.370489    1305033534.370497    1305033534.3660
189 1305033534.406522    1305033534.406555    1305033534.4060
190 1305033534.438479    1305033534.438491    1305033534.4361
191 1305033534.470619    1305033534.470651    1305033534.4660
192 1305033534.506416    1305033534.506432    1305033534.5060
193 1305033534.538586    1305033534.538596    1305033534.5360
194 1305033534.571041    1305033534.571076    1305033534.5661
195 1305033534.607084    1305033534.607093    1305033534.6060
196 1305033534.639612    1305033534.639646    1305033534.6363
197 1305033534.671420    1305033534.671453    1305033534.6760
198 1305033534.706998    1305033534.707020    1305033534.7060
199 1305033534.769899    1305033534.767106    1305033534.7660
200 1305033534.806777    1305033534.806807    1305033534.8061
201 1305033534.839367    1305033534.839381    1305033534.8360
202 1305033534.871560    1305033534.871592    1305033534.8760
203 1305033534.906881    1305033534.906915    1305033534.9060
204 1305033534.939455    1305033534.939467    1305033534.9361
205 1305033534.975303    1305033534.975320    1305033534.9761
206 1305033535.007644    1305033535.007679    1305033535.0061
207 1305033535.039542    1305033535.039556    1305033535.0361
208 1305033535.075358    1305033535.075370    1305033535.0760
209 1305033535.107726    1305033535.107742    1305033535.1060
210 1305033535.174375    1305033535.174385    1305033535.1761
211 1305033535.206381    1305033535.206390    1305033535.2061
212 1305033535.238648    1305033535.238658    1305033535.2361
213 1305033535.274515    1305033535.274524    1305033535.2761
214 1305033535.306554    1305033535.306561    1305033535.3061
215 1305033535.338664    1305033535.338683    1305033535.3360
216 1305033535.374612    1305033535.374622    1305033535.3760
217 1305033535.406681    1305033535.406692    1305033535.4061
218 1305033535.438751    1305033535.438782    1305033535.4360
219 1305033535.474572    1305033535.475667    1305033535.4761
220 1305033535.506535    1305033535.506574    1305033535.5061
221 1305033535.538690    1305033535.538701    1305033535.5360
222 1305033535.574684    1305033535.574717    1305033535.5761
223 1305033535.606541    1305033535.606557    1305033535.6061
224 1305033535.638675    1305033535.638687    1305033535.6361
225 1305033535.674647    1305033535.674659    1305033535.6760
226 1305033535.706590    1305033535.706599    1305033535.7060
227 1305033535.739050    1305033535.739060    1305033535.7360
228 1305033535.774484    1305033535.774514    1305033535.7760
229 1305033535.806446    1305033535.806453    1305033535.8060
230 1305033535.837736    1305033535.835149    1305033535.8360
231 1305033535.874456    1305033535.874466    1305033535.8761
232 1305033535.906798    1305033535.906806    1305033535.9061
233 1305033535.939292    1305033535.939396    1305033535.9360
234 1305033535.975405    1305033535.975430    1305033535.9760
235 1305033536.008091    1305033536.008100    1305033536.0060
236 1305033536.039420    1305033536.039438    1305033536.0360
237 1305033536.075320    1305033536.075338    1305033536.0760
238 1305033536.107442    1305033536.107471    1305033536.1060
239 1305033536.175221    1305033536.175253    1305033536.1761
240 1305033536.241700    1305033536.241732    1305033536.2460
241 1305033536.275136    1305033536.275154    1305033536.2760
242 1305033536.343052    1305033536.343070    1305033536.3460
243 1305033536.375071    1305033536.375082    1305033536.3760
244 1305033536.443576    1305033536.443607    1305033536.4460
245 1305033536.507269    1305033536.507286    1305033536.5059
246 1305033536.542479    1305033536.542489    1305033536.5460
247 1305033536.604428    1305033536.604432    1305033536.6060
248 1305033536.643164    1305033536.643332    1305033536.6460
249 1305033536.675458    1305033536.675476    1305033536.6760
250 1305033536.707440    1305033536.707459    1305033536.7060
251 1305033536.743296    1305033536.743694    1305033536.7460
252 1305033536.775276    1305033536.775296    1305033536.7760
253 1305033536.808196    1305033536.808214    1305033536.8062
254 1305033536.843463    1305033536.843484    1305033536.8460
255 1305033536.907652    1305033536.907681    1305033536.9060
256 1305033536.943379    1305033536.943390    1305033536.9460
257 1305033536.975402    1305033536.975426    1305033536.9760
258 1305033537.007346    1305033537.007350    1305033537.0060
259 1305033537.043379    1305033537.043401    1305033537.0460
260 1305033537.075249    1305033537.075262    1305033537.0760
261 1305033537.107490    1305033537.107501    1305033537.1061
262 1305033537.143619    1305033537.143797    1305033537.1460
263 1305033537.175495    1305033537.175515    1305033537.1761
264 1305033537.207418    1305033537.207435    1305033537.2061
265 1305033537.243687    1305033537.243704    1305033537.2460
266 1305033537.275552    1305033537.275596    1305033537.2761
267 1305033537.307573    1305033537.307598    1305033537.3062
268 1305033537.343855    1305033537.343885    1305033537.3462
269 1305033537.375637    1305033537.375654    1305033537.3762
270 1305033537.407662    1305033537.407736    1305033537.4062
271 1305033537.443628    1305033537.443651    1305033537.4462
272 1305033537.475437    1305033537.475455    1305033537.4762
273 1305033537.543400    1305033537.543410    1305033537.5463
274 1305033537.575726    1305033537.575731    1305033537.5763
275 1305033537.639757    1305033537.639764    1305033537.6363
276 1305033537.674027    1305033537.674057    1305033537.6763
277 1305033537.743774    1305033537.744155    1305033537.7464
278 1305033537.775789    1305033537.776189    1305033537.7764
279 1305033537.844740    1305033537.843842    1305033537.8464
280 1305033537.902446    1305033537.908190    1305033537.9065
281 1305033537.944108    1305033537.944118    1305033537.9464
282 1305033537.975959    1305033537.975978    1305033537.9764
283 1305033538.041600    1305033538.041614    1305033538.0465
284 1305033538.074355    1305033538.074399    1305033538.0765
285 1305033538.144040    1305033538.144144    1305033538.1465
286 1305033538.175947    1305033538.175965    1305033538.1766
287 1305033538.243995    1305033538.244011    1305033538.2466
288 1305033538.275794    1305033538.275800    1305033538.2766
289 1305033538.344100    1305033538.344121    1305033538.3466
290 1305033538.376150    1305033538.376229    1305033538.3766
291 1305033538.443205    1305033538.443216    1305033538.4466
292 1305033538.502753    1305033538.513676    1305033538.5067
293 1305033538.543405    1305033538.543423    1305033538.5467
294 1305033538.575517    1305033538.575526    1305033538.5767
295 1305033538.643531    1305033538.643539    1305033538.6468
296 1305033538.703005    1305033538.712032    1305033538.7068
297 1305033538.743340    1305033538.743360    1305033538.7468
298 1305033538.802949    1305033538.812107    1305033538.8068
299 1305033538.844389    1305033538.844398    1305033538.8469
300 1305033538.902977    1305033538.912812    1305033538.9069
301 1305033538.944634    1305033538.944643    1305033538.9470
302 1305033539.003002    1305033539.013098    1305033539.0070
303 1305033539.044577    1305033539.044587    1305033539.0470
304 1305033539.103073    1305033539.113030    1305033539.1072
305 1305033539.144433    1305033539.144464    1305033539.1470
306 1305033539.202974    1305033539.214986    1305033539.2071
307 1305033539.244402    1305033539.244421    1305033539.2471
308 1305033539.303420    1305033539.315403    1305033539.3070
309 1305033539.344491    1305033539.344510    1305033539.3471
310 1305033539.403098    1305033539.411652    1305033539.4072
311 1305033539.443553    1305033539.443586    1305033539.4472
312 1305033539.503332    1305033539.510482    1305033539.5073
313 1305033539.542411    1305033539.542638    1305033539.5472
314 1305033539.603504    1305033539.610324    1305033539.6073
315 1305033539.642471    1305033539.642534    1305033539.6472
316 1305033539.703342    1305033539.712192    1305033539.7072
317 1305033539.743168    1305033539.743179    1305033539.7473
318 1305033539.803393    1305033539.811765    1305033539.8074
319 1305033539.844495    1305033539.844516    1305033539.8474
320 1305033539.903596    1305033539.910770    1305033539.9074
321 1305033539.939497    1305033539.946888    1305033539.9374
322 1305033539.971508    1305033539.982086    1305033539.9675
323 1305033540.003525    1305033540.010632    1305033540.0075
324 1305033540.039518    1305033540.048156    1305033540.0374
325 1305033540.071556    1305033540.078952    1305033540.0675
326 1305033540.103575    1305033540.109747    1305033540.1075
327 1305033540.139565    1305033540.149164    1305033540.1375
328 1305033540.171614    1305033540.178285    1305033540.1676
329 1305033540.203600    1305033540.213247    1305033540.2076
330 1305033540.239618    1305033540.247983    1305033540.2376
331 1305033540.271677    1305033540.277186    1305033540.2676
332 1305033540.303650    1305033540.310860    1305033540.3076
333 1305033540.339664    1305033540.348660    1305033540.3376
334 1305033540.371702    1305033540.378565    1305033540.3676
335 1305033540.403698    1305033540.410270    1305033540.4076
336 1305033540.439718    1305033540.448993    1305033540.4378
337 1305033540.471744    1305033540.477705    1305033540.4677
338 1305033540.503736    1305033540.510210    1305033540.5077
339 1305033540.539756    1305033540.545663    1305033540.5377
340 1305033540.571669    1305033540.577440    1305033540.5677
341 1305033540.603778    1305033540.611712    1305033540.6077
342 1305033540.639802    1305033540.648847    1305033540.6378
343 1305033540.671866    1305033540.677258    1305033540.6678
344 1305033540.703705    1305033540.710553    1305033540.7078
345 1305033540.739866    1305033540.748173    1305033540.7378
346 1305033540.771871    1305033540.777075    1305033540.7678
347 1305033540.803745    1305033540.810475    1305033540.8079
348 1305033540.839891    1305033540.848543    1305033540.8378
349 1305033540.871947    1305033540.877245    1305033540.8678
350 1305033540.903965    1305033540.909885    1305033540.9078
351 1305033540.940142    1305033540.948594    1305033540.9379
352 1305033540.972017    1305033540.978313    1305033540.9680
353 1305033541.003911    1305033541.012573    1305033541.0079
354 1305033541.040004    1305033541.047256    1305033541.0379
355 1305033541.071959    1305033541.085230    1305033541.0679
356 1305033541.103979    1305033541.115511    1305033541.1079
357 1305033541.140007    1305033541.146177    1305033541.1379
358 1305033541.171938    1305033541.179935    1305033541.1679
359 1305033541.203985    1305033541.217330    1305033541.2079
360 1305033541.239962    1305033541.246343    1305033541.2379
361 1305033541.271980    1305033541.279244    1305033541.2679
362 1305033541.303933    1305033541.312907    1305033541.3079
363 1305033541.339959    1305033541.350757    1305033541.3379
364 1305033541.371973    1305033541.379005    1305033541.3680
365 1305033541.404069    1305033541.418695    1305033541.4079
366 1305033541.439966    1305033541.445429    1305033541.4378
367 1305033541.472055    1305033541.478319    1305033541.4679
368 1305033541.504009    1305033541.519201    1305033541.5079
369 1305033541.539971    1305033541.548518    1305033541.5378
370 1305033541.572082    1305033541.578051    1305033541.5679
371 1305033541.604042    1305033541.617159    1305033541.6079
372 1305033541.639980    1305033541.646970    1305033541.6379
373 1305033541.672022    1305033541.678017    1305033541.6679
374 1305033541.704001    1305033541.714585    1305033541.7079
375 1305033541.739992    1305033541.745961    1305033541.7379
376 1305033541.772024    1305033541.777963    1305033541.7679
377 1305033541.803997    1305033541.813646    1305033541.8078
378 1305033541.839993    1305033541.846292    1305033541.8379
379 1305033541.872001    1305033541.877341    1305033541.8678
380 1305033541.903965    1305033541.914387    1305033541.9079
381 1305033541.939961    1305033541.946385    1305033541.9379
382 1305033541.971944    1305033541.977670    1305033541.9680
383 1305033542.003968    1305033542.013670    1305033542.0079
384 1305033542.039923    1305033542.048070    1305033542.0379
385 1305033542.071937    1305033542.078343    1305033542.0679
386 1305033542.103993    1305033542.114101    1305033542.1079
387 1305033542.139985    1305033542.145709    1305033542.1379
388 1305033542.172013    1305033542.177282    1305033542.1679
389 1305033542.204179    1305033542.213850    1305033542.2078
390 1305033542.240318    1305033542.249260    1305033542.2380
391 1305033542.271976    1305033542.277884    1305033542.2678
392 1305033542.304128    1305033542.316173    1305033542.3079
393 1305033542.340007    1305033542.346991    1305033542.3379
394 1305033542.372071    1305033542.381104    1305033542.3679
395 1305033542.407881    1305033542.419250    1305033542.4079
396 1305033542.439966    1305033542.447602    1305033542.4379
397 1305033542.472000    1305033542.482773    1305033542.4679
398 1305033542.507854    1305033542.515248    1305033542.5080
399 1305033542.540012    1305033542.547135    1305033542.5379
400 1305033542.571969    1305033542.582124    1305033542.5679
401 1305033542.608015    1305033542.615187    1305033542.6079
402 1305033542.639941    1305033542.648018    1305033542.6379
403 1305033542.672238    1305033542.683084    1305033542.6679
404 1305033542.707960    1305033542.715656    1305033542.7078
405 1305033542.740019    1305033542.746859    1305033542.7379
406 1305033542.771950    1305033542.784004    1305033542.7690
407 1305033542.808028    1305033542.816577    1305033542.8079
408 1305033542.839939    1305033542.845636    1305033542.8379
409 1305033542.871964    1305033542.881638    1305033542.8680
410 1305033542.908104    1305033542.917351    1305033542.9079
411 1305033542.939844    1305033542.947614    1305033542.9379
412 1305033542.971974    1305033542.983106    1305033542.9680
413 1305033543.007968    1305033543.015430    1305033543.0079
414 1305033543.039967    1305033543.049547    1305033543.0379
415 1305033543.072135    1305033543.082798    1305033543.0679
416 1305033543.107925    1305033543.114959    1305033543.1079
417 1305033543.139951    1305033543.146753    1305033543.1379
418 1305033543.172106    1305033543.184255    1305033543.1678
419 1305033543.207931    1305033543.214287    1305033543.2079
420 1305033543.240033    1305033543.248865    1305033543.2379
421 1305033543.272004    1305033543.282499    1305033543.2679
422 1305033543.308000    1305033543.316145    1305033543.3079
423 1305033543.339972    1305033543.348987    1305033543.3378
424 1305033543.371990    1305033543.382694    1305033543.3679
425 1305033543.407964    1305033543.417022    1305033543.4079
426 1305033543.440048    1305033543.446192    1305033543.4379
427 1305033543.471988    1305033543.483620    1305033543.4680
428 1305033543.507966    1305033543.516345    1305033543.5079
429 1305033543.539943    1305033543.547185    1305033543.5379
430 1305033543.572019    1305033543.582138    1305033543.5679
431 1305033543.608012    1305033543.615751    1305033543.6079
432 1305033543.640627    1305033543.649539    1305033543.6379
433 1305033543.672031    1305033543.681302    1305033543.6679
434 1305033543.707861    1305033543.716680    1305033543.7080
435 1305033543.739958    1305033543.750933    1305033543.7379
436 1305033543.771927    1305033543.783764    1305033543.7679
437 1305033543.807901    1305033543.816423    1305033543.8079
438 1305033543.840066    1305033543.850197    1305033543.8379
439 1305033543.872062    1305033543.881218    1305033543.8679
440 1305033543.907963    1305033543.914957    1305033543.9078
441 1305033543.939940    1305033543.951698    1305033543.9379
442 1305033543.971941    1305033543.981789    1305033543.9678
443 1305033544.007959    1305033544.016953    1305033544.0078
444 1305033544.039989    1305033544.050711    1305033544.0380
445 1305033544.072098    1305033544.085722    1305033544.0679
446 1305033544.107970    1305033544.116750    1305033544.1079
447 1305033544.139947    1305033544.150548    1305033544.1379
448 1305033544.172048    1305033544.181595    1305033544.1679
449 1305033544.208166    1305033544.219509    1305033544.2079
450 1305033544.239968    1305033544.250794    1305033544.2379
451 1305033544.272204    1305033544.281881    1305033544.2679
452 1305033544.307977    1305033544.316992    1305033544.3079
453 1305033544.339999    1305033544.350646    1305033544.3379
454 1305033544.372062    1305033544.382140    1305033544.3678
455 1305033544.407927    1305033544.417388    1305033544.4079
456 1305033544.439901    1305033544.449288    1305033544.4379
457 1305033544.472185    1305033544.482605    1305033544.4679
458 1305033544.507909    1305033544.516251    1305033544.5079
459 1305033544.539983    1305033544.550368    1305033544.5378
460 1305033544.572059    1305033544.582169    1305033544.5679
461 1305033544.607960    1305033544.616123    1305033544.6079
462 1305033544.640040    1305033544.650496    1305033544.6378
463 1305033544.672142    1305033544.680864    1305033544.6678
464 1305033544.708156    1305033544.713936    1305033544.7078
465 1305033544.739928    1305033544.751799    1305033544.7379
466 1305033544.772174    1305033544.784441    1305033544.7679
467 1305033544.807983    1305033544.815663    1305033544.8079
468 1305033544.840010    1305033544.850042    1305033544.8378
469 1305033544.872116    1305033544.883192    1305033544.8679
470 1305033544.907777    1305033544.919907    1305033544.9079
471 1305033544.939848    1305033544.949611    1305033544.9379
472 1305033544.971989    1305033544.982980    1305033544.9679
473 1305033545.007915    1305033545.018075    1305033545.0079
474 1305033545.040094    1305033545.050610    1305033545.0379
475 1305033545.071928    1305033545.082125    1305033545.0678
476 1305033545.108141    1305033545.118068    1305033545.1079
477 1305033545.139997    1305033545.149933    1305033545.1379
478 1305033545.172000    1305033545.180912    1305033545.1679
479 1305033545.207996    1305033545.219890    1305033545.2078
480 1305033545.240043    1305033545.250921    1305033545.2378
481 1305033545.272059    1305033545.284546    1305033545.2679
482 1305033545.308058    1305033545.319117    1305033545.3078
483 1305033545.339931    1305033545.350621    1305033545.3378
484 1305033545.372093    1305033545.383410    1305033545.3679
485 1305033545.408031    1305033545.419291    1305033545.4079
486 1305033545.440032    1305033545.450395    1305033545.4378
487 1305033545.472172    1305033545.481423    1305033545.4679
488 1305033545.508020    1305033545.521246    1305033545.5079
489 1305033545.540001    1305033545.550669    1305033545.5379
490 1305033545.572074    1305033545.582229    1305033545.5679
491 1305033545.608001    1305033545.622315    1305033545.6079
492 1305033545.640203    1305033545.649942    1305033545.6379
493 1305033545.672134    1305033545.682123    1305033545.6678
494 1305033545.708266    1305033545.717387    1305033545.7079
495 1305033545.740136    1305033545.752689    1305033545.7379
496 1305033545.771903    1305033545.781848    1305033545.7679
497 1305033545.808009    1305033545.822682    1305033545.8078
498 1305033545.840003    1305033545.854299    1305033545.8379
499 1305033545.872068    1305033545.882887    1305033545.8678
500 1305033545.907982    1305033545.920740    1305033545.9078
501 1305033545.939976    1305033545.953572    1305033545.9379
502 1305033545.972036    1305033545.981423    1305033545.9678
503 1305033546.008052    1305033546.021510    1305033546.0079
504 1305033546.039979    1305033546.053137    1305033546.0379
505 1305033546.071992    1305033546.083369    1305033546.0678
506 1305033546.107951    1305033546.119194    1305033546.1078
507 1305033546.139987    1305033546.149711    1305033546.1378
508 1305033546.172247    1305033546.187595    1305033546.1679
509 1305033546.208142    1305033546.219409    1305033546.2079
510 1305033546.240499    1305033546.252100    1305033546.2378
511 1305033546.271987    1305033546.285652    1305033546.2688
512 1305033546.308217    1305033546.318525    1305033546.3079
513 1305033546.339928    1305033546.350818    1305033546.3378
514 1305033546.372019    1305033546.385104    1305033546.3679
515 1305033546.407778    1305033546.416988    1305033546.4079
516 1305033546.439943    1305033546.451897    1305033546.4379
517 1305033546.472094    1305033546.485760    1305033546.4679
518 1305033546.507882    1305033546.520840    1305033546.5078
519 1305033546.539974    1305033546.551618    1305033546.5378
520 1305033546.572101    1305033546.585390    1305033546.5678
521 1305033546.607956    1305033546.621280    1305033546.6078
522 1305033546.640064    1305033546.650778    1305033546.6379
523 1305033546.672140    1305033546.686033    1305033546.6678
524 1305033546.707998    1305033546.721496    1305033546.7079
525 1305033546.739975    1305033546.751368    1305033546.7378
526 1305033546.771997    1305033546.785287    1305033546.7678
527 1305033546.807960    1305033546.820621    1305033546.8078
528 1305033546.839978    1305033546.851352    1305033546.8378
529 1305033546.871991    1305033546.885336    1305033546.8679
530 1305033546.907959    1305033546.921200    1305033546.9079
531 1305033546.940042    1305033546.951225    1305033546.9378
532 1305033546.972133    1305033546.987371    1305033546.9678
533 1305033547.007986    1305033547.021549    1305033547.0079
534 1305033547.039973    1305033547.051523    1305033547.0379
535 1305033547.072051    1305033547.087366    1305033547.0678
536 1305033547.107973    1305033547.120893    1305033547.1078
