freiburg1_room
image      depth      pose
41 1305031912.297250    1305031912.303877    1305031912.2996
42 1305031912.333274    1305031912.340453    1305031912.3295
43 1305031912.365250    1305031912.371540    1305031912.3695
44 1305031912.397198    1305031912.403793    1305031912.3996
45 1305031912.433290    1305031912.438048    1305031912.4295
46 1305031912.465142    1305031912.472320    1305031912.4695
47 1305031912.497123    1305031912.508934    1305031912.4995
48 1305031912.533113    1305031912.540326    1305031912.5296
49 1305031912.565146    1305031912.572025    1305031912.5695
50 1305031912.597090    1305031912.607722    1305031912.5995
51 1305031912.633132    1305031912.637657    1305031912.6295
52 1305031912.665220    1305031912.672091    1305031912.6695
53 1305031912.697182    1305031912.708413    1305031912.6995
54 1305031912.733125    1305031912.740310    1305031912.7295
55 1305031912.765193    1305031912.772223    1305031912.7695
56 1305031912.797155    1305031912.809603    1305031912.7995
57 1305031912.833077    1305031912.840573    1305031912.8295
58 1305031912.865153    1305031912.872087    1305031912.8696
59 1305031912.897198    1305031912.908080    1305031912.8995
60 1305031912.933115    1305031912.940609    1305031912.9295
61 1305031912.965034    1305031912.972119    1305031912.9695
62 1305031912.997049    1305031913.008923    1305031912.9995
63 1305031913.033133    1305031913.040171    1305031913.0295
64 1305031913.065209    1305031913.072194    1305031913.0695
65 1305031913.097038    1305031913.108367    1305031913.0995
66 1305031913.133146    1305031913.137597    1305031913.1296
67 1305031913.165211    1305031913.172328    1305031913.1695
68 1305031913.197113    1305031913.208546    1305031913.1995
69 1305031913.233126    1305031913.240453    1305031913.2295
70 1305031913.265022    1305031913.272069    1305031913.2695
71 1305031913.297160    1305031913.308747    1305031913.2995
72 1305031913.333122    1305031913.340047    1305031913.3295
73 1305031913.365070    1305031913.372117    1305031913.3695
74 1305031913.397099    1305031913.408181    1305031913.3996
75 1305031913.433081    1305031913.440305    1305031913.4295
76 1305031913.465231    1305031913.472064    1305031913.4695
77 1305031913.497227    1305031913.508406    1305031913.4996
78 1305031913.533297    1305031913.538696    1305031913.5295
79 1305031913.565261    1305031913.568481    1305031913.5695
80 1305031913.597139    1305031913.607051    1305031913.5994
81 1305031913.633293    1305031913.637112    1305031913.6295
82 1305031913.665421    1305031913.671418    1305031913.6695
83 1305031913.697243    1305031913.709971    1305031913.6995
84 1305031913.733097    1305031913.743396    1305031913.7295
85 1305031913.765028    1305031913.778085    1305031913.7695
86 1305031913.797106    1305031913.809508    1305031913.7995
87 1305031913.833143    1305031913.840405    1305031913.8295
88 1305031913.865063    1305031913.876025    1305031913.8695
89 1305031913.897116    1305031913.908138    1305031913.8995
90 1305031913.933123    1305031913.939898    1305031913.9295
91 1305031913.965134    1305031913.977474    1305031913.9695
92 1305031913.997116    1305031914.008756    1305031913.9998
93 1305031914.033441    1305031914.042148    1305031914.0295
94 1305031914.065072    1305031914.075482    1305031914.0696
95 1305031914.097126    1305031914.108031    1305031914.0995
96 1305031914.133245    1305031914.142725    1305031914.1296
97 1305031914.165013    1305031914.177921    1305031914.1695
98 1305031914.197110    1305031914.207783    1305031914.1995
99 1305031914.233108    1305031914.239738    1305031914.2295
100 1305031914.265074    1305031914.275498    1305031914.2695
101 1305031914.297165    1305031914.307439    1305031914.2995
102 1305031914.333148    1305031914.339813    1305031914.3295
103 1305031914.365058    1305031914.376077    1305031914.3695
104 1305031914.397215    1305031914.407339    1305031914.3995
105 1305031914.433060    1305031914.439366    1305031914.4296
106 1305031914.465054    1305031914.475929    1305031914.4695
107 1305031914.497127    1305031914.508084    1305031914.4995
108 1305031914.533107    1305031914.539445    1305031914.5295
109 1305031914.565001    1305031914.575638    1305031914.5695
110 1305031914.597122    1305031914.607525    1305031914.5995
111 1305031914.633055    1305031914.639613    1305031914.6295
112 1305031914.665019    1305031914.675447    1305031914.6695
113 1305031914.697129    1305031914.707659    1305031914.6995
114 1305031914.733078    1305031914.742851    1305031914.7295
115 1305031914.764901    1305031914.776080    1305031914.7695
116 1305031914.797119    1305031914.810077    1305031914.7995
117 1305031914.833133    1305031914.839826    1305031914.8295
118 1305031914.865128    1305031914.876190    1305031914.8696
119 1305031914.897188    1305031914.908910    1305031914.8995
120 1305031914.933099    1305031914.938404    1305031914.9294
121 1305031914.964978    1305031914.975628    1305031914.9695
122 1305031914.997078    1305031915.007678    1305031914.9994
123 1305031915.033152    1305031915.044015    1305031915.0295
124 1305031915.065009    1305031915.073665    1305031915.0696
125 1305031915.097024    1305031915.105907    1305031915.0995
126 1305031915.133208    1305031915.142313    1305031915.1295
127 1305031915.165021    1305031915.173454    1305031915.1695
128 1305031915.197108    1305031915.209278    1305031915.1995
129 1305031915.233111    1305031915.244223    1305031915.2295
130 1305031915.264979    1305031915.276431    1305031915.2695
131 1305031915.297152    1305031915.306226    1305031915.2995
132 1305031915.333207    1305031915.341488    1305031915.3295
133 1305031915.365050    1305031915.373270    1305031915.3695
134 1305031915.397167    1305031915.406736    1305031915.3995
135 1305031915.432960    1305031915.442726    1305031915.4295
136 1305031915.464920    1305031915.474257    1305031915.4695
137 1305031915.497121    1305031915.506429    1305031915.4997
138 1305031915.533058    1305031915.542700    1305031915.5295
139 1305031915.564985    1305031915.575890    1305031915.5695
140 1305031915.601161    1305031915.607095    1305031915.5995
141 1305031915.633062    1305031915.644456    1305031915.6295
142 1305031915.665003    1305031915.676911    1305031915.6695
143 1305031915.701106    1305031915.710920    1305031915.6996
144 1305031915.733046    1305031915.744275    1305031915.7295
145 1305031915.765010    1305031915.776046    1305031915.7695
146 1305031915.801243    1305031915.807068    1305031915.7994
147 1305031915.833049    1305031915.844882    1305031915.8295
148 1305031915.865069    1305031915.877002    1305031915.8695
149 1305031915.901234    1305031915.907069    1305031915.8995
150 1305031915.933056    1305031915.944991    1305031915.9298
151 1305031915.965061    1305031915.976975    1305031915.9695
152 1305031916.001234    1305031916.007650    1305031915.9995
153 1305031916.033043    1305031916.044257    1305031916.0295
154 1305031916.065060    1305031916.075852    1305031916.0696
155 1305031916.101115    1305031916.107904    1305031916.0996
156 1305031916.133093    1305031916.143770    1305031916.1295
157 1305031916.165155    1305031916.175966    1305031916.1695
158 1305031916.201031    1305031916.213438    1305031916.1995
159 1305031916.233050    1305031916.244817    1305031916.2295
160 1305031916.265060    1305031916.276150    1305031916.2695
161 1305031916.301076    1305031916.312024    1305031916.2995
162 1305031916.333426    1305031916.344853    1305031916.3294
163 1305031916.365121    1305031916.375943    1305031916.3697
164 1305031916.401006    1305031916.412634    1305031916.3996
165 1305031916.433168    1305031916.445160    1305031916.4297
166 1305031916.465124    1305031916.475799    1305031916.4695
167 1305031916.501025    1305031916.511070    1305031916.4995
168 1305031916.533266    1305031916.542416    1305031916.5296
169 1305031916.565142    1305031916.574661    1305031916.5695
170 1305031916.601238    1305031916.610788    1305031916.5995
171 1305031916.633156    1305031916.643191    1305031916.6295
172 1305031916.665139    1305031916.674514    1305031916.6695
173 1305031916.701048    1305031916.711186    1305031916.6996
174 1305031916.733056    1305031916.742388    1305031916.7296
175 1305031916.765076    1305031916.774484    1305031916.7695
176 1305031916.801088    1305031916.810984    1305031916.7995
177 1305031916.833266    1305031916.842413    1305031916.8295
178 1305031916.865085    1305031916.874597    1305031916.8694
179 1305031916.901017    1305031916.911349    1305031916.8997
180 1305031916.933088    1305031916.942991    1305031916.9295
181 1305031916.965054    1305031916.975281    1305031916.9695
182 1305031917.001132    1305031917.013257    1305031916.9995
183 1305031917.033155    1305031917.045346    1305031917.0295
184 1305031917.065136    1305031917.078672    1305031917.0695
185 1305031917.101130    1305031917.112392    1305031917.0995
186 1305031917.133106    1305031917.144721    1305031917.1295
187 1305031917.165045    1305031917.175617    1305031917.1695
188 1305031917.201175    1305031917.211105    1305031917.1994
189 1305031917.233102    1305031917.242019    1305031917.2295
190 1305031917.265163    1305031917.275690    1305031917.2695
191 1305031917.301107    1305031917.311009    1305031917.2994
192 1305031917.333229    1305031917.342994    1305031917.3295
193 1305031917.365138    1305031917.375028    1305031917.3695
194 1305031917.401065    1305031917.412516    1305031917.3995
195 1305031917.433141    1305031917.442191    1305031917.4295
196 1305031917.465076    1305031917.480876    1305031917.4695
197 1305031917.501158    1305031917.512902    1305031917.4994
198 1305031917.533057    1305031917.544881    1305031917.5295
199 1305031917.565195    1305031917.581189    1305031917.5694
200 1305031917.601069    1305031917.611278    1305031917.5995
201 1305031917.633090    1305031917.644587    1305031917.6294
202 1305031917.665060    1305031917.680182    1305031917.6695
203 1305031917.701096    1305031917.712747    1305031917.6995
204 1305031917.733003    1305031917.743645    1305031917.7295
205 1305031917.765114    1305031917.776958    1305031917.7695
206 1305031917.801048    1305031917.812348    1305031917.7995
207 1305031917.833090    1305031917.844755    1305031917.8295
208 1305031917.865107    1305031917.879431    1305031917.8694
209 1305031917.901060    1305031917.907881    1305031917.8995
210 1305031917.932948    1305031917.941261    1305031917.9294
211 1305031917.965346    1305031917.978906    1305031917.9695
212 1305031918.001098    1305031918.011404    1305031917.9995
213 1305031918.033144    1305031918.044049    1305031918.0295
214 1305031918.065137    1305031918.081372    1305031918.0695
215 1305031918.101060    1305031918.113495    1305031918.0995
216 1305031918.133054    1305031918.145896    1305031918.1296
217 1305031918.165017    1305031918.179489    1305031918.1695
218 1305031918.201086    1305031918.214208    1305031918.1995
219 1305031918.233042    1305031918.244974    1305031918.2294
220 1305031918.265256    1305031918.280832    1305031918.2694
221 1305031918.301124    1305031918.312487    1305031918.2995
222 1305031918.333165    1305031918.344896    1305031918.3295
223 1305031918.365072    1305031918.379884    1305031918.3695
224 1305031918.401030    1305031918.413065    1305031918.3995
225 1305031918.433043    1305031918.445292    1305031918.4294
226 1305031918.465089    1305031918.481811    1305031918.4695
227 1305031918.501125    1305031918.513488    1305031918.4994
228 1305031918.533134    1305031918.545221    1305031918.5295
229 1305031918.565018    1305031918.582328    1305031918.5694
230 1305031918.601029    1305031918.613230    1305031918.5995
231 1305031918.633027    1305031918.645169    1305031918.6295
232 1305031918.665112    1305031918.681778    1305031918.6694
233 1305031918.701017    1305031918.713496    1305031918.6994
234 1305031918.732948    1305031918.749734    1305031918.7295
235 1305031918.765151    1305031918.749734    1305031918.7694
236 1305031918.801097    1305031918.814538    1305031918.7994
237 1305031918.833123    1305031918.850071    1305031918.8294
238 1305031918.865115    1305031918.880096    1305031918.8695
239 1305031918.901084    1305031918.912498    1305031918.8995
240 1305031918.933071    1305031918.948107    1305031918.9294
241 1305031918.965058    1305031918.980882    1305031918.9694
242 1305031919.001053    1305031919.013079    1305031918.9995
243 1305031919.033082    1305031919.047888    1305031919.0294
244 1305031919.065147    1305031919.081202    1305031919.0694
245 1305031919.101028    1305031919.113268    1305031919.0994
246 1305031919.133133    1305031919.149786    1305031919.1295
247 1305031919.165110    1305031919.180150    1305031919.1694
248 1305031919.201124    1305031919.212613    1305031919.1995
249 1305031919.233093    1305031919.248053    1305031919.2294
250 1305031919.265125    1305031919.248053    1305031919.2695
251 1305031919.301119    1305031919.313576    1305031919.2994
252 1305031919.333120    1305031919.348352    1305031919.3294
253 1305031919.364948    1305031919.376791    1305031919.3694
254 1305031919.401124    1305031919.413966    1305031919.3994
255 1305031919.433256    1305031919.446851    1305031919.4294
256 1305031919.465070    1305031919.480223    1305031919.4694
257 1305031919.501049    1305031919.512137    1305031919.4994
258 1305031919.533110    1305031919.548061    1305031919.5294
259 1305031919.565165    1305031919.580925    1305031919.5695
260 1305031919.601094    1305031919.611928    1305031919.5994
261 1305031919.633127    1305031919.649872    1305031919.6295
262 1305031919.665042    1305031919.680144    1305031919.6695
263 1305031919.701092    1305031919.711961    1305031919.6994
264 1305031919.733117    1305031919.747809    1305031919.7294
265 1305031919.765060    1305031919.779527    1305031919.7696
266 1305031919.801129    1305031919.815366    1305031919.7995
267 1305031919.833072    1305031919.849456    1305031919.8294
268 1305031919.865180    1305031919.880464    1305031919.8694
269 1305031919.901067    1305031919.917226    1305031919.8995
270 1305031919.933102    1305031919.948072    1305031919.9294
271 1305031919.965129    1305031919.981539    1305031919.9694
272 1305031920.001054    1305031920.017137    1305031919.9994
273 1305031920.033118    1305031920.048127    1305031920.0295
274 1305031920.065136    1305031920.081263    1305031920.0694
275 1305031920.101055    1305031920.116134    1305031920.0995
276 1305031920.132987    1305031920.148679    1305031920.1295
277 1305031920.165140    1305031920.180544    1305031920.1694
278 1305031920.201166    1305031920.217426    1305031920.1994
279 1305031920.233083    1305031920.248168    1305031920.2294
280 1305031920.265120    1305031920.280534    1305031920.2694
281 1305031920.301096    1305031920.316524    1305031920.2994
282 1305031920.333124    1305031920.316524    1305031920.3294
283 1305031920.365130    1305031920.380357    1305031920.3695
284 1305031920.401115    1305031920.417274    1305031920.3994
285 1305031920.433123    1305031920.448025    1305031920.4294
286 1305031920.465148    1305031920.481785    1305031920.4695
287 1305031920.501107    1305031920.517298    1305031920.4994
288 1305031920.533105    1305031920.547964    1305031920.5294
289 1305031920.565153    1305031920.581456    1305031920.5694
290 1305031920.601126    1305031920.617995    1305031920.5994
291 1305031920.633105    1305031920.617995    1305031920.6294
292 1305031920.665129    1305031920.680130    1305031920.6695
293 1305031920.701147    1305031920.717318    1305031920.6996
294 1305031920.733091    1305031920.747997    1305031920.7294
295 1305031920.765152    1305031920.780346    1305031920.7701
296 1305031920.801031    1305031920.813643    1305031920.7996
297 1305031920.833132    1305031920.848339    1305031920.8295
298 1305031920.865163    1305031920.879246    1305031920.8694
299 1305031920.901037    1305031920.915238    1305031920.8994
300 1305031920.933077    1305031920.947777    1305031920.9294
301 1305031920.965217    1305031920.981269    1305031920.9695
302 1305031921.001108    1305031921.015897    1305031920.9994
303 1305031921.033111    1305031921.046752    1305031921.0295
304 1305031921.065147    1305031921.081623    1305031921.0694
305 1305031921.101105    1305031921.116426    1305031921.0994
306 1305031921.133159    1305031921.147542    1305031921.1294
307 1305031921.165116    1305031921.147542    1305031921.1695
308 1305031921.201159    1305031921.216248    1305031921.1995
309 1305031921.233189    1305031921.247511    1305031921.2294
310 1305031921.265164    1305031921.247511    1305031921.2695
311 1305031921.301188    1305031921.316687    1305031921.2997
312 1305031921.333158    1305031921.348715    1305031921.3294
313 1305031921.365112    1305031921.348715    1305031921.3694
314 1305031921.401108    1305031921.417533    1305031921.3995
315 1305031921.433143    1305031921.447829    1305031921.4294
316 1305031921.465014    1305031921.447829    1305031921.4694
317 1305031921.501096    1305031921.516337    1305031921.4994
318 1305031921.533099    1305031921.547693    1305031921.5295
319 1305031921.565119    1305031921.547693    1305031921.5694
320 1305031921.601114    1305031921.616860    1305031921.5994
321 1305031921.633107    1305031921.648077    1305031921.6294
322 1305031921.665162    1305031921.648077    1305031921.6694
323 1305031921.701068    1305031921.717161    1305031921.6994
324 1305031921.733068    1305031921.717161    1305031921.7294
325 1305031921.765060    1305031921.749472    1305031921.7694
326 1305031921.801034    1305031921.815490    1305031921.7994
327 1305031921.833122    1305031921.847815    1305031921.8294
328 1305031921.865148    1305031921.847815    1305031921.8694
329 1305031921.901117    1305031921.915912    1305031921.8994
330 1305031921.933132    1305031921.947748    1305031921.9294
331 1305031921.965107    1305031921.947748    1305031921.9694
332 1305031922.001101    1305031922.017509    1305031921.9994
333 1305031922.033170    1305031922.048087    1305031922.0294
334 1305031922.065166    1305031922.048087    1305031922.0694
335 1305031922.101032    1305031922.117449    1305031922.0994
336 1305031922.133245    1305031922.117449    1305031922.1294
337 1305031922.165062    1305031922.150410    1305031922.1594
338 1305031922.201057    1305031922.217879    1305031922.1998
339 1305031922.233248    1305031922.248353    1305031922.2294
340 1305031922.265183    1305031922.248353    1305031922.2694
341 1305031922.301137    1305031922.315988    1305031922.2994
342 1305031922.333215    1305031922.348617    1305031922.3294
343 1305031922.365143    1305031922.348617    1305031922.3695
344 1305031922.401139    1305031922.414362    1305031922.3994
345 1305031922.433086    1305031922.449565    1305031922.4294
346 1305031922.465219    1305031922.449565    1305031922.4695
347 1305031922.501312    1305031922.517313    1305031922.4994
348 1305031922.533139    1305031922.517313    1305031922.5294
349 1305031922.565031    1305031922.551135    1305031922.5694
350 1305031922.601111    1305031922.616826    1305031922.5994
351 1305031922.633085    1305031922.616826    1305031922.6294
352 1305031922.665318    1305031922.651650    1305031922.6694
353 1305031922.701355    1305031922.718051    1305031922.6995
354 1305031922.733235    1305031922.718051    1305031922.7294
355 1305031922.765373    1305031922.752032    1305031922.7694
356 1305031922.801220    1305031922.818079    1305031922.7994
357 1305031922.833262    1305031922.818079    1305031922.8294
358 1305031922.865045    1305031922.851561    1305031922.8694
359 1305031922.901109    1305031922.916045    1305031922.8994
360 1305031922.933136    1305031922.916045    1305031922.9294
361 1305031922.965220    1305031922.951632    1305031922.9694
362 1305031923.001054    1305031923.016127    1305031922.9994
363 1305031923.033184    1305031923.016127    1305031923.0294
364 1305031923.065085    1305031923.051643    1305031923.0694
365 1305031923.101056    1305031923.117556    1305031923.0994
366 1305031923.133238    1305031923.117556    1305031923.1294
367 1305031923.165168    1305031923.152033    1305031923.1694
368 1305031923.201181    1305031923.215945    1305031923.1994
369 1305031923.233162    1305031923.215945    1305031923.2294
370 1305031923.265159    1305031923.251678    1305031923.2694
371 1305031923.301183    1305031923.317750    1305031923.2994
372 1305031923.333169    1305031923.317750    1305031923.3294
373 1305031923.365230    1305031923.351741    1305031923.3694
374 1305031923.401139    1305031923.417551    1305031923.3997
375 1305031923.433112    1305031923.417551    1305031923.4294
376 1305031923.465290    1305031923.452014    1305031923.4697
377 1305031923.501145    1305031923.517826    1305031923.4994
378 1305031923.533199    1305031923.517826    1305031923.5294
379 1305031923.565198    1305031923.551611    1305031923.5694
380 1305031923.601069    1305031923.617213    1305031923.5994
381 1305031923.633244    1305031923.617213    1305031923.6294
382 1305031923.665141    1305031923.651604    1305031923.6694
383 1305031923.701144    1305031923.683339    1305031923.6994
384 1305031923.733145    1305031923.719218    1305031923.7294
385 1305031923.765175    1305031923.751229    1305031923.7694
386 1305031923.801150    1305031923.784138    1305031923.7994
387 1305031923.833045    1305031923.819707    1305031923.8301
388 1305031923.865161    1305031923.848797    1305031923.8694
389 1305031923.901121    1305031923.883914    1305031923.8997
390 1305031923.933140    1305031923.919849    1305031923.9294
391 1305031923.965198    1305031923.952341    1305031923.9695
392 1305031924.001096    1305031923.985402    1305031923.9995
393 1305031924.033250    1305031924.020347    1305031924.0294
394 1305031924.065224    1305031924.052305    1305031924.0694
395 1305031924.101175    1305031924.084935    1305031924.0994
396 1305031924.133285    1305031924.120309    1305031924.1294
397 1305031924.165591    1305031924.149942    1305031924.1694
398 1305031924.201130    1305031924.183240    1305031924.1994
399 1305031924.233238    1305031924.221139    1305031924.2293
400 1305031924.265335    1305031924.251933    1305031924.2694
401 1305031924.301099    1305031924.284047    1305031924.2994
402 1305031924.333113    1305031924.319056    1305031924.3294
403 1305031924.365169    1305031924.351287    1305031924.3694
404 1305031924.401095    1305031924.383380    1305031924.3994
405 1305031924.433069    1305031924.419225    1305031924.4294
406 1305031924.465394    1305031924.452792    1305031924.4694
407 1305031924.501116    1305031924.483315    1305031924.4994
408 1305031924.533245    1305031924.519657    1305031924.5294
409 1305031924.565264    1305031924.552273    1305031924.5694
410 1305031924.601161    1305031924.584109    1305031924.6001
411 1305031924.633221    1305031924.620515    1305031924.6294
412 1305031924.665187    1305031924.652060    1305031924.6693
413 1305031924.701168    1305031924.684319    1305031924.6994
414 1305031924.733166    1305031924.719995    1305031924.7294
415 1305031924.765170    1305031924.751699    1305031924.7694
416 1305031924.801057    1305031924.783411    1305031924.7996
417 1305031924.833187    1305031924.819277    1305031924.8307
418 1305031924.865165    1305031924.851149    1305031924.8694
419 1305031924.901110    1305031924.887231    1305031924.8994
420 1305031924.933186    1305031924.919219    1305031924.9293
421 1305031924.969060    1305031924.951326    1305031924.9694
422 1305031925.001103    1305031924.987062    1305031924.9994
423 1305031925.033148    1305031925.019418    1305031925.0294
424 1305031925.069090    1305031925.086881    1305031925.0694
425 1305031925.101107    1305031925.086881    1305031925.0994
426 1305031925.133209    1305031925.119070    1305031925.1294
427 1305031925.169080    1305031925.186995    1305031925.1694
428 1305031925.201117    1305031925.186995    1305031925.1994
429 1305031925.233193    1305031925.219143    1305031925.2293
430 1305031925.269164    1305031925.287610    1305031925.2694
431 1305031925.301283    1305031925.287610    1305031925.2994
432 1305031925.333142    1305031925.318360    1305031925.3297
433 1305031925.369107    1305031925.386446    1305031925.3694
434 1305031925.401456    1305031925.386446    1305031925.3994
435 1305031925.433406    1305031925.420497    1305031925.4294
436 1305031925.469099    1305031925.451669    1305031925.4694
437 1305031925.501267    1305031925.487976    1305031925.4994
438 1305031925.533321    1305031925.520197    1305031925.5294
439 1305031925.569132    1305031925.551723    1305031925.5693
440 1305031925.601218    1305031925.587951    1305031925.5994
441 1305031925.633430    1305031925.620389    1305031925.6294
442 1305031925.669137    1305031925.652177    1305031925.6694
443 1305031925.701322    1305031925.688138    1305031925.6994
444 1305031925.733167    1305031925.719963    1305031925.7294
445 1305031925.769246    1305031925.752010    1305031925.7694
446 1305031925.801208    1305031925.788128    1305031925.7994
447 1305031925.833148    1305031925.819737    1305031925.8293
448 1305031925.869197    1305031925.852900    1305031925.8694
449 1305031925.901176    1305031925.887783    1305031925.8993
450 1305031925.933170    1305031925.917070    1305031925.9294
451 1305031925.969198    1305031925.952071    1305031925.9694
452 1305031926.001186    1305031925.987927    1305031925.9993
453 1305031926.033156    1305031926.019599    1305031926.0294
454 1305031926.069077    1305031926.051425    1305031926.0694
455 1305031926.101106    1305031926.087671    1305031926.0994
456 1305031926.133181    1305031926.119488    1305031926.1294
457 1305031926.169101    1305031926.155476    1305031926.1694
458 1305031926.201141    1305031926.187287    1305031926.1994
459 1305031926.233134    1305031926.219471    1305031926.2294
460 1305031926.269135    1305031926.255515    1305031926.2694
461 1305031926.301054    1305031926.287524    1305031926.2994
462 1305031926.333164    1305031926.319314    1305031926.3294
463 1305031926.369064    1305031926.355226    1305031926.3694
464 1305031926.401166    1305031926.387186    1305031926.3994
465 1305031926.433155    1305031926.416195    1305031926.4294
466 1305031926.469090    1305031926.456138    1305031926.4694
467 1305031926.501075    1305031926.487337    1305031926.4994
468 1305031926.533176    1305031926.519488    1305031926.5294
469 1305031926.569122    1305031926.555508    1305031926.5694
470 1305031926.601166    1305031926.587389    1305031926.5994
471 1305031926.633127    1305031926.617031    1305031926.6294
472 1305031926.669140    1305031926.655592    1305031926.6694
473 1305031926.701042    1305031926.686940    1305031926.6994
474 1305031926.733207    1305031926.716774    1305031926.7294
475 1305031926.769141    1305031926.754636    1305031926.7693
476 1305031926.801342    1305031926.787267    1305031926.7994
477 1305031926.833209    1305031926.817567    1305031926.8294
478 1305031926.869333    1305031926.856453    1305031926.8693
479 1305031926.901097    1305031926.885854    1305031926.8993
480 1305031926.933348    1305031926.920915    1305031926.9294
481 1305031926.969122    1305031926.956342    1305031926.9693
482 1305031927.001575    1305031926.988250    1305031926.9994
483 1305031927.033929    1305031927.021193    1305031927.0294
484 1305031927.070528    1305031927.056355    1305031927.0694
485 1305031927.133471    1305031927.120454    1305031927.1293
486 1305031927.169161    1305031927.156388    1305031927.1694
487 1305031927.201210    1305031927.188222    1305031927.1994
488 1305031927.233491    1305031927.220398    1305031927.2293
489 1305031927.269153    1305031927.255554    1305031927.2694
490 1305031927.301135    1305031927.288179    1305031927.2994
491 1305031927.333139    1305031927.319728    1305031927.3293
492 1305031927.369147    1305031927.355704    1305031927.3694
493 1305031927.401161    1305031927.387697    1305031927.3993
494 1305031927.433274    1305031927.423646    1305031927.4294
495 1305031927.469105    1305031927.455842    1305031927.4694
496 1305031927.501136    1305031927.487526    1305031927.4993
497 1305031927.533182    1305031927.523735    1305031927.5294
498 1305031927.569225    1305031927.555610    1305031927.5694
499 1305031927.601132    1305031927.587778    1305031927.5994
500 1305031927.633201    1305031927.623566    1305031927.6294
501 1305031927.669158    1305031927.655615    1305031927.6694
502 1305031927.701131    1305031927.687849    1305031927.6994
503 1305031927.733219    1305031927.720304    1305031927.7294
504 1305031927.769158    1305031927.755615    1305031927.7694
505 1305031927.801109    1305031927.784053    1305031927.7994
506 1305031927.833282    1305031927.825135    1305031927.8294
507 1305031927.869143    1305031927.855551    1305031927.8694
508 1305031927.901130    1305031927.887591    1305031927.8994
509 1305031927.933465    1305031927.923620    1305031927.9293
510 1305031927.969176    1305031927.955459    1305031927.9694
511 1305031928.001134    1305031927.987655    1305031927.9994
512 1305031928.033186    1305031928.023669    1305031928.0294
513 1305031928.069125    1305031928.055649    1305031928.0694
514 1305031928.101114    1305031928.087657    1305031928.0993
515 1305031928.133202    1305031928.123611    1305031928.1294
516 1305031928.169018    1305031928.153645    1305031928.1694
517 1305031928.201096    1305031928.185349    1305031928.1994
518 1305031928.233133    1305031928.223567    1305031928.2294
519 1305031928.269216    1305031928.256019    1305031928.2694
520 1305031928.301255    1305031928.287847    1305031928.2993
521 1305031928.333609    1305031928.324414    1305031928.3294
522 1305031928.369520    1305031928.356445    1305031928.3694
523 1305031928.401116    1305031928.388295    1305031928.3993
524 1305031928.433543    1305031928.424766    1305031928.4294
525 1305031928.469232    1305031928.456406    1305031928.4693
526 1305031928.501428    1305031928.489516    1305031928.4993
527 1305031928.533982    1305031928.524415    1305031928.5293
528 1305031928.569299    1305031928.556287    1305031928.5693
529 1305031928.601271    1305031928.588557    1305031928.5993
530 1305031928.633595    1305031928.624251    1305031928.6294
531 1305031928.669146    1305031928.656233    1305031928.6694
532 1305031928.701110    1305031928.691555    1305031928.6994
533 1305031928.733185    1305031928.723927    1305031928.7294
534 1305031928.769202    1305031928.755499    1305031928.7694
535 1305031928.801117    1305031928.791463    1305031928.7994
536 1305031928.833193    1305031928.823577    1305031928.8293
