freiburg1_rpy
image      depth      pose
292 1305031240.161723    1305031240.177577    1305031240.1630
293 1305031240.193676    1305031240.209331    1305031240.1931
294 1305031240.229661    1305031240.241005    1305031240.2330
295 1305031240.261700    1305031240.277434    1305031240.2630
296 1305031240.293646    1305031240.308929    1305031240.2930
297 1305031240.329670    1305031240.342273    1305031240.3330
298 1305031240.361685    1305031240.377426    1305031240.3630
299 1305031240.393695    1305031240.409111    1305031240.3930
300 1305031240.429707    1305031240.441786    1305031240.4330
301 1305031240.461673    1305031240.477639    1305031240.4630
302 1305031240.493713    1305031240.508449    1305031240.4930
303 1305031240.529672    1305031240.541270    1305031240.5330
304 1305031240.561748    1305031240.575909    1305031240.5630
305 1305031240.593679    1305031240.610134    1305031240.5929
306 1305031240.631058    1305031240.639823    1305031240.6330
307 1305031240.693800    1305031240.707932    1305031240.6930
308 1305031240.729633    1305031240.743958    1305031240.7330
309 1305031240.761607    1305031240.776833    1305031240.7629
310 1305031240.793590    1305031240.809625    1305031240.7930
311 1305031240.829620    1305031240.842596    1305031240.8330
312 1305031240.861634    1305031240.879410    1305031240.8630
313 1305031240.893685    1305031240.879410    1305031240.8930
314 1305031240.929673    1305031240.942319    1305031240.9330
315 1305031240.961709    1305031240.977936    1305031240.9630
316 1305031240.993643    1305031241.008303    1305031240.9930
317 1305031241.029623    1305031241.040148    1305031241.0330
318 1305031241.061990    1305031241.075933    1305031241.0630
319 1305031241.093615    1305031241.106556    1305031241.0931
320 1305031241.129761    1305031241.140052    1305031241.1329
321 1305031241.161725    1305031241.178182    1305031241.1633
322 1305031241.193714    1305031241.178182    1305031241.1930
323 1305031241.229602    1305031241.239315    1305031241.2330
324 1305031241.261662    1305031241.276847    1305031241.2630
325 1305031241.293804    1305031241.306330    1305031241.2930
326 1305031241.329910    1305031241.342476    1305031241.3330
327 1305031241.361658    1305031241.379515    1305031241.3630
328 1305031241.393718    1305031241.379515    1305031241.3930
329 1305031241.429669    1305031241.445546    1305031241.4330
330 1305031241.461678    1305031241.477507    1305031241.4630
331 1305031241.493736    1305031241.509849    1305031241.4930
332 1305031241.529758    1305031241.547730    1305031241.5330
333 1305031241.561686    1305031241.547730    1305031241.5630
334 1305031241.593680    1305031241.578395    1305031241.5929
335 1305031241.629760    1305031241.647584    1305031241.6330
336 1305031241.661658    1305031241.647584    1305031241.6630
337 1305031241.693629    1305031241.678366    1305031241.6930
338 1305031241.729700    1305031241.747102    1305031241.7330
339 1305031241.761678    1305031241.747102    1305031241.7630
340 1305031241.793694    1305031241.778268    1305031241.7929
341 1305031241.829759    1305031241.846436    1305031241.8330
342 1305031241.861672    1305031241.846436    1305031241.8630
343 1305031241.893622    1305031241.878799    1305031241.8930
344 1305031241.929686    1305031241.947705    1305031241.9330
345 1305031241.961685    1305031241.947705    1305031241.9630
346 1305031241.993687    1305031241.978343    1305031241.9930
347 1305031242.029756    1305031242.046360    1305031242.0330
348 1305031242.061654    1305031242.046360    1305031242.0630
349 1305031242.093725    1305031242.079549    1305031242.0930
350 1305031242.129682    1305031242.146605    1305031242.1330
351 1305031242.161668    1305031242.146605    1305031242.1630
352 1305031242.193683    1305031242.179708    1305031242.1929
353 1305031242.229672    1305031242.247809    1305031242.2329
354 1305031242.261884    1305031242.247809    1305031242.2630
355 1305031242.293820    1305031242.279498    1305031242.2930
356 1305031242.329889    1305031242.347127    1305031242.3330
357 1305031242.361729    1305031242.347127    1305031242.3629
358 1305031242.393679    1305031242.378479    1305031242.3929
359 1305031242.429711    1305031242.447099    1305031242.4329
360 1305031242.461695    1305031242.447099    1305031242.4630
361 1305031242.493742    1305031242.509726    1305031242.4930
362 1305031242.529710    1305031242.548546    1305031242.5330
363 1305031242.561569    1305031242.548546    1305031242.5629
364 1305031242.593693    1305031242.606115    1305031242.5929
365 1305031242.629711    1305031242.643811    1305031242.6330
366 1305031242.661782    1305031242.675202    1305031242.6630
367 1305031242.693671    1305031242.675202    1305031242.6930
368 1305031242.729791    1305031242.745258    1305031242.7329
369 1305031242.761930    1305031242.777540    1305031242.7629
370 1305031242.793699    1305031242.777540    1305031242.7929
371 1305031242.829812    1305031242.844318    1305031242.8330
372 1305031242.861682    1305031242.874088    1305031242.8630
373 1305031242.893679    1305031242.874088    1305031242.8930
374 1305031242.929677    1305031242.944438    1305031242.9330
375 1305031242.961731    1305031242.976062    1305031242.9630
376 1305031242.993951    1305031242.976062    1305031242.9929
377 1305031243.029664    1305031243.014166    1305031243.0329
378 1305031243.061704    1305031243.046910    1305031243.0629
379 1305031243.093739    1305031243.078045    1305031243.0930
380 1305031243.129686    1305031243.113615    1305031243.1329
381 1305031243.161643    1305031243.145816    1305031243.1630
382 1305031243.193652    1305031243.178076    1305031243.1929
383 1305031243.229716    1305031243.245561    1305031243.2329
384 1305031243.261720    1305031243.245561    1305031243.2629
385 1305031243.293654    1305031243.278180    1305031243.2929
386 1305031243.329803    1305031243.314271    1305031243.3330
387 1305031243.361686    1305031243.346036    1305031243.3630
388 1305031243.393708    1305031243.378935    1305031243.3929
389 1305031243.429782    1305031243.413974    1305031243.4330
390 1305031243.461622    1305031243.447091    1305031243.4629
391 1305031243.497629    1305031243.515401    1305031243.4929
392 1305031243.529705    1305031243.515401    1305031243.5330
393 1305031243.561795    1305031243.545943    1305031243.5630
394 1305031243.597678    1305031243.614055    1305031243.5929
395 1305031243.629640    1305031243.614055    1305031243.6329
396 1305031243.661719    1305031243.646187    1305031243.6629
397 1305031243.697682    1305031243.714296    1305031243.6930
398 1305031243.729676    1305031243.714296    1305031243.7329
399 1305031243.761667    1305031243.747378    1305031243.7629
400 1305031243.797650    1305031243.814193    1305031243.7929
401 1305031243.829666    1305031243.814193    1305031243.8329
402 1305031243.861657    1305031243.846292    1305031243.8629
403 1305031243.897689    1305031243.914000    1305031243.8929
404 1305031243.929656    1305031243.914000    1305031243.9329
405 1305031243.961674    1305031243.947078    1305031243.9629
406 1305031243.997635    1305031244.011270    1305031243.9929
407 1305031244.029557    1305031244.043823    1305031244.0332
408 1305031244.061755    1305031244.043823    1305031244.0630
409 1305031244.097621    1305031244.112790    1305031244.0930
410 1305031244.129662    1305031244.112790    1305031244.1330
411 1305031244.161701    1305031244.148495    1305031244.1629
412 1305031244.197672    1305031244.212401    1305031244.1929
413 1305031244.229668    1305031244.212401    1305031244.2332
414 1305031244.261676    1305031244.247347    1305031244.2629
415 1305031244.297680    1305031244.283147    1305031244.2929
416 1305031244.329685    1305031244.313795    1305031244.3329
417 1305031244.361665    1305031244.345960    1305031244.3630
418 1305031244.397615    1305031244.413019    1305031244.3929
419 1305031244.429740    1305031244.445167    1305031244.4329
420 1305031244.461741    1305031244.445167    1305031244.4629
421 1305031244.497679    1305031244.514228    1305031244.4929
422 1305031244.529690    1305031244.514228    1305031244.5329
423 1305031244.561672    1305031244.546214    1305031244.5629
424 1305031244.597700    1305031244.613277    1305031244.5929
425 1305031244.629753    1305031244.642840    1305031244.6329
426 1305031244.661711    1305031244.642840    1305031244.6629
427 1305031244.697667    1305031244.680610    1305031244.6929
428 1305031244.729757    1305031244.715250    1305031244.7329
429 1305031244.761738    1305031244.745888    1305031244.7629
430 1305031244.797629    1305031244.781851    1305031244.7929
431 1305031244.829660    1305031244.841822    1305031244.8129
432 1305031244.861636    1305031244.841822    1305031244.8129
433 1305031244.897635    1305031244.881801    1305031244.9429
434 1305031244.929681    1305031244.914908    1305031244.9429
435 1305031244.961694    1305031244.945868    1305031244.9629
436 1305031244.997688    1305031244.981800    1305031244.9729
437 1305031245.029670    1305031245.014055    1305031245.0329
438 1305031245.061797    1305031245.046440    1305031245.0629
439 1305031245.097906    1305031245.081769    1305031245.1029
440 1305031245.129925    1305031245.114315    1305031245.1329
441 1305031245.161721    1305031245.145710    1305031245.1629
442 1305031245.197655    1305031245.181871    1305031245.1929
443 1305031245.229684    1305031245.214094    1305031245.2329
444 1305031245.261749    1305031245.248795    1305031245.2629
445 1305031245.297648    1305031245.314318    1305031245.2929
446 1305031245.329736    1305031245.314318    1305031245.3329
447 1305031245.361797    1305031245.349181    1305031245.3629
448 1305031245.397664    1305031245.413311    1305031245.3929
449 1305031245.429674    1305031245.413311    1305031245.4329
450 1305031245.461734    1305031245.448997    1305031245.4629
451 1305031245.497697    1305031245.484671    1305031245.4929
452 1305031245.529685    1305031245.512432    1305031245.5329
453 1305031245.561641    1305031245.548146    1305031245.5629
454 1305031245.597588    1305031245.610475    1305031245.5929
455 1305031245.629610    1305031245.610475    1305031245.6330
456 1305031245.661665    1305031245.649463    1305031245.6629
457 1305031245.697808    1305031245.711032    1305031245.6929
458 1305031245.729697    1305031245.711032    1305031245.7329
459 1305031245.761842    1305031245.749775    1305031245.7629
460 1305031245.797508    1305031245.781850    1305031245.7929
461 1305031245.829779    1305031245.813569    1305031245.8329
462 1305031245.861702    1305031245.849109    1305031245.8629
463 1305031245.897684    1305031245.912608    1305031245.8929
464 1305031245.929627    1305031245.945896    1305031245.9329
465 1305031245.961688    1305031245.945896    1305031245.9633
466 1305031245.997613    1305031246.011003    1305031245.9929
467 1305031246.029623    1305031246.011003    1305031246.0329
468 1305031246.061658    1305031246.048393    1305031246.0629
469 1305031246.097656    1305031246.112356    1305031246.0929
470 1305031246.129580    1305031246.112356    1305031246.1330
471 1305031246.161681    1305031246.148449    1305031246.1629
472 1305031246.197653    1305031246.211137    1305031246.1930
473 1305031246.229637    1305031246.246969    1305031246.2329
474 1305031246.261893    1305031246.246969    1305031246.2629
475 1305031246.297613    1305031246.312473    1305031246.2929
476 1305031246.329731    1305031246.312473    1305031246.3329
477 1305031246.361529    1305031246.348272    1305031246.3632
478 1305031246.397738    1305031246.415637    1305031246.3929
479 1305031246.429654    1305031246.415637    1305031246.4329
480 1305031246.461755    1305031246.477465    1305031246.4629
481 1305031246.497717    1305031246.516395    1305031246.4929
482 1305031246.529729    1305031246.516395    1305031246.5329
483 1305031246.561679    1305031246.549175    1305031246.5629
484 1305031246.597580    1305031246.579511    1305031246.5932
485 1305031246.630105    1305031246.616453    1305031246.6329
486 1305031246.661684    1305031246.647763    1305031246.6630
487 1305031246.697671    1305031246.680758    1305031246.6929
488 1305031246.729825    1305031246.716974    1305031246.7329
489 1305031246.761744    1305031246.749166    1305031246.7629
490 1305031246.797618    1305031246.780817    1305031246.7929
491 1305031246.829699    1305031246.816808    1305031246.8330
492 1305031246.861682    1305031246.848812    1305031246.8629
493 1305031246.897619    1305031246.880643    1305031246.8929
494 1305031246.929719    1305031246.916671    1305031246.9329
495 1305031246.961581    1305031246.949534    1305031246.9629
496 1305031246.997684    1305031247.016790    1305031246.9929
497 1305031247.029564    1305031247.016790    1305031247.0329
498 1305031247.061761    1305031247.047934    1305031247.0637
499 1305031247.097571    1305031247.116213    1305031247.0929
500 1305031247.129694    1305031247.116213    1305031247.1329
501 1305031247.161688    1305031247.147366    1305031247.1629
502 1305031247.197676    1305031247.179692    1305031247.1929
503 1305031247.229684    1305031247.216943    1305031247.2329
504 1305031247.261671    1305031247.248793    1305031247.2629
505 1305031247.297554    1305031247.279422    1305031247.2929
506 1305031247.329729    1305031247.316643    1305031247.3329
507 1305031247.361626    1305031247.347790    1305031247.3629
508 1305031247.397540    1305031247.378611    1305031247.3929
509 1305031247.429703    1305031247.416862    1305031247.4328
510 1305031247.461694    1305031247.448770    1305031247.4629
511 1305031247.497627    1305031247.480263    1305031247.4929
512 1305031247.529619    1305031247.517846    1305031247.5330
513 1305031247.561743    1305031247.545901    1305031247.5629
514 1305031247.597701    1305031247.615280    1305031247.5929
515 1305031247.629718    1305031247.615280    1305031247.6329
516 1305031247.661681    1305031247.648400    1305031247.6628
517 1305031247.697569    1305031247.683558    1305031247.6928
518 1305031247.729684    1305031247.715961    1305031247.7329
519 1305031247.761723    1305031247.746902    1305031247.7628
520 1305031247.797650    1305031247.782261    1305031247.7929
521 1305031247.829657    1305031247.813983    1305031247.8329
522 1305031247.861688    1305031247.848442    1305031247.8629
523 1305031247.897638    1305031247.882072    1305031247.8929
524 1305031247.929807    1305031247.917332    1305031247.9329
525 1305031247.961700    1305031247.949686    1305031247.9629
526 1305031247.997557    1305031247.986145    1305031247.9929
527 1305031248.029684    1305031248.018156    1305031248.0329
528 1305031248.061746    1305031248.049914    1305031248.0628
529 1305031248.098179    1305031248.085746    1305031248.1029
530 1305031248.129858    1305031248.117579    1305031248.1329
531 1305031248.161732    1305031248.149346    1305031248.1629
532 1305031248.197746    1305031248.184863    1305031248.1929
533 1305031248.229670    1305031248.216769    1305031248.2329
534 1305031248.261691    1305031248.248851    1305031248.2629
535 1305031248.297645    1305031248.284740    1305031248.2929
536 1305031248.329688    1305031248.316181    1305031248.3329
