freiburg2_xyz
image      depth      pose
172 1311867176.326602    1311867176.320323    1311867176.3258
173 1311867176.362456    1311867176.356783    1311867176.3625
174 1311867176.395244    1311867176.389335    1311867176.3959
175 1311867176.426836    1311867176.421363    1311867176.4259
176 1311867176.462966    1311867176.456687    1311867176.4625
177 1311867176.494581    1311867176.488951    1311867176.4958
178 1311867176.526621    1311867176.521537    1311867176.5258
179 1311867176.563639    1311867176.558631    1311867176.5627
180 1311867176.628384    1311867176.621080    1311867176.6292
181 1311867176.662578    1311867176.660404    1311867176.6625
182 1311867176.694518    1311867176.689453    1311867176.6959
183 1311867176.726589    1311867176.724143    1311867176.7259
184 1311867176.763233    1311867176.758500    1311867176.7625
185 1311867176.794768    1311867176.790063    1311867176.7958
186 1311867176.826677    1311867176.820696    1311867176.8259
187 1311867176.862731    1311867176.858590    1311867176.8625
188 1311867176.894955    1311867176.890342    1311867176.8959
189 1311867176.926818    1311867176.922599    1311867176.9259
190 1311867176.965061    1311867176.960668    1311867176.9659
191 1311867177.026728    1311867177.020601    1311867177.0259
192 1311867177.062634    1311867177.056330    1311867177.0626
193 1311867177.094685    1311867177.090969    1311867177.0958
194 1311867177.126615    1311867177.122005    1311867177.1259
195 1311867177.162730    1311867177.157538    1311867177.1625
196 1311867177.194646    1311867177.188556    1311867177.1959
197 1311867177.226473    1311867177.226035    1311867177.2260
198 1311867177.263864    1311867177.258123    1311867177.2626
199 1311867177.327609    1311867177.324415    1311867177.3260
200 1311867177.362771    1311867177.356930    1311867177.3625
201 1311867177.394609    1311867177.389075    1311867177.3959
202 1311867177.426748    1311867177.431286    1311867177.4259
203 1311867177.462604    1311867177.458323    1311867177.4626
204 1311867177.494643    1311867177.489115    1311867177.4959
205 1311867177.527617    1311867177.527632    1311867177.5292
206 1311867177.562640    1311867177.556823    1311867177.5626
207 1311867177.594731    1311867177.588870    1311867177.5959
208 1311867177.631145    1311867177.624638    1311867177.6326
209 1311867177.662483    1311867177.656627    1311867177.6626
210 1311867177.694561    1311867177.688761    1311867177.6959
211 1311867177.730584    1311867177.724609    1311867177.7292
212 1311867177.762538    1311867177.756593    1311867177.7625
213 1311867177.794559    1311867177.788810    1311867177.7959
214 1311867177.830915    1311867177.827577    1311867177.8326
215 1311867177.862532    1311867177.856268    1311867177.8626
216 1311867177.894692    1311867177.888928    1311867177.8959
217 1311867177.931786    1311867177.926179    1311867177.9326
218 1311867177.994777    1311867177.989128    1311867177.9960
219 1311867178.030610    1311867178.025481    1311867178.0292
220 1311867178.063448    1311867178.058077    1311867178.0626
221 1311867178.095114    1311867178.089617    1311867178.0960
222 1311867178.130791    1311867178.127721    1311867178.1294
223 1311867178.162747    1311867178.157550    1311867178.1626
224 1311867178.195046    1311867178.192727    1311867178.1959
225 1311867178.230719    1311867178.224296    1311867178.2293
226 1311867178.262894    1311867178.256639    1311867178.2626
227 1311867178.295490    1311867178.288842    1311867178.2960
228 1311867178.330667    1311867178.324664    1311867178.3293
229 1311867178.362723    1311867178.360490    1311867178.3627
230 1311867178.394944    1311867178.388795    1311867178.3960
231 1311867178.430658    1311867178.427504    1311867178.4293
232 1311867178.462874    1311867178.456833    1311867178.4626
233 1311867178.494644    1311867178.493591    1311867178.4960
234 1311867178.530627    1311867178.524720    1311867178.5293
235 1311867178.562642    1311867178.556910    1311867178.5626
236 1311867178.594700    1311867178.593205    1311867178.5959
237 1311867178.630690    1311867178.627593    1311867178.6293
238 1311867178.662641    1311867178.660756    1311867178.6626
239 1311867178.694612    1311867178.693715    1311867178.6960
240 1311867178.730745    1311867178.724521    1311867178.7293
241 1311867178.763235    1311867178.757396    1311867178.7627
242 1311867178.800680    1311867178.799313    1311867178.7993
243 1311867178.862794    1311867178.857434    1311867178.8626
244 1311867178.895017    1311867178.895228    1311867178.8960
245 1311867178.930621    1311867178.925076    1311867178.9294
246 1311867178.962761    1311867178.958688    1311867178.9626
247 1311867178.994683    1311867178.993422    1311867178.9960
248 1311867179.030916    1311867179.026970    1311867179.0293
249 1311867179.062812    1311867179.057601    1311867179.0626
250 1311867179.096812    1311867179.096820    1311867179.0960
251 1311867179.131037    1311867179.124823    1311867179.1326
252 1311867179.162754    1311867179.156587    1311867179.1626
253 1311867179.195685    1311867179.195701    1311867179.1960
254 1311867179.230747    1311867179.224644    1311867179.2293
255 1311867179.263461    1311867179.257244    1311867179.2626
256 1311867179.295920    1311867179.295933    1311867179.2960
257 1311867179.330715    1311867179.327496    1311867179.3294
258 1311867179.362930    1311867179.356659    1311867179.3626
259 1311867179.394849    1311867179.393013    1311867179.3960
260 1311867179.430804    1311867179.428452    1311867179.4293
261 1311867179.463746    1311867179.458555    1311867179.4626
262 1311867179.530780    1311867179.524514    1311867179.5293
263 1311867179.562761    1311867179.556366    1311867179.5626
264 1311867179.594674    1311867179.593206    1311867179.5960
265 1311867179.630690    1311867179.624449    1311867179.6294
266 1311867179.662575    1311867179.661662    1311867179.6626
267 1311867179.694605    1311867179.694458    1311867179.6960
268 1311867179.730947    1311867179.724734    1311867179.7293
269 1311867179.762727    1311867179.761284    1311867179.7626
270 1311867179.794891    1311867179.792803    1311867179.7960
271 1311867179.830753    1311867179.824885    1311867179.8294
272 1311867179.862798    1311867179.861218    1311867179.8626
273 1311867179.894804    1311867179.892712    1311867179.8960
274 1311867179.930905    1311867179.924723    1311867179.9293
275 1311867179.963493    1311867179.963538    1311867179.9627
276 1311867179.995888    1311867179.992996    1311867179.9960
277 1311867180.030977    1311867180.026152    1311867180.0326
278 1311867180.062647    1311867180.060614    1311867180.0627
279 1311867180.094773    1311867180.092930    1311867180.0960
280 1311867180.130773    1311867180.125768    1311867180.1294
281 1311867180.163680    1311867180.163690    1311867180.1627
282 1311867180.230814    1311867180.224846    1311867180.2294
283 1311867180.263762    1311867180.261752    1311867180.2627
284 1311867180.330867    1311867180.327074    1311867180.3294
285 1311867180.365820    1311867180.365829    1311867180.3660
286 1311867180.430915    1311867180.427854    1311867180.4294
287 1311867180.467067    1311867180.461765    1311867180.4660
288 1311867180.530888    1311867180.525941    1311867180.5294
289 1311867180.562951    1311867180.560710    1311867180.5627
290 1311867180.594691    1311867180.593978    1311867180.5961
291 1311867180.630813    1311867180.627066    1311867180.6294
292 1311867180.664091    1311867180.661734    1311867180.6627
293 1311867180.695760    1311867180.695786    1311867180.6960
294 1311867180.730974    1311867180.724682    1311867180.7294
295 1311867180.765038    1311867180.765083    1311867180.7660
296 1311867180.830924    1311867180.828968    1311867180.8294
297 1311867180.865254    1311867180.865270    1311867180.8660
298 1311867180.896647    1311867180.896192    1311867180.8961
299 1311867180.930605    1311867180.929785    1311867180.9294
300 1311867180.963183    1311867180.962601    1311867180.9627
301 1311867180.994818    1311867180.992656    1311867180.9960
302 1311867181.030831    1311867181.030155    1311867181.0294
303 1311867181.062783    1311867181.062610    1311867181.0628
304 1311867181.094872    1311867181.093163    1311867181.0961
305 1311867181.131191    1311867181.128759    1311867181.1326
306 1311867181.162904    1311867181.162953    1311867181.1627
307 1311867181.197251    1311867181.197283    1311867181.1961
308 1311867181.234246    1311867181.231080    1311867181.2327
309 1311867181.294809    1311867181.294030    1311867181.2961
310 1311867181.331699    1311867181.331714    1311867181.3326
311 1311867181.394822    1311867181.393741    1311867181.3961
312 1311867181.430895    1311867181.429039    1311867181.4294
313 1311867181.462831    1311867181.461533    1311867181.4627
314 1311867181.496340    1311867181.496361    1311867181.4961
315 1311867181.535911    1311867181.530602    1311867181.5361
316 1311867181.594861    1311867181.594580    1311867181.5961
317 1311867181.630984    1311867181.631359    1311867181.6294
318 1311867181.662857    1311867181.660906    1311867181.6628
319 1311867181.694923    1311867181.692771    1311867181.6961
320 1311867181.731083    1311867181.730273    1311867181.7294
321 1311867181.763477    1311867181.763484    1311867181.7627
322 1311867181.794898    1311867181.792947    1311867181.7962
323 1311867181.830801    1311867181.828757    1311867181.8295
324 1311867181.862798    1311867181.862225    1311867181.8628
325 1311867181.894929    1311867181.892924    1311867181.8961
326 1311867181.930799    1311867181.929356    1311867181.9295
327 1311867181.962919    1311867181.960985    1311867181.9627
328 1311867181.995551    1311867181.995560    1311867181.9961
329 1311867182.031939    1311867182.032064    1311867182.0327
330 1311867182.094884    1311867182.093419    1311867182.0961
331 1311867182.131453    1311867182.131484    1311867182.1328
332 1311867182.162992    1311867182.160935    1311867182.1628
333 1311867182.199442    1311867182.199450    1311867182.1995
334 1311867182.230774    1311867182.229453    1311867182.2295
335 1311867182.262912    1311867182.261573    1311867182.2628
336 1311867182.297304    1311867182.297354    1311867182.2961
337 1311867182.330846    1311867182.328882    1311867182.3294
338 1311867182.362967    1311867182.360555    1311867182.3628
339 1311867182.399028    1311867182.399037    1311867182.3995
340 1311867182.430812    1311867182.428810    1311867182.4295
341 1311867182.462944    1311867182.460845    1311867182.4628
342 1311867182.496953    1311867182.496960    1311867182.4962
343 1311867182.530950    1311867182.528654    1311867182.5295
344 1311867182.562970    1311867182.561034    1311867182.5628
345 1311867182.603637    1311867182.600491    1311867182.6028
346 1311867182.663572    1311867182.663592    1311867182.6628
347 1311867182.696991    1311867182.697002    1311867182.6961
348 1311867182.733050    1311867182.733064    1311867182.7328
349 1311867182.797044    1311867182.797055    1311867182.7961
350 1311867182.830690    1311867182.830699    1311867182.8295
351 1311867182.864091    1311867182.864117    1311867182.8628
352 1311867182.896985    1311867182.896997    1311867182.8962
353 1311867182.931887    1311867182.931899    1311867182.9328
354 1311867182.998350    1311867182.998395    1311867182.9995
355 1311867183.030883    1311867183.029566    1311867183.0296
356 1311867183.062860    1311867183.061472    1311867183.0628
357 1311867183.100040    1311867183.100050    1311867183.0995
358 1311867183.134468    1311867183.134478    1311867183.1329
359 1311867183.167324    1311867183.161718    1311867183.1662
360 1311867183.200473    1311867183.200492    1311867183.1995
361 1311867183.263324    1311867183.263335    1311867183.2628
362 1311867183.299097    1311867183.299110    1311867183.2995
363 1311867183.332092    1311867183.329084    1311867183.3329
364 1311867183.369524    1311867183.368481    1311867183.3695
365 1311867183.431155    1311867183.430378    1311867183.4328
366 1311867183.466738    1311867183.466745    1311867183.4661
367 1311867183.498828    1311867183.498834    1311867183.4995
368 1311867183.532172    1311867183.532183    1311867183.5329
369 1311867183.566151    1311867183.566161    1311867183.5662
370 1311867183.598535    1311867183.598548    1311867183.5995
371 1311867183.631088    1311867183.629509    1311867183.6295
372 1311867183.664879    1311867183.664926    1311867183.6662
373 1311867183.699353    1311867183.699395    1311867183.6995
374 1311867183.730893    1311867183.729812    1311867183.7295
375 1311867183.767624    1311867183.767648    1311867183.7662
376 1311867183.830907    1311867183.829710    1311867183.8295
377 1311867183.865499    1311867183.865505    1311867183.8662
378 1311867183.897086    1311867183.897097    1311867183.8963
379 1311867183.931483    1311867183.931494    1311867183.9329
380 1311867183.965821    1311867183.965832    1311867183.9662
381 1311867184.030969    1311867184.030585    1311867184.0296
382 1311867184.064723    1311867184.064785    1311867184.0662
383 1311867184.096811    1311867184.096889    1311867184.0962
384 1311867184.131226    1311867184.129342    1311867184.1329
385 1311867184.165054    1311867184.165064    1311867184.1662
386 1311867184.196946    1311867184.196956    1311867184.1962
387 1311867184.230936    1311867184.228912    1311867184.2295
388 1311867184.268102    1311867184.268137    1311867184.2695
389 1311867184.331470    1311867184.329391    1311867184.3329
390 1311867184.369763    1311867184.369784    1311867184.3696
391 1311867184.431061    1311867184.429210    1311867184.4296
392 1311867184.465574    1311867184.465581    1311867184.4662
393 1311867184.503767    1311867184.503424    1311867184.5029
394 1311867184.568280    1311867184.568293    1311867184.5695
395 1311867184.635545    1311867184.636740    1311867184.6362
396 1311867184.699477    1311867184.699493    1311867184.6996
397 1311867184.735909    1311867184.735916    1311867184.7362
398 1311867184.769022    1311867184.769069    1311867184.7696
399 1311867184.834825    1311867184.834844    1311867184.8362
400 1311867184.868574    1311867184.869066    1311867184.8696
401 1311867184.905521    1311867184.900567    1311867184.9063
402 1311867184.965627    1311867184.965641    1311867184.9663
403 1311867184.998315    1311867184.998325    1311867184.9997
404 1311867185.036045    1311867185.036055    1311867185.0362
405 1311867185.099109    1311867185.099128    1311867185.0996
406 1311867185.136065    1311867185.136078    1311867185.1362
407 1311867185.200008    1311867185.200072    1311867185.1996
408 1311867185.234264    1311867185.234292    1311867185.2330
409 1311867185.266332    1311867185.266395    1311867185.2663
410 1311867185.335984    1311867185.336014    1311867185.3363
411 1311867185.368164    1311867185.368178    1311867185.3696
412 1311867185.403637    1311867185.403651    1311867185.4029
413 1311867185.437322    1311867185.438639    1311867185.4363
414 1311867185.500623    1311867185.501391    1311867185.4996
415 1311867185.533624    1311867185.533633    1311867185.5330
416 1311867185.566669    1311867185.566680    1311867185.5662
417 1311867185.632940    1311867185.632947    1311867185.6329
418 1311867185.666408    1311867185.666418    1311867185.6663
419 1311867185.735179    1311867185.735190    1311867185.7363
420 1311867185.798952    1311867185.798965    1311867185.7996
421 1311867185.832792    1311867185.832800    1311867185.8330
422 1311867185.864904    1311867185.864910    1311867185.8663
423 1311867185.935978    1311867185.939679    1311867185.9363
424 1311867185.995231    1311867186.003947    1311867185.9963
425 1311867186.035964    1311867186.039692    1311867186.0363
426 1311867186.095284    1311867186.104734    1311867186.0963
427 1311867186.136102    1311867186.136118    1311867186.1363
428 1311867186.195188    1311867186.204475    1311867186.1963
429 1311867186.235893    1311867186.235966    1311867186.2363
430 1311867186.267490    1311867186.267308    1311867186.2663
431 1311867186.334915    1311867186.334927    1311867186.3363
432 1311867186.366964    1311867186.367016    1311867186.3663
433 1311867186.436010    1311867186.436021    1311867186.4364
434 1311867186.495214    1311867186.503114    1311867186.4963
435 1311867186.536274    1311867186.536317    1311867186.5363
436 1311867186.595160    1311867186.601422    1311867186.5963
437 1311867186.636236    1311867186.636263    1311867186.6363
438 1311867186.704365    1311867186.704381    1311867186.7030
439 1311867186.767288    1311867186.767318    1311867186.7663
440 1311867186.804720    1311867186.804730    1311867186.8063
441 1311867186.869100    1311867186.877600    1311867186.8696
442 1311867186.905187    1311867186.905210    1311867186.9063
443 1311867186.965693    1311867186.966338    1311867186.9664
444 1311867187.001705    1311867187.001714    1311867187.0030
445 1311867187.033640    1311867187.033646    1311867187.0330
446 1311867187.101595    1311867187.101603    1311867187.1030
447 1311867187.133979    1311867187.134207    1311867187.1331
448 1311867187.204123    1311867187.204137    1311867187.2031
449 1311867187.263350    1311867187.270763    1311867187.2630
450 1311867187.301486    1311867187.301506    1311867187.3030
451 1311867187.333649    1311867187.333657    1311867187.3330
452 1311867187.403345    1311867187.403353    1311867187.4030
453 1311867187.463190    1311867187.476316    1311867187.4630
454 1311867187.505626    1311867187.505640    1311867187.5064
455 1311867187.563217    1311867187.570968    1311867187.5630
456 1311867187.604561    1311867187.604579    1311867187.6030
457 1311867187.663270    1311867187.670769    1311867187.6631
458 1311867187.703564    1311867187.703577    1311867187.7030
459 1311867187.763190    1311867187.770782    1311867187.7630
460 1311867187.801705    1311867187.801751    1311867187.8030
461 1311867187.833949    1311867187.833961    1311867187.8330
462 1311867187.903871    1311867187.903881    1311867187.9030
463 1311867187.963534    1311867187.971342    1311867187.9630
464 1311867188.004742    1311867188.004757    1311867188.0064
465 1311867188.063418    1311867188.069870    1311867188.0630
466 1311867188.108880    1311867188.104646    1311867188.1097
467 1311867188.163360    1311867188.170335    1311867188.1630
468 1311867188.202654    1311867188.202672    1311867188.2030
469 1311867188.235201    1311867188.235245    1311867188.2363
470 1311867188.304719    1311867188.304734    1311867188.3064
471 1311867188.363382    1311867188.371880    1311867188.3630
472 1311867188.402043    1311867188.405447    1311867188.4031
473 1311867188.463247    1311867188.472450    1311867188.4631
474 1311867188.504901    1311867188.504916    1311867188.5064
475 1311867188.563332    1311867188.572389    1311867188.5631
476 1311867188.604580    1311867188.604596    1311867188.6030
477 1311867188.663337    1311867188.671508    1311867188.6631
478 1311867188.703814    1311867188.703830    1311867188.7031
479 1311867188.763294    1311867188.772105    1311867188.7631
480 1311867188.804516    1311867188.804522    1311867188.8031
481 1311867188.863544    1311867188.870599    1311867188.8632
482 1311867188.901620    1311867188.901631    1311867188.9031
483 1311867188.963444    1311867188.970999    1311867188.9630
484 1311867189.005216    1311867189.005226    1311867189.0064
485 1311867189.063539    1311867189.072433    1311867189.0631
486 1311867189.102629    1311867189.102636    1311867189.1031
487 1311867189.163420    1311867189.171792    1311867189.1631
488 1311867189.201890    1311867189.201907    1311867189.2031
489 1311867189.263345    1311867189.272264    1311867189.2632
490 1311867189.304679    1311867189.304380    1311867189.3031
491 1311867189.363335    1311867189.372036    1311867189.3631
492 1311867189.405684    1311867189.405695    1311867189.4064
493 1311867189.463454    1311867189.472913    1311867189.4631
494 1311867189.505937    1311867189.506040    1311867189.5064
495 1311867189.563319    1311867189.572027    1311867189.5631
496 1311867189.599369    1311867189.611291    1311867189.5998
497 1311867189.631378    1311867189.642422    1311867189.6298
498 1311867189.663469    1311867189.672840    1311867189.6631
499 1311867189.699784    1311867189.706587    1311867189.6998
500 1311867189.731458    1311867189.740172    1311867189.7331
501 1311867189.763361    1311867189.772976    1311867189.7631
502 1311867189.799486    1311867189.807397    1311867189.7998
503 1311867189.831366    1311867189.840531    1311867189.8298
504 1311867189.863410    1311867189.871353    1311867189.8631
505 1311867189.899521    1311867189.910268    1311867189.8998
506 1311867189.931364    1311867189.940226    1311867189.9298
507 1311867189.963340    1311867189.972762    1311867189.9631
508 1311867189.999434    1311867190.010701    1311867189.9998
509 1311867190.031516    1311867190.040293    1311867190.0331
510 1311867190.063454    1311867190.071904    1311867190.0631
511 1311867190.099590    1311867190.109654    1311867190.0998
512 1311867190.131422    1311867190.139637    1311867190.1298
513 1311867190.163525    1311867190.170638    1311867190.1631
514 1311867190.199492    1311867190.209602    1311867190.1998
515 1311867190.231389    1311867190.239433    1311867190.2298
516 1311867190.263381    1311867190.271481    1311867190.2631
517 1311867190.299376    1311867190.307270    1311867190.2998
518 1311867190.331359    1311867190.341473    1311867190.3298
519 1311867190.363437    1311867190.371683    1311867190.3632
520 1311867190.399467    1311867190.410109    1311867190.3998
521 1311867190.431374    1311867190.439496    1311867190.4298
522 1311867190.463341    1311867190.470820    1311867190.4632
523 1311867190.499357    1311867190.509753    1311867190.4998
524 1311867190.531809    1311867190.540519    1311867190.5332
525 1311867190.563353    1311867190.570844    1311867190.5632
526 1311867190.599451    1311867190.606775    1311867190.5999
527 1311867190.631421    1311867190.638994    1311867190.6298
528 1311867190.663424    1311867190.672366    1311867190.6632
529 1311867190.699639    1311867190.711498    1311867190.6999
530 1311867190.731381    1311867190.739265    1311867190.7299
531 1311867190.763475    1311867190.775180    1311867190.7632
532 1311867190.799433    1311867190.807090    1311867190.7998
533 1311867190.831710    1311867190.841428    1311867190.8332
534 1311867190.863426    1311867190.873925    1311867190.8631
535 1311867190.899432    1311867190.907614    1311867190.8998
536 1311867190.931647    1311867190.939360    1311867190.9332
