freiburg1_360
image      depth      pose
131 1305031795.113213    1305031795.113230    1305031795.1105
132 1305031795.149077    1305031795.145139    1305031795.1505
133 1305031795.181142    1305031795.177574    1305031795.1805
134 1305031795.213481    1305031795.213517    1305031795.2105
135 1305031795.249044    1305031795.245440    1305031795.2504
136 1305031795.281099    1305031795.277594    1305031795.2805
137 1305031795.312920    1305031795.312820    1305031795.3106
138 1305031795.349100    1305031795.345404    1305031795.3505
139 1305031795.381002    1305031795.381033    1305031795.3804
140 1305031795.413224    1305031795.413248    1305031795.4105
141 1305031795.449070    1305031795.444944    1305031795.4505
142 1305031795.481096    1305031795.480855    1305031795.4804
143 1305031795.513242    1305031795.509058    1305031795.5105
144 1305031795.549114    1305031795.543822    1305031795.5505
145 1305031795.581136    1305031795.580571    1305031795.5805
146 1305031795.613267    1305031795.612694    1305031795.6105
147 1305031795.649064    1305031795.644499    1305031795.6505
148 1305031795.681015    1305031795.680455    1305031795.6806
149 1305031795.713123    1305031795.713145    1305031795.7105
150 1305031795.749082    1305031795.745356    1305031795.7505
151 1305031795.781166    1305031795.781187    1305031795.7805
152 1305031795.813074    1305031795.812774    1305031795.8105
153 1305031795.849070    1305031795.844570    1305031795.8505
154 1305031795.881078    1305031795.880527    1305031795.8805
155 1305031795.913138    1305031795.909127    1305031795.9105
156 1305031795.949065    1305031795.944316    1305031795.9504
157 1305031795.981148    1305031795.980897    1305031795.9805
158 1305031796.013148    1305031796.012654    1305031796.0105
159 1305031796.049088    1305031796.045068    1305031796.0505
160 1305031796.081227    1305031796.081241    1305031796.0805
161 1305031796.113719    1305031796.113736    1305031796.1105
162 1305031796.149087    1305031796.145545    1305031796.1505
163 1305031796.181009    1305031796.179196    1305031796.1805
164 1305031796.213056    1305031796.212249    1305031796.2105
165 1305031796.249114    1305031796.244465    1305031796.2505
166 1305031796.281099    1305031796.280467    1305031796.2804
167 1305031796.313206    1305031796.312376    1305031796.3106
168 1305031796.349054    1305031796.342290    1305031796.3505
169 1305031796.381169    1305031796.380122    1305031796.3805
170 1305031796.413114    1305031796.411800    1305031796.4105
171 1305031796.449049    1305031796.444268    1305031796.4505
172 1305031796.481178    1305031796.481198    1305031796.4805
173 1305031796.513165    1305031796.512896    1305031796.5105
174 1305031796.549414    1305031796.544633    1305031796.5504
175 1305031796.581120    1305031796.581150    1305031796.5805
176 1305031796.613166    1305031796.613198    1305031796.6106
177 1305031796.649028    1305031796.649045    1305031796.6505
178 1305031796.681030    1305031796.679446    1305031796.6805
179 1305031796.713147    1305031796.712815    1305031796.7105
180 1305031796.749469    1305031796.749489    1305031796.7504
181 1305031796.781363    1305031796.781421    1305031796.7805
182 1305031796.813481    1305031796.813561    1305031796.8106
183 1305031796.849581    1305031796.849638    1305031796.8505
184 1305031796.881184    1305031796.877643    1305031796.8805
185 1305031796.913356    1305031796.913380    1305031796.9104
186 1305031796.949588    1305031796.949604    1305031796.9505
187 1305031796.981203    1305031796.980992    1305031796.9805
188 1305031797.013522    1305031797.013555    1305031797.0104
189 1305031797.049323    1305031797.049352    1305031797.0505
190 1305031797.081390    1305031797.081428    1305031797.0805
191 1305031797.113039    1305031797.112264    1305031797.1104
192 1305031797.149544    1305031797.149559    1305031797.1504
193 1305031797.181422    1305031797.181442    1305031797.1805
194 1305031797.213700    1305031797.213717    1305031797.2104
195 1305031797.249703    1305031797.249736    1305031797.2504
196 1305031797.281270    1305031797.281280    1305031797.2804
197 1305031797.313580    1305031797.313591    1305031797.3104
198 1305031797.349646    1305031797.349653    1305031797.3504
199 1305031797.381715    1305031797.381725    1305031797.3805
200 1305031797.413427    1305031797.413444    1305031797.4105
201 1305031797.449441    1305031797.449459    1305031797.4504
202 1305031797.481228    1305031797.481250    1305031797.4804
203 1305031797.513094    1305031797.511821    1305031797.5104
204 1305031797.549579    1305031797.549595    1305031797.5505
205 1305031797.581134    1305031797.577492    1305031797.5805
206 1305031797.613380    1305031797.613482    1305031797.6105
207 1305031797.649456    1305031797.649463    1305031797.6504
208 1305031797.681479    1305031797.681494    1305031797.6805
209 1305031797.713069    1305031797.711478    1305031797.7105
210 1305031797.749314    1305031797.749330    1305031797.7505
211 1305031797.781335    1305031797.781348    1305031797.7805
212 1305031797.815809    1305031797.815855    1305031797.8204
213 1305031797.849286    1305031797.849306    1305031797.8505
214 1305031797.881089    1305031797.877576    1305031797.8805
215 1305031797.917110    1305031797.917116    1305031797.9204
216 1305031797.949860    1305031797.949871    1305031797.9505
217 1305031797.981341    1305031797.981971    1305031797.9804
218 1305031798.015014    1305031798.015269    1305031798.0105
219 1305031798.049486    1305031798.049495    1305031798.0504
220 1305031798.081407    1305031798.081417    1305031798.0805
221 1305031798.114761    1305031798.114860    1305031798.1105
222 1305031798.150524    1305031798.149092    1305031798.1505
223 1305031798.216929    1305031798.216938    1305031798.2204
224 1305031798.249819    1305031798.249843    1305031798.2504
225 1305031798.281361    1305031798.277285    1305031798.2805
226 1305031798.316991    1305031798.317008    1305031798.3205
227 1305031798.349307    1305031798.349326    1305031798.3504
228 1305031798.381404    1305031798.381412    1305031798.3804
229 1305031798.417222    1305031798.417238    1305031798.4204
230 1305031798.449035    1305031798.449066    1305031798.4504
231 1305031798.481500    1305031798.481517    1305031798.4804
232 1305031798.517143    1305031798.517491    1305031798.5204
233 1305031798.548961    1305031798.548782    1305031798.5504
234 1305031798.581180    1305031798.581190    1305031798.5805
235 1305031798.616885    1305031798.616969    1305031798.6204
236 1305031798.649358    1305031798.649387    1305031798.6505
237 1305031798.681151    1305031798.681173    1305031798.6805
238 1305031798.717510    1305031798.717545    1305031798.7204
239 1305031798.749406    1305031798.749417    1305031798.7504
240 1305031798.781065    1305031798.780379    1305031798.7805
241 1305031798.816637    1305031798.816718    1305031798.8205
242 1305031798.849096    1305031798.848499    1305031798.8505
243 1305031798.881162    1305031798.880461    1305031798.8805
244 1305031798.916729    1305031798.916769    1305031798.9205
245 1305031798.949081    1305031798.948386    1305031798.9504
246 1305031798.981161    1305031798.977548    1305031798.9805
247 1305031799.016404    1305031799.016423    1305031799.0205
248 1305031799.049074    1305031799.048165    1305031799.0504
249 1305031799.084199    1305031799.084229    1305031799.0804
250 1305031799.116265    1305031799.116275    1305031799.1204
251 1305031799.149115    1305031799.148353    1305031799.1504
252 1305031799.184118    1305031799.184133    1305031799.1804
253 1305031799.216310    1305031799.216330    1305031799.2204
254 1305031799.249363    1305031799.248919    1305031799.2504
255 1305031799.282103    1305031799.282109    1305031799.2805
256 1305031799.317034    1305031799.317052    1305031799.3204
257 1305031799.349113    1305031799.345225    1305031799.3504
258 1305031799.385805    1305031799.385836    1305031799.3904
259 1305031799.449387    1305031799.449416    1305031799.4504
260 1305031799.485240    1305031799.485270    1305031799.4804
261 1305031799.517013    1305031799.517032    1305031799.5204
262 1305031799.549017    1305031799.548193    1305031799.5504
263 1305031799.581367    1305031799.581386    1305031799.5805
264 1305031799.617168    1305031799.617188    1305031799.6204
265 1305031799.649389    1305031799.649673    1305031799.6504
266 1305031799.685205    1305031799.685493    1305031799.6805
267 1305031799.717255    1305031799.717286    1305031799.7204
268 1305031799.749314    1305031799.749321    1305031799.7505
269 1305031799.785009    1305031799.785018    1305031799.7804
270 1305031799.849541    1305031799.849553    1305031799.8505
271 1305031799.885152    1305031799.885163    1305031799.8805
272 1305031799.916936    1305031799.916952    1305031799.9204
273 1305031799.949274    1305031799.949350    1305031799.9504
274 1305031799.985247    1305031799.985260    1305031799.9804
275 1305031800.017563    1305031800.017573    1305031800.0204
276 1305031800.049417    1305031800.049428    1305031800.0504
277 1305031800.085021    1305031800.085033    1305031800.0804
278 1305031800.117100    1305031800.117205    1305031800.1204
279 1305031800.149417    1305031800.149430    1305031800.1504
280 1305031800.185371    1305031800.185401    1305031800.1805
281 1305031800.217463    1305031800.217472    1305031800.2204
282 1305031800.249365    1305031800.249376    1305031800.2504
283 1305031800.285564    1305031800.285574    1305031800.2904
284 1305031800.317620    1305031800.317706    1305031800.3204
285 1305031800.353543    1305031800.353570    1305031800.3505
286 1305031800.386097    1305031800.386128    1305031800.3904
287 1305031800.453733    1305031800.453754    1305031800.4504
288 1305031800.485544    1305031800.485575    1305031800.4904
289 1305031800.517718    1305031800.517739    1305031800.5204
290 1305031800.553322    1305031800.553340    1305031800.5504
291 1305031800.585471    1305031800.585490    1305031800.5904
292 1305031800.617797    1305031800.617831    1305031800.6204
293 1305031800.653606    1305031800.653624    1305031800.6505
294 1305031800.685391    1305031800.685405    1305031800.6804
295 1305031800.753142    1305031800.753166    1305031800.7505
296 1305031800.816073    1305031800.816096    1305031800.8204
297 1305031800.853902    1305031800.853919    1305031800.8504
298 1305031800.885387    1305031800.885396    1305031800.8804
299 1305031800.917407    1305031800.917427    1305031800.9204
300 1305031800.953310    1305031800.953700    1305031800.9504
301 1305031800.985456    1305031800.985467    1305031800.9904
302 1305031801.017245    1305031801.017256    1305031801.0204
303 1305031801.053185    1305031801.053202    1305031801.0504
304 1305031801.085451    1305031801.085709    1305031801.0808
305 1305031801.118492    1305031801.117929    1305031801.1204
306 1305031801.183861    1305031801.183875    1305031801.1804
307 1305031801.253716    1305031801.253746    1305031801.2505
308 1305031801.285330    1305031801.285341    1305031801.2804
309 1305031801.317991    1305031801.318014    1305031801.3204
310 1305031801.353056    1305031801.353094    1305031801.3505
311 1305031801.385161    1305031801.385194    1305031801.3805
312 1305031801.417254    1305031801.417407    1305031801.4204
313 1305031801.453669    1305031801.453727    1305031801.4504
314 1305031801.485339    1305031801.485350    1305031801.4804
315 1305031801.521102    1305031801.521131    1305031801.5204
316 1305031801.585121    1305031801.585137    1305031801.5804
317 1305031801.621195    1305031801.621227    1305031801.6204
318 1305031801.653120    1305031801.653135    1305031801.6504
319 1305031801.685203    1305031801.685234    1305031801.6804
320 1305031801.721817    1305031801.721833    1305031801.7204
321 1305031801.785174    1305031801.785189    1305031801.7805
322 1305031801.821418    1305031801.821431    1305031801.8204
323 1305031801.885576    1305031801.885594    1305031801.8904
324 1305031801.921443    1305031801.921490    1305031801.9204
325 1305031801.953529    1305031801.953537    1305031801.9504
326 1305031801.985177    1305031801.985210    1305031801.9804
327 1305031802.019635    1305031802.019644    1305031802.0204
328 1305031802.053378    1305031802.053402    1305031802.0504
329 1305031802.085024    1305031802.085036    1305031802.0804
330 1305031802.121330    1305031802.121342    1305031802.1204
331 1305031802.153489    1305031802.153506    1305031802.1504
332 1305031802.219761    1305031802.219780    1305031802.2204
333 1305031802.253164    1305031802.253201    1305031802.2504
334 1305031802.285391    1305031802.285410    1305031802.2805
335 1305031802.321380    1305031802.321392    1305031802.3205
336 1305031802.355076    1305031802.353673    1305031802.3505
337 1305031802.421369    1305031802.421381    1305031802.4205
338 1305031802.485287    1305031802.485366    1305031802.4806
339 1305031802.521528    1305031802.521559    1305031802.5205
340 1305031802.553670    1305031802.553684    1305031802.5505
341 1305031802.585495    1305031802.585533    1305031802.5805
342 1305031802.621110    1305031802.621150    1305031802.6205
343 1305031802.685525    1305031802.685539    1305031802.6805
344 1305031802.721569    1305031802.721583    1305031802.7206
345 1305031802.781462    1305031802.789007    1305031802.7806
346 1305031802.821775    1305031802.821805    1305031802.8206
347 1305031802.853834    1305031802.853857    1305031802.8506
348 1305031802.921541    1305031802.921571    1305031802.9206
349 1305031802.954816    1305031802.954186    1305031802.9508
350 1305031803.021892    1305031803.021911    1305031803.0207
351 1305031803.053848    1305031803.053859    1305031803.0507
352 1305031803.122150    1305031803.122288    1305031803.1206
353 1305031803.153726    1305031803.153738    1305031803.1506
354 1305031803.222085    1305031803.222097    1305031803.2207
355 1305031803.253820    1305031803.253833    1305031803.2507
356 1305031803.317577    1305031803.317616    1305031803.3206
357 1305031803.353814    1305031803.353839    1305031803.3507
358 1305031803.421407    1305031803.421427    1305031803.4207
359 1305031803.481465    1305031803.489758    1305031803.4807
360 1305031803.517799    1305031803.517807    1305031803.5206
361 1305031803.553155    1305031803.553175    1305031803.5506
362 1305031803.617751    1305031803.617801    1305031803.6207
363 1305031803.655171    1305031803.654299    1305031803.6506
364 1305031803.721616    1305031803.721631    1305031803.7207
365 1305031803.753975    1305031803.754202    1305031803.7507
366 1305031803.822206    1305031803.822228    1305031803.8206
367 1305031803.854255    1305031803.854272    1305031803.8509
368 1305031803.922274    1305031803.922306    1305031803.9206
369 1305031803.953868    1305031803.953878    1305031803.9506
370 1305031804.021970    1305031804.021991    1305031804.0206
371 1305031804.081462    1305031804.090568    1305031804.0806
372 1305031804.121789    1305031804.121807    1305031804.1206
373 1305031804.181425    1305031804.190025    1305031804.1806
374 1305031804.221921    1305031804.221943    1305031804.2207
375 1305031804.281501    1305031804.289105    1305031804.2807
376 1305031804.321896    1305031804.322186    1305031804.3206
377 1305031804.381556    1305031804.388583    1305031804.3806
378 1305031804.420328    1305031804.420347    1305031804.4206
379 1305031804.481461    1305031804.488618    1305031804.4806
380 1305031804.520303    1305031804.520334    1305031804.5206
381 1305031804.581465    1305031804.588603    1305031804.5807
382 1305031804.620866    1305031804.620878    1305031804.6206
383 1305031804.681565    1305031804.689811    1305031804.6806
384 1305031804.721729    1305031804.721742    1305031804.7206
385 1305031804.781659    1305031804.794542    1305031804.7807
386 1305031804.821911    1305031804.822160    1305031804.8207
387 1305031804.881471    1305031804.889635    1305031804.8806
388 1305031804.921921    1305031804.921987    1305031804.9206
389 1305031804.981491    1305031804.989454    1305031804.9806
390 1305031805.021242    1305031805.021251    1305031805.0206
391 1305031805.081417    1305031805.088981    1305031805.0806
392 1305031805.120785    1305031805.120822    1305031805.1206
393 1305031805.181532    1305031805.188114    1305031805.1806
394 1305031805.217403    1305031805.224830    1305031805.2206
395 1305031805.249372    1305031805.256506    1305031805.2506
396 1305031805.281451    1305031805.288719    1305031805.2806
397 1305031805.317464    1305031805.324692    1305031805.3207
398 1305031805.349450    1305031805.360488    1305031805.3506
399 1305031805.381600    1305031805.392685    1305031805.3806
400 1305031805.417337    1305031805.426082    1305031805.4206
401 1305031805.449399    1305031805.455941    1305031805.4506
402 1305031805.481531    1305031805.488250    1305031805.4807
403 1305031805.517400    1305031805.524339    1305031805.5207
404 1305031805.549419    1305031805.555936    1305031805.5506
405 1305031805.581456    1305031805.587800    1305031805.5807
406 1305031805.617604    1305031805.626288    1305031805.6206
407 1305031805.649369    1305031805.653600    1305031805.6506
408 1305031805.681431    1305031805.688826    1305031805.6807
409 1305031805.717375    1305031805.724499    1305031805.7206
410 1305031805.749402    1305031805.756662    1305031805.7506
411 1305031805.781456    1305031805.788800    1305031805.7806
412 1305031805.817409    1305031805.825010    1305031805.8206
413 1305031805.849383    1305031805.856722    1305031805.8506
414 1305031805.881469    1305031805.888558    1305031805.8806
415 1305031805.917405    1305031805.924334    1305031805.9206
416 1305031805.949380    1305031805.956398    1305031805.9506
417 1305031805.981495    1305031805.990628    1305031805.9806
418 1305031806.017424    1305031806.026273    1305031806.0206
419 1305031806.049372    1305031806.056329    1305031806.0506
420 1305031806.081522    1305031806.091003    1305031806.0806
421 1305031806.117332    1305031806.126194    1305031806.1206
422 1305031806.149389    1305031806.160305    1305031806.1507
423 1305031806.181476    1305031806.186461    1305031806.1806
424 1305031806.217460    1305031806.226737    1305031806.2206
425 1305031806.249441    1305031806.256407    1305031806.2506
426 1305031806.281505    1305031806.292064    1305031806.2806
427 1305031806.317554    1305031806.324430    1305031806.3206
428 1305031806.349431    1305031806.356698    1305031806.3506
429 1305031806.381481    1305031806.388772    1305031806.3806
430 1305031806.417443    1305031806.428086    1305031806.4206
431 1305031806.449379    1305031806.458170    1305031806.4506
432 1305031806.481355    1305031806.493660    1305031806.4806
433 1305031806.517514    1305031806.531887    1305031806.5206
434 1305031806.549401    1305031806.556751    1305031806.5506
435 1305031806.581728    1305031806.594170    1305031806.5806
436 1305031806.617478    1305031806.625910    1305031806.6206
437 1305031806.649416    1305031806.660594    1305031806.6507
438 1305031806.681381    1305031806.695601    1305031806.6806
439 1305031806.717432    1305031806.725479    1305031806.7206
440 1305031806.749457    1305031806.757877    1305031806.7506
441 1305031806.781564    1305031806.793755    1305031806.7806
442 1305031806.817410    1305031806.821694    1305031806.8206
443 1305031806.849447    1305031806.857332    1305031806.8506
444 1305031806.881395    1305031806.893667    1305031806.8806
445 1305031806.917809    1305031806.925528    1305031806.9206
446 1305031806.949486    1305031806.957342    1305031806.9506
447 1305031806.981465    1305031806.994718    1305031806.9806
448 1305031807.017431    1305031807.025349    1305031807.0206
449 1305031807.049424    1305031807.057482    1305031807.0506
450 1305031807.081512    1305031807.094797    1305031807.0806
451 1305031807.117436    1305031807.125639    1305031807.1206
452 1305031807.149381    1305031807.158021    1305031807.1506
453 1305031807.181430    1305031807.193815    1305031807.1806
454 1305031807.217449    1305031807.226069    1305031807.2206
455 1305031807.249425    1305031807.258189    1305031807.2506
456 1305031807.281519    1305031807.294600    1305031807.2806
457 1305031807.317449    1305031807.325779    1305031807.3206
458 1305031807.349398    1305031807.356999    1305031807.3506
459 1305031807.381439    1305031807.394901    1305031807.3806
460 1305031807.417438    1305031807.425389    1305031807.4207
461 1305031807.449510    1305031807.456981    1305031807.4505
462 1305031807.481516    1305031807.493776    1305031807.4806
463 1305031807.517475    1305031807.525569    1305031807.5206
464 1305031807.549397    1305031807.558514    1305031807.5506
465 1305031807.581447    1305031807.593758    1305031807.5806
466 1305031807.617576    1305031807.625726    1305031807.6205
467 1305031807.649399    1305031807.657923    1305031807.6506
468 1305031807.681493    1305031807.695218    1305031807.6806
469 1305031807.717426    1305031807.725763    1305031807.7206
470 1305031807.749401    1305031807.763921    1305031807.7506
471 1305031807.781497    1305031807.794370    1305031807.7806
472 1305031807.817444    1305031807.825649    1305031807.8206
473 1305031807.849449    1305031807.862767    1305031807.8506
474 1305031807.881470    1305031807.895051    1305031807.8806
475 1305031807.917395    1305031807.922091    1305031807.9206
476 1305031807.949413    1305031807.960371    1305031807.9505
477 1305031807.981324    1305031807.990310    1305031807.9806
478 1305031808.017397    1305031808.025493    1305031808.0206
479 1305031808.049392    1305031808.060837    1305031808.0508
480 1305031808.081430    1305031808.094509    1305031808.0806
481 1305031808.117668    1305031808.124869    1305031808.1206
482 1305031808.149433    1305031808.160774    1305031808.1506
483 1305031808.181601    1305031808.193540    1305031808.1806
484 1305031808.217427    1305031808.224541    1305031808.2206
485 1305031808.249410    1305031808.259528    1305031808.2506
486 1305031808.281466    1305031808.292602    1305031808.2805
487 1305031808.317395    1305031808.324524    1305031808.3206
488 1305031808.349431    1305031808.362374    1305031808.3505
489 1305031808.381824    1305031808.394090    1305031808.3805
490 1305031808.417419    1305031808.427040    1305031808.4206
491 1305031808.449356    1305031808.462622    1305031808.4506
492 1305031808.481442    1305031808.493893    1305031808.4806
493 1305031808.517409    1305031808.524551    1305031808.5206
494 1305031808.549430    1305031808.561866    1305031808.5506
495 1305031808.581470    1305031808.590231    1305031808.5805
496 1305031808.617470    1305031808.624717    1305031808.6206
497 1305031808.649371    1305031808.661004    1305031808.6506
498 1305031808.681415    1305031808.692608    1305031808.6806
499 1305031808.717501    1305031808.724581    1305031808.7206
500 1305031808.749404    1305031808.761035    1305031808.7506
501 1305031808.781467    1305031808.792909    1305031808.7806
502 1305031808.817546    1305031808.824645    1305031808.8206
503 1305031808.849389    1305031808.860603    1305031808.8506
504 1305031808.881454    1305031808.894236    1305031808.8806
505 1305031808.917405    1305031808.924712    1305031808.9206
506 1305031808.949458    1305031808.960766    1305031808.9506
507 1305031808.981550    1305031808.994453    1305031808.9806
508 1305031809.017420    1305031809.029773    1305031809.0206
509 1305031809.049495    1305031809.063418    1305031809.0506
510 1305031809.081521    1305031809.097271    1305031809.0806
511 1305031809.117517    1305031809.131663    1305031809.1206
512 1305031809.149422    1305031809.161507    1305031809.1506
513 1305031809.181454    1305031809.194288    1305031809.1806
514 1305031809.217451    1305031809.229538    1305031809.2206
515 1305031809.249425    1305031809.261343    1305031809.2505
516 1305031809.281664    1305031809.294460    1305031809.2806
517 1305031809.317409    1305031809.330064    1305031809.3206
518 1305031809.349286    1305031809.359534    1305031809.3505
519 1305031809.381405    1305031809.393838    1305031809.3805
520 1305031809.417304    1305031809.428411    1305031809.4206
521 1305031809.449429    1305031809.462164    1305031809.4505
522 1305031809.481493    1305031809.493873    1305031809.4805
523 1305031809.517383    1305031809.530074    1305031809.5206
524 1305031809.549381    1305031809.563364    1305031809.5506
525 1305031809.581443    1305031809.594021    1305031809.5806
526 1305031809.617447    1305031809.631035    1305031809.6205
527 1305031809.649447    1305031809.662949    1305031809.6506
528 1305031809.681564    1305031809.693782    1305031809.6806
529 1305031809.717482    1305031809.731309    1305031809.7208
530 1305031809.749405    1305031809.758942    1305031809.7505
531 1305031809.781560    1305031809.793369    1305031809.7806
532 1305031809.817472    1305031809.830391    1305031809.8206
533 1305031809.849358    1305031809.861943    1305031809.8506
534 1305031809.881617    1305031809.895169    1305031809.8806
535 1305031809.917383    1305031809.929860    1305031809.9206
536 1305031809.949442    1305031809.963228    1305031809.9506
