freiburg3_long_office_household
image      depth      pose
53 1341847982.498616    1341847982.498627    1341847982.5001
54 1341847982.530757    1341847982.530781    1341847982.5302
55 1341847982.566660    1341847982.566676    1341847982.5700
56 1341847982.598726    1341847982.598757    1341847982.6000
57 1341847982.630723    1341847982.630827    1341847982.6300
58 1341847982.666620    1341847982.666629    1341847982.6700
59 1341847982.698638    1341847982.698652    1341847982.7000
60 1341847982.730674    1341847982.731415    1341847982.7305
61 1341847982.766706    1341847982.766748    1341847982.7701
62 1341847982.798737    1341847982.798982    1341847982.8001
63 1341847982.834747    1341847982.834818    1341847982.8300
64 1341847982.866670    1341847982.866706    1341847982.8600
65 1341847982.898700    1341847982.898764    1341847982.9001
66 1341847982.934803    1341847982.934825    1341847982.9300
67 1341847982.966708    1341847982.966733    1341847982.9701
68 1341847982.998783    1341847982.998830    1341847983.0002
69 1341847983.034693    1341847983.034747    1341847983.0300
70 1341847983.066707    1341847983.066757    1341847983.0700
71 1341847983.102757    1341847983.102773    1341847983.1000
72 1341847983.134717    1341847983.134819    1341847983.1300
73 1341847983.166651    1341847983.166667    1341847983.1700
74 1341847983.202653    1341847983.202670    1341847983.2001
75 1341847983.234717    1341847983.235241    1341847983.2300
76 1341847983.266753    1341847983.266928    1341847983.2724
77 1341847983.302701    1341847983.302721    1341847983.3001
78 1341847983.334718    1341847983.334745    1341847983.3300
79 1341847983.370887    1341847983.370946    1341847983.3701
80 1341847983.402670    1341847983.402685    1341847983.4000
81 1341847983.434705    1341847983.434724    1341847983.4300
82 1341847983.470674    1341847983.470687    1341847983.4700
83 1341847983.502767    1341847983.502784    1341847983.5000
84 1341847983.534806    1341847983.535375    1341847983.5299
85 1341847983.570684    1341847983.570707    1341847983.5700
86 1341847983.602741    1341847983.602750    1341847983.6001
87 1341847983.638729    1341847983.638747    1341847983.6400
88 1341847983.670715    1341847983.638747    1341847983.6700
89 1341847983.702857    1341847983.702880    1341847983.7000
90 1341847983.738736    1341847983.738756    1341847983.7407
91 1341847983.770707    1341847983.770716    1341847983.7701
92 1341847983.806672    1341847983.806687    1341847983.8108
93 1341847983.838719    1341847983.838762    1341847983.8401
94 1341847983.870712    1341847983.870739    1341847983.8700
95 1341847983.906692    1341847983.906718    1341847983.9106
96 1341847983.938757    1341847983.938781    1341847983.9400
97 1341847983.970809    1341847983.971345    1341847983.9700
98 1341847984.006722    1341847984.006741    1341847984.0115
99 1341847984.038718    1341847984.038747    1341847984.0414
100 1341847984.074737    1341847984.074751    1341847984.0700
101 1341847984.106759    1341847984.106788    1341847984.1100
102 1341847984.138698    1341847984.138713    1341847984.1424
103 1341847984.174831    1341847984.174870    1341847984.1701
104 1341847984.206711    1341847984.206723    1341847984.2101
105 1341847984.238670    1341847984.238681    1341847984.2400
106 1341847984.274795    1341847984.274814    1341847984.2703
107 1341847984.306662    1341847984.306728    1341847984.3100
108 1341847984.343094    1341847984.343117    1341847984.3401
109 1341847984.374794    1341847984.343117    1341847984.3700
110 1341847984.406718    1341847984.406738    1341847984.4100
111 1341847984.442894    1341847984.443623    1341847984.4402
112 1341847984.474640    1341847984.474678    1341847984.4700
113 1341847984.506747    1341847984.506771    1341847984.5100
114 1341847984.542747    1341847984.542793    1341847984.5400
115 1341847984.574807    1341847984.574826    1341847984.5700
116 1341847984.610792    1341847984.611288    1341847984.6101
117 1341847984.642667    1341847984.642687    1341847984.6400
118 1341847984.674804    1341847984.674831    1341847984.6700
119 1341847984.710651    1341847984.710661    1341847984.7144
120 1341847984.743352    1341847984.743366    1341847984.7400
121 1341847984.778881    1341847984.778893    1341847984.7800
122 1341847984.810639    1341847984.810686    1341847984.8100
123 1341847984.842655    1341847984.842727    1341847984.8404
124 1341847984.878779    1341847984.878804    1341847984.8800
125 1341847984.910613    1341847984.910638    1341847984.9100
126 1341847984.943053    1341847984.943074    1341847984.9400
127 1341847984.979236    1341847984.979255    1341847984.9800
128 1341847985.010633    1341847985.010645    1341847985.0100
129 1341847985.046612    1341847985.046651    1341847985.0502
130 1341847985.078667    1341847985.078715    1341847985.0800
131 1341847985.110771    1341847985.110785    1341847985.1100
132 1341847985.146824    1341847985.146837    1341847985.1500
133 1341847985.178699    1341847985.178715    1341847985.1800
134 1341847985.210840    1341847985.210881    1341847985.2100
135 1341847985.246735    1341847985.246755    1341847985.2501
136 1341847985.278902    1341847985.279393    1341847985.2800
137 1341847985.314648    1341847985.314667    1341847985.3100
138 1341847985.346842    1341847985.347567    1341847985.3500
139 1341847985.378830    1341847985.379393    1341847985.3800
140 1341847985.414650    1341847985.414665    1341847985.4101
141 1341847985.446854    1341847985.446867    1341847985.4500
142 1341847985.478685    1341847985.478701    1341847985.4800
143 1341847985.514673    1341847985.515080    1341847985.5100
144 1341847985.546814    1341847985.547228    1341847985.5522
145 1341847985.582581    1341847985.582613    1341847985.5800
146 1341847985.614773    1341847985.614794    1341847985.6100
147 1341847985.647097    1341847985.647135    1341847985.6500
148 1341847985.682842    1341847985.682855    1341847985.6801
149 1341847985.714719    1341847985.714738    1341847985.7100
150 1341847985.746954    1341847985.747012    1341847985.7501
151 1341847985.782765    1341847985.782792    1341847985.7800
152 1341847985.814703    1341847985.814724    1341847985.8108
153 1341847985.850739    1341847985.850752    1341847985.8500
154 1341847985.882782    1341847985.882825    1341847985.8800
155 1341847985.914968    1341847985.915001    1341847985.9100
156 1341847985.950751    1341847985.950789    1341847985.9501
157 1341847985.982712    1341847985.983184    1341847985.9800
158 1341847986.018756    1341847986.018774    1341847986.0200
159 1341847986.051991    1341847986.052003    1341847986.0501
160 1341847986.118719    1341847986.118737    1341847986.1208
161 1341847986.150636    1341847986.150649    1341847986.1501
162 1341847986.182648    1341847986.182659    1341847986.1800
163 1341847986.218674    1341847986.218696    1341847986.2200
164 1341847986.250584    1341847986.250603    1341847986.2500
165 1341847986.286733    1341847986.286745    1341847986.2900
166 1341847986.326156    1341847986.326815    1341847986.3225
167 1341847986.359210    1341847986.360005    1341847986.3601
168 1341847986.394467    1341847986.395174    1341847986.3900
169 1341847986.425858    1341847986.425890    1341847986.4304
170 1341847986.457691    1341847986.458500    1341847986.4600
171 1341847986.493735    1341847986.493756    1341847986.4900
172 1341847986.525772    1341847986.525809    1341847986.5299
173 1341847986.561706    1341847986.561718    1341847986.5600
174 1341847986.593712    1341847986.594246    1341847986.5899
175 1341847986.625740    1341847986.625755    1341847986.6309
176 1341847986.661920    1341847986.662611    1341847986.6600
177 1341847986.693739    1341847986.693835    1341847986.6899
178 1341847986.725896    1341847986.726876    1341847986.7300
179 1341847986.762616    1341847986.762633    1341847986.7601
180 1341847986.829823    1341847986.829832    1341847986.8347
181 1341847986.861756    1341847986.886842    1341847986.8600
182 1341847986.922699    1341847986.922755    1341847986.9200
183 1341847986.954690    1341847986.954745    1341847986.9499
184 1341847986.990631    1341847986.990660    1341847986.9900
185 1341847987.022895    1341847987.022913    1341847987.0200
186 1341847987.054629    1341847987.054639    1341847987.0501
187 1341847987.091223    1341847987.091553    1341847987.0900
188 1341847987.123199    1341847987.123270    1341847987.1199
189 1341847987.154654    1341847987.123270    1341847987.1499
190 1341847987.190716    1341847987.190730    1341847987.1899
191 1341847987.222678    1341847987.190730    1341847987.2217
192 1341847987.259261    1341847987.259272    1341847987.2600
193 1341847987.290653    1341847987.291556    1341847987.2899
194 1341847987.322780    1341847987.322841    1341847987.3199
195 1341847987.358780    1341847987.390738    1341847987.3605
196 1341847987.390720    1341847987.390738    1341847987.3900
197 1341847987.422820    1341847987.423694    1341847987.4199
198 1341847987.458620    1341847987.458651    1341847987.4622
199 1341847987.490754    1341847987.490783    1341847987.4899
200 1341847987.526761    1341847987.526770    1341847987.5300
201 1341847987.558679    1341847987.558708    1341847987.5646
202 1341847987.590776    1341847987.590797    1341847987.5899
203 1341847987.626925    1341847987.626940    1341847987.6301
204 1341847987.658922    1341847987.659671    1341847987.6600
205 1341847987.691638    1341847987.691690    1341847987.6900
206 1341847987.726721    1341847987.726755    1341847987.7308
207 1341847987.758741    1341847987.758755    1341847987.7600
208 1341847987.794708    1341847987.795290    1341847987.7900
209 1341847987.826748    1341847987.826758    1341847987.8300
210 1341847987.865879    1341847987.865947    1341847987.8700
211 1341847987.897796    1341847987.897811    1341847987.8999
212 1341847987.933722    1341847987.933810    1341847987.9319
213 1341847987.965806    1341847987.965906    1341847987.9701
214 1341847987.997794    1341847987.997809    1341847988.0001
215 1341847988.033757    1341847988.033804    1341847988.0300
216 1341847988.065746    1341847988.066172    1341847988.0700
217 1341847988.098165    1341847988.098177    1341847988.1000
218 1341847988.133763    1341847988.133778    1341847988.1301
219 1341847988.165801    1341847988.165826    1341847988.1700
220 1341847988.201710    1341847988.201741    1341847988.2000
221 1341847988.233777    1341847988.233789    1341847988.2299
222 1341847988.265702    1341847988.265717    1341847988.2700
223 1341847988.301776    1341847988.301805    1341847988.3001
224 1341847988.333739    1341847988.333771    1341847988.3300
225 1341847988.369715    1341847988.369734    1341847988.3760
226 1341847988.401745    1341847988.401770    1341847988.4000
227 1341847988.433996    1341847988.434023    1341847988.4299
228 1341847988.469742    1341847988.469802    1341847988.4700
229 1341847988.502496    1341847988.502545    1341847988.5046
230 1341847988.537778    1341847988.537793    1341847988.5400
231 1341847988.569700    1341847988.569710    1341847988.5700
232 1341847988.601796    1341847988.601811    1341847988.6026
233 1341847988.637768    1341847988.637776    1341847988.6423
234 1341847988.669807    1341847988.669832    1341847988.6721
235 1341847988.706192    1341847988.706208    1341847988.7099
236 1341847988.737940    1341847988.737953    1341847988.7400
237 1341847988.769740    1341847988.769758    1341847988.7700
238 1341847988.806051    1341847988.806076    1341847988.8103
239 1341847988.837897    1341847988.837915    1341847988.8399
240 1341847988.873917    1341847988.873942    1341847988.8700
241 1341847988.937824    1341847988.937882    1341847988.9400
242 1341847988.998737    1341847988.998765    1341847988.9999
243 1341847989.034678    1341847989.034698    1341847989.0300
244 1341847989.066658    1341847989.066676    1341847989.0700
245 1341847989.098821    1341847989.099249    1341847989.1000
246 1341847989.134676    1341847989.134698    1341847989.1301
247 1341847989.166672    1341847989.166691    1341847989.1700
248 1341847989.202743    1341847989.202772    1341847989.2000
249 1341847989.234728    1341847989.234770    1341847989.2300
250 1341847989.266651    1341847989.266663    1341847989.2700
251 1341847989.302773    1341847989.302804    1341847989.3000
252 1341847989.334871    1341847989.334903    1341847989.3300
253 1341847989.366685    1341847989.366730    1341847989.3701
254 1341847989.402777    1341847989.402790    1341847989.4000
255 1341847989.434824    1341847989.434864    1341847989.4299
256 1341847989.470712    1341847989.470743    1341847989.4700
257 1341847989.502614    1341847989.502627    1341847989.4999
258 1341847989.534687    1341847989.534720    1341847989.5300
259 1341847989.570705    1341847989.570732    1341847989.5700
260 1341847989.602804    1341847989.603280    1341847989.6000
261 1341847989.634745    1341847989.634762    1341847989.6301
262 1341847989.670627    1341847989.670637    1341847989.6701
263 1341847989.702606    1341847989.702641    1341847989.7000
264 1341847989.738929    1341847989.739046    1341847989.7401
265 1341847989.770735    1341847989.770752    1341847989.7700
266 1341847989.802890    1341847989.802917    1341847989.8000
267 1341847989.838780    1341847989.838797    1341847989.8400
268 1341847989.870960    1341847989.870960    1341847989.8700
269 1341847989.902718    1341847989.902737    1341847989.9001
270 1341847989.938921    1341847989.939021    1341847989.9400
271 1341847989.970730    1341847989.970757    1341847989.9702
272 1341847990.006923    1341847990.006941    1341847990.0100
273 1341847990.039001    1341847990.039022    1341847990.0400
274 1341847990.070686    1341847990.070724    1341847990.0700
275 1341847990.106701    1341847990.106746    1341847990.1100
276 1341847990.139194    1341847990.139215    1341847990.1400
277 1341847990.171055    1341847990.171115    1341847990.1703
278 1341847990.207022    1341847990.207058    1341847990.2100
279 1341847990.238920    1341847990.238939    1341847990.2400
280 1341847990.274709    1341847990.274725    1341847990.2700
281 1341847990.306743    1341847990.307302    1341847990.3103
282 1341847990.339079    1341847990.339128    1341847990.3402
283 1341847990.374663    1341847990.374681    1341847990.3705
284 1341847990.406760    1341847990.407262    1341847990.4127
285 1341847990.442575    1341847990.442590    1341847990.4403
286 1341847990.474644    1341847990.474662    1341847990.4700
287 1341847990.506783    1341847990.506835    1341847990.5100
288 1341847990.542835    1341847990.542844    1341847990.5400
289 1341847990.574711    1341847990.574721    1341847990.5699
290 1341847990.606790    1341847990.574721    1341847990.6100
291 1341847990.642783    1341847990.642801    1341847990.6399
292 1341847990.674787    1341847990.674803    1341847990.6700
293 1341847990.710795    1341847990.711535    1341847990.7100
294 1341847990.742712    1341847990.742736    1341847990.7400
295 1341847990.774671    1341847990.774681    1341847990.7699
296 1341847990.810771    1341847990.810817    1341847990.8105
297 1341847990.842713    1341847990.842732    1341847990.8401
298 1341847990.874745    1341847990.874776    1341847990.8699
299 1341847990.910825    1341847990.910852    1341847990.9100
300 1341847990.942685    1341847990.942701    1341847990.9404
301 1341847990.978824    1341847990.978843    1341847990.9800
302 1341847991.010797    1341847991.011241    1341847991.0100
303 1341847991.042752    1341847991.042762    1341847991.0399
304 1341847991.078680    1341847991.078699    1341847991.0808
305 1341847991.111319    1341847991.111338    1341847991.1102
306 1341847991.142784    1341847991.142813    1341847991.1400
307 1341847991.178778    1341847991.178815    1341847991.1801
308 1341847991.210687    1341847991.210701    1341847991.2100
309 1341847991.246842    1341847991.246874    1341847991.2500
310 1341847991.278726    1341847991.278763    1341847991.2805
311 1341847991.310807    1341847991.310849    1341847991.3108
312 1341847991.346722    1341847991.346739    1341847991.3499
313 1341847991.378800    1341847991.378827    1341847991.3800
314 1341847991.414715    1341847991.414740    1341847991.4100
315 1341847991.446744    1341847991.446753    1341847991.4500
316 1341847991.478824    1341847991.478846    1341847991.4826
317 1341847991.514709    1341847991.514730    1341847991.5100
318 1341847991.546725    1341847991.546739    1341847991.5500
319 1341847991.578804    1341847991.578924    1341847991.5800
320 1341847991.614853    1341847991.614880    1341847991.6100
321 1341847991.646714    1341847991.646733    1341847991.6506
322 1341847991.689872    1341847991.689946    1341847991.6900
323 1341847991.746823    1341847991.746844    1341847991.7499
324 1341847991.782657    1341847991.782683    1341847991.7810
325 1341847991.814748    1341847991.814763    1341847991.8099
326 1341847991.846729    1341847991.846745    1341847991.8500
327 1341847991.882784    1341847991.882794    1341847991.8821
328 1341847991.915817    1341847991.915861    1341847991.9202
329 1341847991.950761    1341847991.951013    1341847991.9500
330 1341847991.982826    1341847991.982873    1341847991.9799
331 1341847992.014724    1341847992.014777    1341847992.0100
332 1341847992.050647    1341847992.050662    1341847992.0500
333 1341847992.082793    1341847992.082807    1341847992.0800
334 1341847992.114842    1341847992.114861    1341847992.1100
335 1341847992.150789    1341847992.150826    1341847992.1500
336 1341847992.182813    1341847992.182830    1341847992.1799
337 1341847992.218736    1341847992.218794    1341847992.2199
338 1341847992.250652    1341847992.250777    1341847992.2500
339 1341847992.282910    1341847992.250777    1341847992.2800
340 1341847992.318683    1341847992.318697    1341847992.3200
341 1341847992.350695    1341847992.350709    1341847992.3500
342 1341847992.382858    1341847992.382868    1341847992.3800
343 1341847992.418855    1341847992.418869    1341847992.4200
344 1341847992.450822    1341847992.450837    1341847992.4499
345 1341847992.486713    1341847992.487395    1341847992.4900
346 1341847992.518735    1341847992.518771    1341847992.5199
347 1341847992.550596    1341847992.550630    1341847992.5499
348 1341847992.586730    1341847992.586755    1341847992.5900
349 1341847992.618832    1341847992.618846    1341847992.6200
350 1341847992.654692    1341847992.654748    1341847992.6537
351 1341847992.686829    1341847992.686855    1341847992.6900
352 1341847992.718718    1341847992.718740    1341847992.7200
353 1341847992.754765    1341847992.754788    1341847992.7500
354 1341847992.786631    1341847992.786663    1341847992.7900
355 1341847992.818723    1341847992.818748    1341847992.8210
356 1341847992.854856    1341847992.854878    1341847992.8500
357 1341847992.886610    1341847992.886642    1341847992.8900
358 1341847992.922713    1341847992.922733    1341847992.9204
359 1341847992.954645    1341847992.955395    1341847992.9499
360 1341847992.986720    1341847992.986737    1341847992.9900
361 1341847993.022736    1341847993.022781    1341847993.0199
362 1341847993.054757    1341847993.054770    1341847993.0499
363 1341847993.086751    1341847993.086778    1341847993.0902
364 1341847993.122668    1341847993.122697    1341847993.1199
365 1341847993.154688    1341847993.154697    1341847993.1499
366 1341847993.190779    1341847993.190813    1341847993.1929
367 1341847993.222703    1341847993.222720    1341847993.2200
368 1341847993.261799    1341847993.261866    1341847993.2600
369 1341847993.322794    1341847993.322820    1341847993.3199
370 1341847993.354702    1341847993.354727    1341847993.3499
371 1341847993.390722    1341847993.391295    1341847993.3899
372 1341847993.422745    1341847993.422772    1341847993.4200
373 1341847993.458848    1341847993.458981    1341847993.4601
374 1341847993.490680    1341847993.490694    1341847993.4901
375 1341847993.522707    1341847993.522726    1341847993.5202
376 1341847993.558719    1341847993.558743    1341847993.5599
377 1341847993.590981    1341847993.591005    1341847993.5901
378 1341847993.626764    1341847993.626777    1341847993.6299
379 1341847993.658928    1341847993.658977    1341847993.6601
380 1341847993.690739    1341847993.691246    1341847993.6899
381 1341847993.727062    1341847993.727881    1341847993.7299
382 1341847993.758693    1341847993.727881    1341847993.7599
383 1341847993.790887    1341847993.791002    1341847993.7900
384 1341847993.826735    1341847993.826846    1341847993.8327
385 1341847993.858891    1341847993.858904    1341847993.8600
386 1341847993.901726    1341847993.902671    1341847993.8999
387 1341847993.933661    1341847993.933692    1341847993.9303
388 1341847993.965821    1341847993.965832    1341847993.9700
389 1341847994.001991    1341847994.002756    1341847993.9999
390 1341847994.034008    1341847994.034124    1341847994.0300
391 1341847994.065706    1341847994.065765    1341847994.0700
392 1341847994.101772    1341847994.101785    1341847994.0999
393 1341847994.133885    1341847994.133915    1341847994.1300
394 1341847994.169705    1341847994.169723    1341847994.1700
395 1341847994.201675    1341847994.201710    1341847994.1999
396 1341847994.233618    1341847994.233648    1341847994.2299
397 1341847994.269680    1341847994.269699    1341847994.2699
398 1341847994.301751    1341847994.301791    1341847994.3000
399 1341847994.333755    1341847994.333773    1341847994.3299
400 1341847994.369712    1341847994.369729    1341847994.3699
401 1341847994.401655    1341847994.401681    1341847994.4000
402 1341847994.433802    1341847994.434241    1341847994.4300
403 1341847994.469690    1341847994.469702    1341847994.4703
404 1341847994.501736    1341847994.501770    1341847994.4999
405 1341847994.537738    1341847994.537760    1341847994.5399
406 1341847994.569734    1341847994.570212    1341847994.5783
407 1341847994.601688    1341847994.601735    1341847994.6000
408 1341847994.637836    1341847994.637851    1341847994.6400
409 1341847994.669750    1341847994.669907    1341847994.6700
410 1341847994.701643    1341847994.701657    1341847994.7000
411 1341847994.769803    1341847994.769892    1341847994.7699
412 1341847994.831306    1341847994.831318    1341847994.8301
413 1341847994.866828    1341847994.866892    1341847994.8699
414 1341847994.898727    1341847994.898740    1341847994.9017
415 1341847994.930711    1341847994.930781    1341847994.9300
416 1341847994.966673    1341847994.966794    1341847994.9699
417 1341847994.998679    1341847994.998726    1341847994.9999
418 1341847995.030768    1341847995.030829    1341847995.0299
419 1341847995.066673    1341847995.066736    1341847995.0699
420 1341847995.098711    1341847995.098802    1341847995.1018
421 1341847995.134939    1341847995.134968    1341847995.1399
422 1341847995.166644    1341847995.166683    1341847995.1704
423 1341847995.198787    1341847995.198800    1341847995.1999
424 1341847995.234663    1341847995.234690    1341847995.2299
425 1341847995.266776    1341847995.266841    1341847995.2699
426 1341847995.298812    1341847995.298807    1341847995.3007
427 1341847995.334686    1341847995.334708    1341847995.3299
428 1341847995.366701    1341847995.366716    1341847995.3700
429 1341847995.402793    1341847995.402804    1341847995.4002
430 1341847995.434743    1341847995.434769    1341847995.4299
431 1341847995.466776    1341847995.466791    1341847995.4699
432 1341847995.502702    1341847995.502726    1341847995.5034
433 1341847995.534752    1341847995.534803    1341847995.5299
434 1341847995.566681    1341847995.566696    1341847995.5699
435 1341847995.602698    1341847995.602714    1341847995.6000
436 1341847995.634814    1341847995.634845    1341847995.6299
437 1341847995.670769    1341847995.670798    1341847995.6705
438 1341847995.702780    1341847995.702795    1341847995.7001
439 1341847995.734774    1341847995.734786    1341847995.7301
440 1341847995.770704    1341847995.770716    1341847995.7709
441 1341847995.802752    1341847995.802771    1341847995.7999
442 1341847995.838779    1341847995.838812    1341847995.8399
443 1341847995.870641    1341847995.870667    1341847995.8710
444 1341847995.902803    1341847995.902829    1341847995.9000
445 1341847995.938733    1341847995.938742    1341847995.9400
446 1341847995.970733    1341847995.970762    1341847995.9745
447 1341847996.002709    1341847996.002725    1341847995.9999
448 1341847996.038762    1341847996.038793    1341847996.0400
449 1341847996.070721    1341847996.070742    1341847996.0699
450 1341847996.106729    1341847996.106752    1341847996.1099
451 1341847996.138845    1341847996.138877    1341847996.1399
452 1341847996.170714    1341847996.170740    1341847996.1700
453 1341847996.206643    1341847996.206677    1341847996.2099
454 1341847996.239003    1341847996.239037    1341847996.2399
455 1341847996.270754    1341847996.270779    1341847996.2706
456 1341847996.306636    1341847996.338989    1341847996.3131
457 1341847996.338944    1341847996.338989    1341847996.3403
458 1341847996.374711    1341847996.374732    1341847996.3701
459 1341847996.406705    1341847996.406731    1341847996.4101
460 1341847996.438632    1341847996.438706    1341847996.4403
461 1341847996.474783    1341847996.474837    1341847996.4699
462 1341847996.506707    1341847996.506720    1341847996.5100
463 1341847996.538771    1341847996.538791    1341847996.5399
464 1341847996.574796    1341847996.574812    1341847996.5700
465 1341847996.607104    1341847996.607158    1341847996.6099
466 1341847996.642752    1341847996.642767    1341847996.6399
467 1341847996.674774    1341847996.674789    1341847996.6699
468 1341847996.706896    1341847996.706910    1341847996.7100
469 1341847996.742663    1341847996.742685    1341847996.7400
470 1341847996.774747    1341847996.774759    1341847996.7699
471 1341847996.806787    1341847996.806842    1341847996.8105
472 1341847996.842763    1341847996.842787    1341847996.8399
473 1341847996.874766    1341847996.874793    1341847996.8699
474 1341847996.910785    1341847996.911011    1341847996.9099
475 1341847996.942686    1341847996.943167    1341847996.9399
476 1341847996.974782    1341847996.974796    1341847996.9700
477 1341847997.010744    1341847997.010766    1341847997.0100
478 1341847997.042675    1341847997.042684    1341847997.0399
479 1341847997.078725    1341847997.078744    1341847997.0799
480 1341847997.110693    1341847997.078744    1341847997.1099
481 1341847997.142993    1341847997.143035    1341847997.1401
482 1341847997.178794    1341847997.178824    1341847997.1799
483 1341847997.210888    1341847997.210908    1341847997.2099
484 1341847997.242959    1341847997.242983    1341847997.2399
485 1341847997.278756    1341847997.279364    1341847997.2799
486 1341847997.311412    1341847997.311453    1341847997.3099
487 1341847997.346642    1341847997.346654    1341847997.3401
488 1341847997.378668    1341847997.378700    1341847997.3805
489 1341847997.410817    1341847997.411689    1341847997.4100
490 1341847997.446693    1341847997.446712    1341847997.4499
491 1341847997.478752    1341847997.478763    1341847997.4800
492 1341847997.510941    1341847997.511370    1341847997.5100
493 1341847997.546599    1341847997.546615    1341847997.5499
494 1341847997.578740    1341847997.578767    1341847997.5800
495 1341847997.614736    1341847997.614761    1341847997.6099
496 1341847997.646995    1341847997.647012    1341847997.6499
497 1341847997.678842    1341847997.678858    1341847997.6799
498 1341847997.714639    1341847997.714649    1341847997.7100
499 1341847997.746602    1341847997.746633    1341847997.7508
500 1341847997.778734    1341847997.778758    1341847997.7800
501 1341847997.814628    1341847997.846947    1341847997.8100
502 1341847997.846906    1341847997.846947    1341847997.8500
503 1341847997.882641    1341847997.883109    1341847997.8799
504 1341847997.915169    1341847997.915187    1341847997.9099
505 1341847997.946999    1341847997.947048    1341847997.9500
506 1341847997.982715    1341847997.982857    1341847997.9829
507 1341847998.014866    1341847998.014891    1341847998.0099
508 1341847998.050805    1341847998.050878    1341847998.0500
509 1341847998.082631    1341847998.082647    1341847998.0799
510 1341847998.122275    1341847998.123265    1341847998.1199
511 1341847998.154051    1341847998.154516    1341847998.1501
512 1341847998.185663    1341847998.185678    1341847998.1900
513 1341847998.253760    1341847998.253822    1341847998.2499
514 1341847998.318804    1341847998.318825    1341847998.3199
515 1341847998.351206    1341847998.351221    1341847998.3499
516 1341847998.382723    1341847998.382744    1341847998.3799
517 1341847998.419237    1341847998.419264    1341847998.4200
518 1341847998.450786    1341847998.450814    1341847998.4499
519 1341847998.484037    1341847998.484057    1341847998.4799
520 1341847998.518722    1341847998.518744    1341847998.5200
521 1341847998.550746    1341847998.550766    1341847998.5499
522 1341847998.586740    1341847998.586754    1341847998.5899
523 1341847998.618771    1341847998.618853    1341847998.6224
524 1341847998.650736    1341847998.650754    1341847998.6499
525 1341847998.686862    1341847998.686872    1341847998.6899
526 1341847998.718741    1341847998.718754    1341847998.7199
527 1341847998.750838    1341847998.750862    1341847998.7500
528 1341847998.786762    1341847998.786777    1341847998.7900
529 1341847998.818756    1341847998.818773    1341847998.8257
530 1341847998.854711    1341847998.854733    1341847998.8499
531 1341847998.886699    1341847998.886727    1341847998.8899
532 1341847998.918666    1341847998.918681    1341847998.9199
533 1341847998.954799    1341847998.954812    1341847998.9499
534 1341847998.986722    1341847998.986738    1341847998.9899
535 1341847999.018809    1341847999.018827    1341847999.0202
