freiburg1_xyz
image      depth      pose
129 1305031106.475345    1305031106.466046    1305031106.4758
130 1305031106.511129    1305031106.498096    1305031106.5159
131 1305031106.543302    1305031106.528267    1305031106.5458
132 1305031106.575282    1305031106.564414    1305031106.5758
133 1305031106.611151    1305031106.597879    1305031106.6158
134 1305031106.643207    1305031106.630776    1305031106.6458
135 1305031106.675279    1305031106.667282    1305031106.6758
136 1305031106.711508    1305031106.699110    1305031106.7158
137 1305031106.743341    1305031106.729550    1305031106.7458
138 1305031106.775390    1305031106.767126    1305031106.7758
139 1305031106.811289    1305031106.798309    1305031106.8158
140 1305031106.843416    1305031106.830652    1305031106.8458
141 1305031106.875905    1305031106.866893    1305031106.8760
142 1305031106.911243    1305031106.897828    1305031106.9158
143 1305031106.943439    1305031106.930797    1305031106.9458
144 1305031106.975547    1305031106.967232    1305031106.9758
145 1305031107.011576    1305031106.998876    1305031107.0158
146 1305031107.043281    1305031107.030348    1305031107.0458
147 1305031107.075432    1305031107.066405    1305031107.0759
148 1305031107.111229    1305031107.098268    1305031107.1158
149 1305031107.143260    1305031107.130308    1305031107.1458
150 1305031107.175399    1305031107.165964    1305031107.1758
151 1305031107.211358    1305031107.198208    1305031107.2158
152 1305031107.243378    1305031107.235026    1305031107.2458
153 1305031107.275398    1305031107.267071    1305031107.2758
154 1305031107.311226    1305031107.299273    1305031107.3158
155 1305031107.343509    1305031107.334800    1305031107.3458
156 1305031107.375413    1305031107.367183    1305031107.3758
157 1305031107.411271    1305031107.399345    1305031107.4158
158 1305031107.443419    1305031107.434926    1305031107.4458
159 1305031107.475377    1305031107.467141    1305031107.4758
160 1305031107.511352    1305031107.498426    1305031107.5158
161 1305031107.543605    1305031107.534830    1305031107.5457
162 1305031107.575454    1305031107.567015    1305031107.5758
163 1305031107.611271    1305031107.598904    1305031107.6158
164 1305031107.643323    1305031107.634944    1305031107.6458
165 1305031107.675568    1305031107.667179    1305031107.6758
166 1305031107.711307    1305031107.699390    1305031107.7157
167 1305031107.743538    1305031107.735041    1305031107.7458
168 1305031107.775802    1305031107.767895    1305031107.7758
169 1305031107.811596    1305031107.799544    1305031107.8158
170 1305031107.843332    1305031107.835751    1305031107.8459
171 1305031107.875358    1305031107.863505    1305031107.8757
172 1305031107.911541    1305031107.899222    1305031107.9158
173 1305031107.943122    1305031107.933609    1305031107.9458
174 1305031107.975807    1305031107.964840    1305031107.9758
175 1305031108.011320    1305031107.998469    1305031108.0159
176 1305031108.043418    1305031108.034824    1305031108.0458
177 1305031108.075352    1305031108.067271    1305031108.0758
178 1305031108.111378    1305031108.099365    1305031108.1158
179 1305031108.143334    1305031108.135281    1305031108.1459
180 1305031108.176058    1305031108.167357    1305031108.1758
181 1305031108.211475    1305031108.199225    1305031108.2158
182 1305031108.243347    1305031108.235213    1305031108.2458
183 1305031108.275358    1305031108.267660    1305031108.2758
184 1305031108.311332    1305031108.299547    1305031108.3157
185 1305031108.343278    1305031108.335019    1305031108.3458
186 1305031108.375410    1305031108.367285    1305031108.3758
187 1305031108.411361    1305031108.399284    1305031108.4157
188 1305031108.443610    1305031108.435023    1305031108.4459
189 1305031108.475471    1305031108.467680    1305031108.4758
190 1305031108.511378    1305031108.503548    1305031108.5158
191 1305031108.543737    1305031108.534811    1305031108.5458
192 1305031108.575414    1305031108.567154    1305031108.5759
193 1305031108.611407    1305031108.603547    1305031108.6157
194 1305031108.643303    1305031108.634212    1305031108.6457
195 1305031108.675375    1305031108.667189    1305031108.6757
196 1305031108.711411    1305031108.703346    1305031108.7158
197 1305031108.743502    1305031108.735052    1305031108.7458
198 1305031108.775493    1305031108.767031    1305031108.7758
199 1305031108.811244    1305031108.803370    1305031108.8159
200 1305031108.843264    1305031108.835163    1305031108.8357
201 1305031108.876515    1305031108.867534    1305031108.8357
202 1305031108.911364    1305031108.903540    1305031108.9458
203 1305031108.943243    1305031108.935116    1305031108.9458
204 1305031108.975268    1305031108.967245    1305031108.9758
205 1305031109.011269    1305031109.003064    1305031109.0157
206 1305031109.043277    1305031109.034955    1305031109.0458
207 1305031109.075410    1305031109.067091    1305031109.0757
208 1305031109.111282    1305031109.103294    1305031109.1157
209 1305031109.143334    1305031109.134968    1305031109.1457
210 1305031109.175464    1305031109.165848    1305031109.1757
211 1305031109.211379    1305031109.203388    1305031109.2157
212 1305031109.243290    1305031109.234324    1305031109.2457
213 1305031109.275308    1305031109.266325    1305031109.2757
214 1305031109.311329    1305031109.303457    1305031109.3157
215 1305031109.343248    1305031109.334602    1305031109.3457
216 1305031109.375397    1305031109.364882    1305031109.3757
217 1305031109.411329    1305031109.403386    1305031109.4158
218 1305031109.443302    1305031109.434469    1305031109.4457
219 1305031109.475363    1305031109.467362    1305031109.4758
220 1305031109.511273    1305031109.503193    1305031109.5158
221 1305031109.543294    1305031109.535715    1305031109.5458
222 1305031109.575362    1305031109.567452    1305031109.5757
223 1305031109.611310    1305031109.603601    1305031109.6158
224 1305031109.643229    1305031109.635323    1305031109.6457
225 1305031109.675263    1305031109.667570    1305031109.6757
226 1305031109.711312    1305031109.703265    1305031109.7157
227 1305031109.743274    1305031109.735059    1305031109.7457
228 1305031109.775277    1305031109.767470    1305031109.7758
229 1305031109.811371    1305031109.803396    1305031109.8157
230 1305031109.843296    1305031109.834910    1305031109.8457
231 1305031109.875306    1305031109.871271    1305031109.8758
232 1305031109.911265    1305031109.900535    1305031109.9158
233 1305031109.943299    1305031109.934960    1305031109.9457
234 1305031109.975258    1305031109.970213    1305031109.9758
235 1305031110.011256    1305031109.999657    1305031110.0157
236 1305031110.043299    1305031110.031356    1305031110.0457
237 1305031110.075319    1305031110.068125    1305031110.0757
238 1305031110.111325    1305031110.101397    1305031110.1157
239 1305031110.143432    1305031110.132317    1305031110.1458
240 1305031110.175641    1305031110.168323    1305031110.1757
241 1305031110.211637    1305031110.203162    1305031110.2158
242 1305031110.243323    1305031110.234909    1305031110.2457
243 1305031110.279321    1305031110.271394    1305031110.2757
244 1305031110.311404    1305031110.303648    1305031110.3157
245 1305031110.343355    1305031110.331570    1305031110.3457
246 1305031110.379281    1305031110.371607    1305031110.3757
247 1305031110.411469    1305031110.403480    1305031110.4157
248 1305031110.443260    1305031110.435647    1305031110.4457
249 1305031110.479331    1305031110.470588    1305031110.4757
250 1305031110.511429    1305031110.502539    1305031110.5157
251 1305031110.543408    1305031110.534532    1305031110.5457
252 1305031110.579426    1305031110.571676    1305031110.5757
253 1305031110.611307    1305031110.604289    1305031110.6157
254 1305031110.643418    1305031110.635485    1305031110.6457
255 1305031110.679606    1305031110.671775    1305031110.6757
256 1305031110.711412    1305031110.699957    1305031110.7157
257 1305031110.743249    1305031110.735440    1305031110.7457
258 1305031110.779193    1305031110.769734    1305031110.7758
259 1305031110.811386    1305031110.799684    1305031110.8157
260 1305031110.843218    1305031110.835248    1305031110.8457
261 1305031110.879313    1305031110.871293    1305031110.8757
262 1305031110.911333    1305031110.901900    1305031110.9158
263 1305031110.943862    1305031110.938668    1305031110.9457
264 1305031110.979345    1305031110.971316    1305031110.9757
265 1305031111.011431    1305031111.003669    1305031111.0157
266 1305031111.043327    1305031111.039669    1305031111.0458
267 1305031111.079283    1305031111.071605    1305031111.0757
268 1305031111.111508    1305031111.103658    1305031111.1157
269 1305031111.143257    1305031111.139211    1305031111.1457
270 1305031111.179326    1305031111.170937    1305031111.1757
271 1305031111.211433    1305031111.199395    1305031111.2157
272 1305031111.243236    1305031111.236670    1305031111.2458
273 1305031111.279308    1305031111.269939    1305031111.2757
274 1305031111.311547    1305031111.302311    1305031111.3157
275 1305031111.343397    1305031111.339460    1305031111.3457
276 1305031111.379134    1305031111.370908    1305031111.3757
277 1305031111.411296    1305031111.402911    1305031111.4157
278 1305031111.443386    1305031111.438948    1305031111.4457
279 1305031111.479259    1305031111.470919    1305031111.4760
280 1305031111.511264    1305031111.503531    1305031111.5157
281 1305031111.543250    1305031111.539482    1305031111.5458
282 1305031111.579237    1305031111.571320    1305031111.5758
283 1305031111.611271    1305031111.603391    1305031111.6157
284 1305031111.643395    1305031111.639405    1305031111.6457
285 1305031111.679320    1305031111.671252    1305031111.6757
286 1305031111.711760    1305031111.703791    1305031111.7157
287 1305031111.743386    1305031111.739504    1305031111.7457
288 1305031111.779423    1305031111.771228    1305031111.7757
289 1305031111.811406    1305031111.800077    1305031111.8157
290 1305031111.843299    1305031111.839333    1305031111.8458
291 1305031111.879442    1305031111.870985    1305031111.8757
292 1305031111.911354    1305031111.903356    1305031111.9157
293 1305031111.943300    1305031111.939680    1305031111.9457
294 1305031111.979449    1305031111.971494    1305031111.9758
295 1305031112.011433    1305031112.003596    1305031112.0157
296 1305031112.043270    1305031112.039412    1305031112.0458
297 1305031112.079339    1305031112.070731    1305031112.0757
298 1305031112.111423    1305031112.102495    1305031112.1157
299 1305031112.144342    1305031112.139107    1305031112.1457
300 1305031112.179390    1305031112.169345    1305031112.1757
301 1305031112.211254    1305031112.207733    1305031112.2158
302 1305031112.243369    1305031112.235657    1305031112.2457
303 1305031112.279353    1305031112.269488    1305031112.2757
304 1305031112.311312    1305031112.303591    1305031112.3157
305 1305031112.343323    1305031112.335789    1305031112.3458
306 1305031112.379360    1305031112.371231    1305031112.3757
307 1305031112.411442    1305031112.407491    1305031112.4157
308 1305031112.443391    1305031112.439064    1305031112.4457
309 1305031112.479418    1305031112.471066    1305031112.4757
310 1305031112.511504    1305031112.506669    1305031112.5157
311 1305031112.543212    1305031112.538310    1305031112.5459
312 1305031112.579252    1305031112.567470    1305031112.5757
313 1305031112.611261    1305031112.606742    1305031112.6157
314 1305031112.643246    1305031112.639418    1305031112.6458
315 1305031112.679952    1305031112.671325    1305031112.6758
316 1305031112.711251    1305031112.707325    1305031112.7157
317 1305031112.743245    1305031112.739546    1305031112.7457
318 1305031112.779310    1305031112.771523    1305031112.7757
319 1305031112.811310    1305031112.807539    1305031112.8157
320 1305031112.843286    1305031112.839560    1305031112.8457
321 1305031112.879421    1305031112.871083    1305031112.8757
322 1305031112.911411    1305031112.907246    1305031112.9157
323 1305031112.943321    1305031112.939323    1305031112.9457
324 1305031112.979278    1305031112.971164    1305031112.9757
325 1305031113.011353    1305031113.007166    1305031113.0157
326 1305031113.043231    1305031113.039492    1305031113.0458
327 1305031113.079251    1305031113.071210    1305031113.0757
328 1305031113.111316    1305031113.107662    1305031113.1157
329 1305031113.143306    1305031113.139664    1305031113.1457
330 1305031113.179343    1305031113.171088    1305031113.1757
331 1305031113.211259    1305031113.207181    1305031113.2159
332 1305031113.243227    1305031113.239732    1305031113.2457
333 1305031113.279312    1305031113.271470    1305031113.2757
334 1305031113.311452    1305031113.307323    1305031113.3157
335 1305031113.343252    1305031113.339396    1305031113.3457
336 1305031113.379312    1305031113.371377    1305031113.3757
337 1305031113.411625    1305031113.407351    1305031113.4157
338 1305031113.443266    1305031113.439787    1305031113.4457
339 1305031113.479311    1305031113.475657    1305031113.4757
340 1305031113.511523    1305031113.507987    1305031113.5157
341 1305031113.543242    1305031113.539417    1305031113.5457
342 1305031113.579301    1305031113.574964    1305031113.5757
343 1305031113.611268    1305031113.607216    1305031113.6158
344 1305031113.643222    1305031113.638418    1305031113.6457
345 1305031113.679288    1305031113.674244    1305031113.6757
346 1305031113.711931    1305031113.704256    1305031113.7157
347 1305031113.743590    1305031113.736263    1305031113.7458
348 1305031113.779320    1305031113.774168    1305031113.7757
349 1305031113.811237    1305031113.805795    1305031113.8157
350 1305031113.843295    1305031113.838437    1305031113.8457
351 1305031113.879281    1305031113.874200    1305031113.8757
352 1305031113.911290    1305031113.906361    1305031113.9157
353 1305031113.943291    1305031113.938561    1305031113.9457
354 1305031113.979293    1305031113.974245    1305031113.9757
355 1305031114.011257    1305031114.007082    1305031114.0157
356 1305031114.043301    1305031114.038546    1305031114.0457
357 1305031114.079285    1305031114.074298    1305031114.0757
358 1305031114.111263    1305031114.106402    1305031114.1157
359 1305031114.143284    1305031114.138562    1305031114.1457
360 1305031114.179337    1305031114.174114    1305031114.1757
361 1305031114.211303    1305031114.206255    1305031114.2157
362 1305031114.243337    1305031114.238473    1305031114.2456
363 1305031114.279390    1305031114.271075    1305031114.2757
364 1305031114.311429    1305031114.306710    1305031114.3157
365 1305031114.343331    1305031114.338919    1305031114.3457
366 1305031114.379320    1305031114.374307    1305031114.3757
367 1305031114.411397    1305031114.406591    1305031114.4157
368 1305031114.443345    1305031114.438540    1305031114.4456
369 1305031114.479332    1305031114.474489    1305031114.4757
370 1305031114.511266    1305031114.506573    1305031114.5157
371 1305031114.543236    1305031114.539953    1305031114.5457
372 1305031114.579237    1305031114.575185    1305031114.5756
373 1305031114.611391    1305031114.607560    1305031114.6157
374 1305031114.644136    1305031114.644150    1305031114.6456
375 1305031114.679251    1305031114.675655    1305031114.6757
376 1305031114.711306    1305031114.706141    1305031114.7157
377 1305031114.743200    1305031114.743276    1305031114.7457
378 1305031114.779289    1305031114.774847    1305031114.7757
379 1305031114.811303    1305031114.807310    1305031114.8156
380 1305031114.843208    1305031114.842137    1305031114.8457
381 1305031114.879281    1305031114.875056    1305031114.8757
382 1305031114.912879    1305031114.907504    1305031114.9157
383 1305031114.979280    1305031114.975411    1305031114.9757
384 1305031115.011300    1305031115.007179    1305031115.0157
385 1305031115.043508    1305031115.043530    1305031115.0457
386 1305031115.079238    1305031115.071577    1305031115.0756
387 1305031115.111230    1305031115.107074    1305031115.1157
388 1305031115.143275    1305031115.143294    1305031115.1457
389 1305031115.179440    1305031115.172642    1305031115.1756
390 1305031115.211374    1305031115.206453    1305031115.2157
391 1305031115.243297    1305031115.240975    1305031115.2457
392 1305031115.279966    1305031115.273468    1305031115.2757
393 1305031115.311704    1305031115.305534    1305031115.3156
394 1305031115.343235    1305031115.343426    1305031115.3456
395 1305031115.379166    1305031115.375054    1305031115.3757
396 1305031115.411237    1305031115.406164    1305031115.4157
397 1305031115.443159    1305031115.443040    1305031115.4457
398 1305031115.479241    1305031115.474863    1305031115.4756
399 1305031115.511253    1305031115.507440    1305031115.5156
400 1305031115.543604    1305031115.543620    1305031115.5457
401 1305031115.579315    1305031115.575290    1305031115.5757
402 1305031115.611424    1305031115.607428    1305031115.6157
403 1305031115.643254    1305031115.643254    1305031115.6457
404 1305031115.679241    1305031115.675106    1305031115.6757
405 1305031115.711320    1305031115.706301    1305031115.7157
406 1305031115.743250    1305031115.742905    1305031115.7457
407 1305031115.779425    1305031115.774329    1305031115.7757
408 1305031115.811277    1305031115.806425    1305031115.8156
409 1305031115.843224    1305031115.841936    1305031115.8457
410 1305031115.879198    1305031115.875347    1305031115.8756
411 1305031115.911118    1305031115.910716    1305031115.9156
412 1305031115.943311    1305031115.942015    1305031115.9457
413 1305031115.980740    1305031115.973799    1305031115.9857
414 1305031116.043164    1305031116.042618    1305031116.0457
415 1305031116.080030    1305031116.071527    1305031116.0757
416 1305031116.111300    1305031116.108247    1305031116.1157
417 1305031116.143441    1305031116.143447    1305031116.1457
418 1305031116.179572    1305031116.174891    1305031116.1757
419 1305031116.211299    1305031116.211320    1305031116.2157
420 1305031116.243320    1305031116.242720    1305031116.2457
421 1305031116.279385    1305031116.274421    1305031116.2757
422 1305031116.311336    1305031116.310686    1305031116.3156
423 1305031116.343292    1305031116.342459    1305031116.3457
424 1305031116.379384    1305031116.374490    1305031116.3757
425 1305031116.411333    1305031116.409631    1305031116.4157
426 1305031116.443369    1305031116.442496    1305031116.4456
427 1305031116.479850    1305031116.473394    1305031116.4757
428 1305031116.511205    1305031116.510576    1305031116.5157
429 1305031116.543262    1305031116.542695    1305031116.5456
430 1305031116.579313    1305031116.574389    1305031116.5757
431 1305031116.611261    1305031116.610891    1305031116.6157
432 1305031116.643355    1305031116.642664    1305031116.6457
433 1305031116.679281    1305031116.674523    1305031116.6756
434 1305031116.711634    1305031116.710942    1305031116.7157
435 1305031116.743291    1305031116.740575    1305031116.7457
436 1305031116.779298    1305031116.775059    1305031116.7757
437 1305031116.811318    1305031116.811343    1305031116.8156
438 1305031116.846089    1305031116.840370    1305031116.8456
439 1305031116.880165    1305031116.871726    1305031116.8757
440 1305031116.912044    1305031116.907955    1305031116.9157
441 1305031116.943296    1305031116.940626    1305031116.9456
442 1305031116.979351    1305031116.974656    1305031116.9756
443 1305031117.011382    1305031117.008812    1305031117.0157
444 1305031117.043261    1305031117.042065    1305031117.0457
445 1305031117.079520    1305031117.071181    1305031117.0757
446 1305031117.111238    1305031117.110454    1305031117.1159
447 1305031117.143218    1305031117.142383    1305031117.1457
448 1305031117.179264    1305031117.175059    1305031117.1756
449 1305031117.211361    1305031117.207753    1305031117.2157
450 1305031117.243277    1305031117.241340    1305031117.2456
451 1305031117.279299    1305031117.276516    1305031117.2756
452 1305031117.311200    1305031117.310121    1305031117.3156
453 1305031117.343243    1305031117.341044    1305031117.3457
454 1305031117.379454    1305031117.375067    1305031117.3757
455 1305031117.411221    1305031117.408538    1305031117.4156
456 1305031117.443274    1305031117.442208    1305031117.4456
457 1305031117.479403    1305031117.475651    1305031117.4757
458 1305031117.511325    1305031117.508882    1305031117.5156
459 1305031117.544285    1305031117.539736    1305031117.5456
460 1305031117.579155    1305031117.577860    1305031117.5757
461 1305031117.611159    1305031117.607777    1305031117.6157
462 1305031117.643252    1305031117.643284    1305031117.6457
463 1305031117.679262    1305031117.675483    1305031117.6756
464 1305031117.711184    1305031117.711215    1305031117.7156
465 1305031117.743184    1305031117.742995    1305031117.7457
466 1305031117.779467    1305031117.778969    1305031117.7757
467 1305031117.811320    1305031117.811060    1305031117.8156
468 1305031117.843291    1305031117.843307    1305031117.8457
469 1305031117.879451    1305031117.879467    1305031117.8757
470 1305031117.911407    1305031117.908762    1305031117.9156
471 1305031117.943253    1305031117.943272    1305031117.9456
472 1305031117.979228    1305031117.979263    1305031117.9756
473 1305031118.011228    1305031118.011013    1305031118.0157
474 1305031118.043521    1305031118.043549    1305031118.0457
475 1305031118.079334    1305031118.079369    1305031118.0757
476 1305031118.111217    1305031118.110863    1305031118.1156
477 1305031118.143256    1305031118.142285    1305031118.1457
478 1305031118.179323    1305031118.178170    1305031118.1756
479 1305031118.211202    1305031118.210782    1305031118.2156
480 1305031118.243173    1305031118.242948    1305031118.2456
481 1305031118.279194    1305031118.278991    1305031118.2757
482 1305031118.311299    1305031118.310731    1305031118.3156
483 1305031118.343324    1305031118.342079    1305031118.3457
484 1305031118.379208    1305031118.377003    1305031118.3756
485 1305031118.411296    1305031118.408818    1305031118.4156
486 1305031118.445692    1305031118.445703    1305031118.4457
487 1305031118.479285    1305031118.477869    1305031118.4757
488 1305031118.511255    1305031118.510201    1305031118.5156
489 1305031118.544414    1305031118.545199    1305031118.5456
490 1305031118.579285    1305031118.576377    1305031118.5756
491 1305031118.616142    1305031118.610869    1305031118.6156
492 1305031118.679295    1305031118.675082    1305031118.6756
493 1305031118.711421    1305031118.710140    1305031118.7156
494 1305031118.746770    1305031118.746801    1305031118.7456
495 1305031118.779277    1305031118.778790    1305031118.7756
496 1305031118.811221    1305031118.810703    1305031118.8156
497 1305031118.846753    1305031118.846774    1305031118.8456
498 1305031118.879208    1305031118.875402    1305031118.8756
499 1305031118.911177    1305031118.909608    1305031118.9156
500 1305031118.946974    1305031118.947009    1305031118.9456
501 1305031118.979374    1305031118.979394    1305031118.9756
502 1305031119.011363    1305031119.009712    1305031119.0157
503 1305031119.047172    1305031119.047180    1305031119.0456
504 1305031119.079223    1305031119.078966    1305031119.0757
505 1305031119.111328    1305031119.110884    1305031119.1156
506 1305031119.147616    1305031119.147629    1305031119.1457
507 1305031119.179226    1305031119.179262    1305031119.1757
508 1305031119.211364    1305031119.210906    1305031119.2156
509 1305031119.247399    1305031119.247660    1305031119.2457
510 1305031119.279212    1305031119.279244    1305031119.2756
511 1305031119.311212    1305031119.310755    1305031119.3156
512 1305031119.347741    1305031119.347750    1305031119.3457
513 1305031119.379239    1305031119.378631    1305031119.3756
514 1305031119.411484    1305031119.411492    1305031119.4156
515 1305031119.447706    1305031119.447726    1305031119.4456
516 1305031119.479267    1305031119.477682    1305031119.4756
517 1305031119.511240    1305031119.511258    1305031119.5157
518 1305031119.547382    1305031119.547414    1305031119.5456
519 1305031119.579559    1305031119.579569    1305031119.5756
520 1305031119.615017    1305031119.615024    1305031119.6156
521 1305031119.647903    1305031119.648889    1305031119.6456
522 1305031119.679208    1305031119.675566    1305031119.6756
523 1305031119.715232    1305031119.715249    1305031119.7157
524 1305031119.747193    1305031119.744886    1305031119.7457
525 1305031119.779169    1305031119.778628    1305031119.7756
526 1305031119.814537    1305031119.814571    1305031119.8156
527 1305031119.847429    1305031119.847445    1305031119.8456
528 1305031119.879214    1305031119.879232    1305031119.8757
529 1305031119.911401    1305031119.911424    1305031119.9155
530 1305031119.947392    1305031119.947462    1305031119.9456
531 1305031119.979537    1305031119.979546    1305031119.9756
532 1305031120.015264    1305031120.015283    1305031120.0156
533 1305031120.047290    1305031120.047310    1305031120.0456
534 1305031120.079418    1305031120.075690    1305031120.0756
535 1305031120.115232    1305031120.115249    1305031120.1156
536 1305031120.148157    1305031120.148175    1305031120.1456
