freiburg1_teddy
image      depth      pose
127 1305032184.716820    1305032184.709038    1305032184.7168
128 1305032184.749228    1305032184.742127    1305032184.7469
129 1305032184.780723    1305032184.777936    1305032184.7769
130 1305032184.816841    1305032184.809179    1305032184.8169
131 1305032184.848695    1305032184.846171    1305032184.8469
132 1305032184.880788    1305032184.876331    1305032184.8769
133 1305032184.918061    1305032184.909906    1305032184.9169
134 1305032184.980871    1305032184.977770    1305032184.9769
135 1305032185.016830    1305032185.010203    1305032185.0169
136 1305032185.048753    1305032185.046067    1305032185.0468
137 1305032185.080761    1305032185.077848    1305032185.0768
138 1305032185.116901    1305032185.110059    1305032185.1168
139 1305032185.148855    1305032185.146088    1305032185.1469
140 1305032185.180921    1305032185.177981    1305032185.1768
141 1305032185.216821    1305032185.210047    1305032185.2168
142 1305032185.248744    1305032185.246164    1305032185.2469
143 1305032185.280816    1305032185.277781    1305032185.2769
144 1305032185.316975    1305032185.310212    1305032185.3168
145 1305032185.348836    1305032185.346178    1305032185.3469
146 1305032185.380713    1305032185.377986    1305032185.3769
147 1305032185.416853    1305032185.409841    1305032185.4169
148 1305032185.448824    1305032185.445026    1305032185.4468
149 1305032185.480750    1305032185.477301    1305032185.4768
150 1305032185.517917    1305032185.509174    1305032185.5168
151 1305032185.580817    1305032185.577007    1305032185.5769
152 1305032185.616813    1305032185.608944    1305032185.6168
153 1305032185.649137    1305032185.646199    1305032185.6469
154 1305032185.681076    1305032185.674065    1305032185.6769
155 1305032185.717989    1305032185.709409    1305032185.7168
156 1305032185.780788    1305032185.776948    1305032185.7769
157 1305032185.816914    1305032185.809105    1305032185.8168
158 1305032185.848739    1305032185.844997    1305032185.8468
159 1305032185.880792    1305032185.877097    1305032185.8769
160 1305032185.916774    1305032185.913009    1305032185.9168
161 1305032185.948832    1305032185.944654    1305032185.9468
162 1305032185.980891    1305032185.977805    1305032185.9769
163 1305032186.016729    1305032186.013929    1305032186.0168
164 1305032186.048853    1305032186.045828    1305032186.0469
165 1305032186.080866    1305032186.077943    1305032186.0769
166 1305032186.116745    1305032186.114126    1305032186.1168
167 1305032186.149175    1305032186.141996    1305032186.1468
168 1305032186.180852    1305032186.177711    1305032186.1768
169 1305032186.238254    1305032186.232363    1305032186.2364
170 1305032186.274478    1305032186.267582    1305032186.2763
171 1305032186.306444    1305032186.300588    1305032186.3064
172 1305032186.338305    1305032186.335416    1305032186.3364
173 1305032186.374424    1305032186.367914    1305032186.3763
174 1305032186.406432    1305032186.403522    1305032186.4064
175 1305032186.438324    1305032186.435153    1305032186.4364
176 1305032186.474472    1305032186.467950    1305032186.4764
177 1305032186.506702    1305032186.503058    1305032186.5064
178 1305032186.538288    1305032186.535377    1305032186.5364
179 1305032186.574586    1305032186.567394    1305032186.5764
180 1305032186.606308    1305032186.603266    1305032186.6064
181 1305032186.638328    1305032186.635315    1305032186.6364
182 1305032186.674491    1305032186.667358    1305032186.6763
183 1305032186.706281    1305032186.703309    1305032186.7064
184 1305032186.738284    1305032186.735691    1305032186.7364
185 1305032186.774426    1305032186.765616    1305032186.7764
186 1305032186.806294    1305032186.803395    1305032186.8064
187 1305032186.838316    1305032186.835488    1305032186.8364
188 1305032186.874420    1305032186.867455    1305032186.8764
189 1305032186.906311    1305032186.903530    1305032186.9064
190 1305032186.938335    1305032186.935287    1305032186.9364
191 1305032186.974466    1305032186.964738    1305032186.9764
192 1305032187.006347    1305032187.003365    1305032187.0064
193 1305032187.038369    1305032187.035218    1305032187.0363
194 1305032187.074485    1305032187.067410    1305032187.0764
195 1305032187.106300    1305032187.103755    1305032187.1064
196 1305032187.138388    1305032187.135420    1305032187.1364
197 1305032187.174344    1305032187.171594    1305032187.1764
198 1305032187.206315    1305032187.203221    1305032187.2064
199 1305032187.238306    1305032187.235320    1305032187.2364
200 1305032187.274410    1305032187.271319    1305032187.2763
201 1305032187.306310    1305032187.303272    1305032187.3063
202 1305032187.338238    1305032187.335838    1305032187.3364
203 1305032187.374465    1305032187.371624    1305032187.3764
204 1305032187.406431    1305032187.402711    1305032187.4064
205 1305032187.438345    1305032187.434439    1305032187.4364
206 1305032187.474252    1305032187.471404    1305032187.4767
207 1305032187.506288    1305032187.502403    1305032187.5063
208 1305032187.538394    1305032187.534564    1305032187.5364
209 1305032187.574353    1305032187.570594    1305032187.5763
210 1305032187.606376    1305032187.602485    1305032187.6064
211 1305032187.638551    1305032187.632525    1305032187.6364
212 1305032187.674515    1305032187.670813    1305032187.6763
213 1305032187.706690    1305032187.701303    1305032187.7064
214 1305032187.738344    1305032187.735457    1305032187.7363
215 1305032187.774385    1305032187.771606    1305032187.7764
216 1305032187.806253    1305032187.803756    1305032187.8063
217 1305032187.838326    1305032187.835436    1305032187.8364
218 1305032187.874314    1305032187.871306    1305032187.8764
219 1305032187.906341    1305032187.903249    1305032187.9063
220 1305032187.938404    1305032187.934790    1305032187.9364
221 1305032187.974333    1305032187.971515    1305032187.9766
222 1305032188.006755    1305032188.003503    1305032188.0063
223 1305032188.038347    1305032188.034904    1305032188.0364
224 1305032188.074366    1305032188.071784    1305032188.0763
225 1305032188.106358    1305032188.101049    1305032188.1064
226 1305032188.138393    1305032188.135498    1305032188.1363
227 1305032188.174531    1305032188.171606    1305032188.1764
228 1305032188.206385    1305032188.203627    1305032188.2063
229 1305032188.238300    1305032188.235366    1305032188.2364
230 1305032188.274246    1305032188.270772    1305032188.2764
231 1305032188.306298    1305032188.302773    1305032188.3063
232 1305032188.338463    1305032188.338488    1305032188.3364
233 1305032188.374255    1305032188.370732    1305032188.3763
234 1305032188.406411    1305032188.402644    1305032188.4063
235 1305032188.438404    1305032188.438439    1305032188.4364
236 1305032188.474384    1305032188.470115    1305032188.4763
237 1305032188.506372    1305032188.502516    1305032188.5063
238 1305032188.538361    1305032188.538368    1305032188.5364
239 1305032188.574421    1305032188.570222    1305032188.5763
240 1305032188.606360    1305032188.602423    1305032188.6063
241 1305032188.638700    1305032188.638717    1305032188.6364
242 1305032188.674410    1305032188.670623    1305032188.6764
243 1305032188.706357    1305032188.702372    1305032188.7064
244 1305032188.739249    1305032188.739288    1305032188.7364
245 1305032188.774344    1305032188.771350    1305032188.7764
246 1305032188.806323    1305032188.803232    1305032188.8064
247 1305032188.839225    1305032188.839256    1305032188.8364
248 1305032188.874344    1305032188.871463    1305032188.8764
249 1305032188.906314    1305032188.903330    1305032188.9064
250 1305032188.939488    1305032188.939530    1305032188.9363
251 1305032188.974616    1305032188.967528    1305032188.9764
252 1305032189.006344    1305032189.003407    1305032189.0063
253 1305032189.039201    1305032189.039241    1305032189.0363
254 1305032189.074311    1305032189.070538    1305032189.0764
255 1305032189.106462    1305032189.099801    1305032189.1064
256 1305032189.139020    1305032189.139029    1305032189.1363
257 1305032189.174337    1305032189.169102    1305032189.1763
258 1305032189.206328    1305032189.203427    1305032189.2064
259 1305032189.239113    1305032189.239134    1305032189.2364
260 1305032189.274280    1305032189.271918    1305032189.2763
261 1305032189.306419    1305032189.303114    1305032189.3063
262 1305032189.339043    1305032189.339057    1305032189.3363
263 1305032189.374296    1305032189.371339    1305032189.3764
264 1305032189.406454    1305032189.403088    1305032189.4064
265 1305032189.439203    1305032189.439231    1305032189.4364
266 1305032189.474381    1305032189.471232    1305032189.4764
267 1305032189.506417    1305032189.499555    1305032189.5063
268 1305032189.539204    1305032189.539216    1305032189.5364
269 1305032189.574311    1305032189.571462    1305032189.5763
270 1305032189.607261    1305032189.607272    1305032189.6064
271 1305032189.639158    1305032189.639175    1305032189.6363
272 1305032189.674631    1305032189.671295    1305032189.6763
273 1305032189.707346    1305032189.707355    1305032189.7064
274 1305032189.774494    1305032189.769857    1305032189.7763
275 1305032189.807118    1305032189.807193    1305032189.8063
276 1305032189.839133    1305032189.839266    1305032189.8364
277 1305032189.874440    1305032189.871198    1305032189.8763
278 1305032189.907291    1305032189.907438    1305032189.9064
279 1305032189.939176    1305032189.939189    1305032189.9363
280 1305032189.974388    1305032189.971493    1305032189.9763
281 1305032190.007331    1305032190.007400    1305032190.0064
282 1305032190.039183    1305032190.039205    1305032190.0363
283 1305032190.074353    1305032190.071225    1305032190.0763
284 1305032190.106919    1305032190.107061    1305032190.1064
285 1305032190.139118    1305032190.139137    1305032190.1363
286 1305032190.174382    1305032190.170601    1305032190.1763
287 1305032190.206527    1305032190.206536    1305032190.2064
288 1305032190.238598    1305032190.238632    1305032190.2364
289 1305032190.274436    1305032190.270627    1305032190.2763
290 1305032190.306776    1305032190.306807    1305032190.3064
291 1305032190.338705    1305032190.338788    1305032190.3363
292 1305032190.374553    1305032190.370619    1305032190.3763
293 1305032190.406774    1305032190.406810    1305032190.4063
294 1305032190.438393    1305032190.438426    1305032190.4363
295 1305032190.474512    1305032190.470743    1305032190.4763
296 1305032190.507021    1305032190.503579    1305032190.5063
297 1305032190.539574    1305032190.539604    1305032190.5363
298 1305032190.574522    1305032190.570846    1305032190.5763
299 1305032190.606628    1305032190.606644    1305032190.6063
300 1305032190.638351    1305032190.638365    1305032190.6363
301 1305032190.674511    1305032190.671786    1305032190.6763
302 1305032190.707805    1305032190.707489    1305032190.7063
303 1305032190.739542    1305032190.739578    1305032190.7363
304 1305032190.774406    1305032190.771447    1305032190.7764
305 1305032190.807353    1305032190.807445    1305032190.8063
306 1305032190.839295    1305032190.839426    1305032190.8363
307 1305032190.874702    1305032190.874736    1305032190.8763
308 1305032190.906872    1305032190.906894    1305032190.9063
309 1305032190.938298    1305032190.935332    1305032190.9363
310 1305032190.974293    1305032190.970994    1305032190.9762
311 1305032191.007388    1305032191.007607    1305032191.0064
312 1305032191.039147    1305032191.039174    1305032191.0365
313 1305032191.075542    1305032191.075552    1305032191.0763
314 1305032191.107369    1305032191.107403    1305032191.1063
315 1305032191.139264    1305032191.139296    1305032191.1364
316 1305032191.175154    1305032191.175166    1305032191.1763
317 1305032191.239480    1305032191.239501    1305032191.2363
318 1305032191.275365    1305032191.275392    1305032191.2763
319 1305032191.307300    1305032191.307442    1305032191.3063
320 1305032191.375372    1305032191.375380    1305032191.3763
321 1305032191.407222    1305032191.407241    1305032191.4063
322 1305032191.439234    1305032191.439263    1305032191.4363
323 1305032191.475122    1305032191.475132    1305032191.4763
324 1305032191.507078    1305032191.507102    1305032191.5063
325 1305032191.539261    1305032191.539279    1305032191.5363
326 1305032191.574951    1305032191.574961    1305032191.5763
327 1305032191.607207    1305032191.607249    1305032191.6063
328 1305032191.638816    1305032191.638831    1305032191.6363
329 1305032191.675288    1305032191.675312    1305032191.6764
330 1305032191.707052    1305032191.707072    1305032191.7063
331 1305032191.738602    1305032191.738613    1305032191.7363
332 1305032191.775242    1305032191.775270    1305032191.7763
333 1305032191.807049    1305032191.807070    1305032191.8063
334 1305032191.839534    1305032191.839560    1305032191.8363
335 1305032191.874538    1305032191.874555    1305032191.8764
336 1305032191.906632    1305032191.906653    1305032191.9064
337 1305032191.938746    1305032191.938759    1305032191.9363
338 1305032191.974172    1305032191.972283    1305032191.9763
339 1305032192.006899    1305032192.006961    1305032192.0063
340 1305032192.040329    1305032192.040339    1305032192.0363
341 1305032192.074296    1305032192.073907    1305032192.0763
342 1305032192.107207    1305032192.107230    1305032192.1063
343 1305032192.143527    1305032192.143544    1305032192.1463
344 1305032192.175138    1305032192.175148    1305032192.1763
345 1305032192.207462    1305032192.207744    1305032192.2063
346 1305032192.242995    1305032192.243366    1305032192.2463
347 1305032192.275322    1305032192.275343    1305032192.2763
348 1305032192.307137    1305032192.307155    1305032192.3063
349 1305032192.343429    1305032192.343449    1305032192.3463
350 1305032192.375351    1305032192.375548    1305032192.3763
351 1305032192.406988    1305032192.406997    1305032192.4063
352 1305032192.443064    1305032192.443179    1305032192.4463
353 1305032192.475136    1305032192.475167    1305032192.4763
354 1305032192.507282    1305032192.507297    1305032192.5063
355 1305032192.543270    1305032192.543280    1305032192.5462
356 1305032192.575287    1305032192.575297    1305032192.5763
357 1305032192.607043    1305032192.607056    1305032192.6064
358 1305032192.642682    1305032192.642695    1305032192.6463
359 1305032192.675331    1305032192.675353    1305032192.6763
360 1305032192.706798    1305032192.706821    1305032192.7063
361 1305032192.743017    1305032192.743037    1305032192.7463
362 1305032192.775674    1305032192.775695    1305032192.7763
363 1305032192.807088    1305032192.807111    1305032192.8064
364 1305032192.843319    1305032192.843387    1305032192.8463
365 1305032192.906650    1305032192.906667    1305032192.9063
366 1305032192.942718    1305032192.942736    1305032192.9463
367 1305032192.974691    1305032192.974708    1305032192.9763
368 1305032193.006760    1305032193.006794    1305032193.0063
369 1305032193.042601    1305032193.042632    1305032193.0463
370 1305032193.074613    1305032193.074628    1305032193.0763
371 1305032193.106695    1305032193.106712    1305032193.1063
372 1305032193.142723    1305032193.142756    1305032193.1463
373 1305032193.174586    1305032193.174621    1305032193.1763
374 1305032193.206838    1305032193.206872    1305032193.2064
375 1305032193.242456    1305032193.242487    1305032193.2463
376 1305032193.274520    1305032193.274532    1305032193.2763
377 1305032193.310778    1305032193.310784    1305032193.3063
378 1305032193.374757    1305032193.374778    1305032193.3763
379 1305032193.410937    1305032193.410996    1305032193.4063
380 1305032193.474361    1305032193.474375    1305032193.4763
381 1305032193.508533    1305032193.508568    1305032193.5063
382 1305032193.542415    1305032193.542436    1305032193.5463
383 1305032193.574902    1305032193.574911    1305032193.5763
384 1305032193.610969    1305032193.610999    1305032193.6063
385 1305032193.642823    1305032193.642841    1305032193.6463
386 1305032193.675595    1305032193.675612    1305032193.6763
387 1305032193.709022    1305032193.709053    1305032193.7063
388 1305032193.742409    1305032193.742415    1305032193.7462
389 1305032193.775435    1305032193.775453    1305032193.7763
390 1305032193.811474    1305032193.811498    1305032193.8162
391 1305032193.843364    1305032193.843397    1305032193.8462
392 1305032193.875019    1305032193.875032    1305032193.8763
393 1305032193.911168    1305032193.911199    1305032193.9063
394 1305032193.942448    1305032193.942483    1305032193.9463
395 1305032193.974516    1305032193.974524    1305032193.9763
396 1305032194.011117    1305032194.010912    1305032194.0063
397 1305032194.042688    1305032194.042703    1305032194.0463
398 1305032194.074383    1305032194.074396    1305032194.0763
399 1305032194.110517    1305032194.110545    1305032194.1063
400 1305032194.142532    1305032194.142566    1305032194.1462
401 1305032194.174640    1305032194.174690    1305032194.1763
402 1305032194.210736    1305032194.210766    1305032194.2063
403 1305032194.242426    1305032194.242458    1305032194.2463
404 1305032194.274526    1305032194.274543    1305032194.2763
405 1305032194.310941    1305032194.311027    1305032194.3063
406 1305032194.342858    1305032194.342868    1305032194.3462
407 1305032194.374876    1305032194.374921    1305032194.3763
408 1305032194.407399    1305032194.407436    1305032194.4063
409 1305032194.442440    1305032194.442486    1305032194.4463
410 1305032194.474539    1305032194.474570    1305032194.4763
411 1305032194.510998    1305032194.511008    1305032194.5063
412 1305032194.542821    1305032194.542832    1305032194.5463
413 1305032194.578566    1305032194.578575    1305032194.5763
414 1305032194.610523    1305032194.610582    1305032194.6063
415 1305032194.642469    1305032194.642482    1305032194.6463
416 1305032194.678559    1305032194.678602    1305032194.6763
417 1305032194.710510    1305032194.710534    1305032194.7063
418 1305032194.742543    1305032194.742552    1305032194.7463
419 1305032194.778702    1305032194.778713    1305032194.7763
420 1305032194.811382    1305032194.811394    1305032194.8162
421 1305032194.879189    1305032194.879287    1305032194.8762
422 1305032194.940467    1305032194.940476    1305032194.9362
423 1305032194.978559    1305032194.978624    1305032194.9762
424 1305032195.010576    1305032195.010602    1305032195.0063
425 1305032195.043344    1305032195.043356    1305032195.0464
426 1305032195.079395    1305032195.079178    1305032195.0762
427 1305032195.111678    1305032195.111698    1305032195.1162
428 1305032195.143499    1305032195.143516    1305032195.1463
429 1305032195.179526    1305032195.179540    1305032195.1763
430 1305032195.243386    1305032195.243403    1305032195.2462
431 1305032195.279501    1305032195.279519    1305032195.2765
432 1305032195.311768    1305032195.311780    1305032195.3163
433 1305032195.376382    1305032195.376391    1305032195.3762
434 1305032195.411534    1305032195.411680    1305032195.4162
435 1305032195.479227    1305032195.479239    1305032195.4763
436 1305032195.511111    1305032195.511121    1305032195.5063
437 1305032195.542959    1305032195.542975    1305032195.5463
438 1305032195.578829    1305032195.578841    1305032195.5762
439 1305032195.611234    1305032195.611247    1305032195.6063
440 1305032195.678973    1305032195.679007    1305032195.6763
441 1305032195.710912    1305032195.710928    1305032195.7063
442 1305032195.742851    1305032195.742882    1305032195.7462
443 1305032195.778533    1305032195.778543    1305032195.7763
444 1305032195.810945    1305032195.810954    1305032195.8063
445 1305032195.846713    1305032195.846730    1305032195.8463
446 1305032195.878300    1305032195.878310    1305032195.8763
447 1305032195.911195    1305032195.911210    1305032195.9062
448 1305032195.946009    1305032195.946024    1305032195.9462
449 1305032195.978947    1305032195.978954    1305032195.9763
450 1305032196.011259    1305032196.011270    1305032196.0162
451 1305032196.047221    1305032196.047236    1305032196.0462
452 1305032196.078769    1305032196.078800    1305032196.0763
453 1305032196.111022    1305032196.111031    1305032196.1062
454 1305032196.146773    1305032196.146795    1305032196.1462
455 1305032196.178846    1305032196.178861    1305032196.1762
456 1305032196.211277    1305032196.211291    1305032196.2162
457 1305032196.247190    1305032196.247460    1305032196.2462
458 1305032196.311206    1305032196.311220    1305032196.3063
459 1305032196.347188    1305032196.347202    1305032196.3463
460 1305032196.407470    1305032196.407477    1305032196.4062
461 1305032196.446880    1305032196.446899    1305032196.4463
462 1305032196.479245    1305032196.479268    1305032196.4762
463 1305032196.510749    1305032196.510889    1305032196.5062
464 1305032196.547134    1305032196.547171    1305032196.5462
465 1305032196.579032    1305032196.579418    1305032196.5763
466 1305032196.611361    1305032196.611370    1305032196.6162
467 1305032196.647203    1305032196.647450    1305032196.6463
468 1305032196.710860    1305032196.710873    1305032196.7062
469 1305032196.747006    1305032196.747025    1305032196.7462
470 1305032196.778981    1305032196.779011    1305032196.7763
471 1305032196.810902    1305032196.810919    1305032196.8062
472 1305032196.846851    1305032196.846859    1305032196.8462
473 1305032196.879306    1305032196.879319    1305032196.8765
474 1305032196.911073    1305032196.911083    1305032196.9062
475 1305032196.947124    1305032196.947160    1305032196.9462
476 1305032196.979144    1305032196.979165    1305032196.9763
477 1305032197.046852    1305032197.046876    1305032197.0462
478 1305032197.079241    1305032197.079267    1305032197.0762
479 1305032197.146291    1305032197.146300    1305032197.1463
480 1305032197.178597    1305032197.178619    1305032197.1763
481 1305032197.246436    1305032197.246461    1305032197.2462
482 1305032197.278617    1305032197.278705    1305032197.2762
483 1305032197.346213    1305032197.346243    1305032197.3462
484 1305032197.378307    1305032197.378333    1305032197.3762
485 1305032197.446193    1305032197.446213    1305032197.4462
486 1305032197.480164    1305032197.480183    1305032197.4763
487 1305032197.546138    1305032197.546144    1305032197.5462
488 1305032197.578451    1305032197.578471    1305032197.5762
489 1305032197.646676    1305032197.646686    1305032197.6463
490 1305032197.706445    1305032197.714118    1305032197.7062
491 1305032197.746396    1305032197.746419    1305032197.7462
492 1305032197.778560    1305032197.778583    1305032197.7763
493 1305032197.846558    1305032197.846565    1305032197.8462
494 1305032197.878068    1305032197.878101    1305032197.8763
495 1305032197.943551    1305032197.943557    1305032197.9465
496 1305032197.979315    1305032197.979333    1305032197.9763
497 1305032198.047542    1305032198.047563    1305032198.0462
498 1305032198.106301    1305032198.116477    1305032198.1062
499 1305032198.146848    1305032198.146879    1305032198.1462
500 1305032198.178825    1305032198.178774    1305032198.1763
501 1305032198.247050    1305032198.247083    1305032198.2462
502 1305032198.306375    1305032198.316389    1305032198.3063
503 1305032198.347079    1305032198.347089    1305032198.3462
504 1305032198.406407    1305032198.416001    1305032198.4063
505 1305032198.447116    1305032198.447126    1305032198.4462
506 1305032198.506363    1305032198.515252    1305032198.5062
507 1305032198.547035    1305032198.547065    1305032198.5463
508 1305032198.606414    1305032198.616222    1305032198.6062
509 1305032198.647253    1305032198.647268    1305032198.6462
510 1305032198.706335    1305032198.717282    1305032198.7062
511 1305032198.746296    1305032198.746307    1305032198.7462
512 1305032198.806374    1305032198.815523    1305032198.8062
513 1305032198.846976    1305032198.846994    1305032198.8462
514 1305032198.906402    1305032198.915651    1305032198.9062
515 1305032198.947082    1305032198.947117    1305032198.9462
516 1305032199.006411    1305032199.015144    1305032199.0062
517 1305032199.047109    1305032199.047119    1305032199.0461
518 1305032199.106454    1305032199.115531    1305032199.1062
519 1305032199.147137    1305032199.147173    1305032199.1462
520 1305032199.206387    1305032199.215119    1305032199.2062
521 1305032199.245876    1305032199.245929    1305032199.2461
522 1305032199.306811    1305032199.317977    1305032199.3062
523 1305032199.346717    1305032199.346731    1305032199.3462
524 1305032199.406488    1305032199.415061    1305032199.4062
525 1305032199.446779    1305032199.446791    1305032199.4462
526 1305032199.506558    1305032199.514264    1305032199.5062
527 1305032199.542376    1305032199.551820    1305032199.5462
528 1305032199.574347    1305032199.583527    1305032199.5762
529 1305032199.606465    1305032199.615883    1305032199.6062
530 1305032199.642310    1305032199.650894    1305032199.6462
531 1305032199.674469    1305032199.683100    1305032199.6762
532 1305032199.706362    1305032199.715118    1305032199.7065
533 1305032199.742362    1305032199.750400    1305032199.7462
534 1305032199.774332    1305032199.782930    1305032199.7762
535 1305032199.806416    1305032199.814468    1305032199.8062
536 1305032199.842378    1305032199.850272    1305032199.8461
